Iteration	Posterior	Likelihood	Prior	lambda[1][1]	lambda[1][2]	lambda[1][3]	lambda[2][1]	lambda[2][2]	lambda[2][3]	lambda[3][1]	lambda[3][2]	lambda[3][3]	lambda[4][1]	lambda[4][2]	lambda[4][3]	lambda[5][1]	lambda[5][2]	lambda[5][3]	lambda[6][1]	lambda[6][2]	lambda[6][3]	lambda[7][1]	lambda[7][2]	lambda[7][3]	lambda[8][1]	lambda[8][2]	lambda[8][3]	lambda[9][1]	lambda[9][2]	lambda[9][3]	lambda[10][1]	lambda[10][2]	lambda[10][3]	lambda[11][1]	lambda[11][2]	lambda[11][3]	lambda[12][1]	lambda[12][2]	lambda[12][3]	lambda[13][1]	lambda[13][2]	lambda[13][3]	lambda[14][1]	lambda[14][2]	lambda[14][3]	lambda[15][1]	lambda[15][2]	lambda[15][3]	m_d[1][1][1]	m_d[1][1][2]	m_d[1][2][1]	m_d[1][2][2]	m_d[2][1][1]	m_d[2][1][2]	m_d[2][2][1]	m_d[2][2][2]	m_d[3][1][1]	m_d[3][1][2]	m_d[3][2][1]	m_d[3][2][2]	m_d[4][1][1]	m_d[4][1][2]	m_d[4][2][1]	m_d[4][2][2]	m_d[5][1][1]	m_d[5][1][2]	m_d[5][2][1]	m_d[5][2][2]	m_d[6][1][1]	m_d[6][1][2]	m_d[6][2][1]	m_d[6][2][2]	m_d[7][1][1]	m_d[7][1][2]	m_d[7][2][1]	m_d[7][2][2]	m_d[8][1][1]	m_d[8][1][2]	m_d[8][2][1]	m_d[8][2][2]	m_d[9][1][1]	m_d[9][1][2]	m_d[9][2][1]	m_d[9][2][2]	m_d[10][1][1]	m_d[10][1][2]	m_d[10][2][1]	m_d[10][2][2]	m_d[11][1][1]	m_d[11][1][2]	m_d[11][2][1]	m_d[11][2][2]	m_d[12][1][1]	m_d[12][1][2]	m_d[12][2][1]	m_d[12][2][2]	m_d[13][1][1]	m_d[13][1][2]	m_d[13][2][1]	m_d[13][2][2]	m_d[14][1][1]	m_d[14][1][2]	m_d[14][2][1]	m_d[14][2][2]	m_d[15][1][1]	m_d[15][1][2]	m_d[15][2][1]	m_d[15][2][2]	m_e[1][1][1]	m_e[1][1][2]	m_e[2][1][1]	m_e[2][1][2]	m_e[3][1][1]	m_e[3][1][2]	m_e[4][1][1]	m_e[4][1][2]	m_e[5][1][1]	m_e[5][1][2]	m_e[6][1][1]	m_e[6][1][2]	m_e[7][1][1]	m_e[7][1][2]	m_e[8][1][1]	m_e[8][1][2]	m_e[9][1][1]	m_e[9][1][2]	m_e[10][1][1]	m_e[10][1][2]	m_e[11][1][1]	m_e[11][1][2]	m_e[12][1][1]	m_e[12][1][2]	m_e[13][1][1]	m_e[13][1][2]	m_e[14][1][1]	m_e[14][1][2]	m_e[15][1][1]	m_e[15][1][2]	m_w[1][1][1]	m_w[1][1][2]	m_w[2][1][1]	m_w[2][1][2]	m_w[3][1][1]	m_w[3][1][2]	m_w[4][1][1]	m_w[4][1][2]	m_w[5][1][1]	m_w[5][1][2]	m_w[6][1][1]	m_w[6][1][2]	m_w[7][1][1]	m_w[7][1][2]	m_w[8][1][1]	m_w[8][1][2]	m_w[9][1][1]	m_w[9][1][2]	m_w[10][1][1]	m_w[10][1][2]	m_w[11][1][1]	m_w[11][1][2]	m_w[12][1][1]	m_w[12][1][2]	m_w[13][1][1]	m_w[13][1][2]	m_w[14][1][1]	m_w[14][1][2]	m_w[15][1][1]	m_w[15][1][2]	mu[1][1]	mu[1][2]	mu[2][1]	mu[2][2]	mu[3][1]	mu[3][2]	mu[4][1]	mu[4][2]	mu[5][1]	mu[5][2]	mu[6][1]	mu[6][2]	mu[7][1]	mu[7][2]	mu[8][1]	mu[8][2]	mu[9][1]	mu[9][2]	mu[10][1]	mu[10][2]	mu[11][1]	mu[11][2]	mu[12][1]	mu[12][2]	mu[13][1]	mu[13][2]	mu[14][1]	mu[14][2]	mu[15][1]	mu[15][2]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b[1][1][1]	r_b[1][1][2]	r_b[1][2][1]	r_b[1][2][2]	r_b[2][1][1]	r_b[2][1][2]	r_b[2][2][1]	r_b[2][2][2]	r_b[3][1][1]	r_b[3][1][2]	r_b[3][2][1]	r_b[3][2][2]	r_b[4][1][1]	r_b[4][1][2]	r_b[4][2][1]	r_b[4][2][2]	r_b[5][1][1]	r_b[5][1][2]	r_b[5][2][1]	r_b[5][2][2]	r_b[6][1][1]	r_b[6][1][2]	r_b[6][2][1]	r_b[6][2][2]	r_b[7][1][1]	r_b[7][1][2]	r_b[7][2][1]	r_b[7][2][2]	r_b[8][1][1]	r_b[8][1][2]	r_b[8][2][1]	r_b[8][2][2]	r_b[9][1][1]	r_b[9][1][2]	r_b[9][2][1]	r_b[9][2][2]	r_b[10][1][1]	r_b[10][1][2]	r_b[10][2][1]	r_b[10][2][2]	r_b[11][1][1]	r_b[11][1][2]	r_b[11][2][1]	r_b[11][2][2]	r_b[12][1][1]	r_b[12][1][2]	r_b[12][2][1]	r_b[12][2][2]	r_b[13][1][1]	r_b[13][1][2]	r_b[13][2][1]	r_b[13][2][2]	r_b[14][1][1]	r_b[14][1][2]	r_b[14][2][1]	r_b[14][2][2]	r_b[15][1][1]	r_b[15][1][2]	r_b[15][2][1]	r_b[15][2][2]	r_d[1][1][1]	r_d[1][1][2]	r_d[1][2][1]	r_d[1][2][2]	r_d[2][1][1]	r_d[2][1][2]	r_d[2][2][1]	r_d[2][2][2]	r_d[3][1][1]	r_d[3][1][2]	r_d[3][2][1]	r_d[3][2][2]	r_d[4][1][1]	r_d[4][1][2]	r_d[4][2][1]	r_d[4][2][2]	r_d[5][1][1]	r_d[5][1][2]	r_d[5][2][1]	r_d[5][2][2]	r_d[6][1][1]	r_d[6][1][2]	r_d[6][2][1]	r_d[6][2][2]	r_d[7][1][1]	r_d[7][1][2]	r_d[7][2][1]	r_d[7][2][2]	r_d[8][1][1]	r_d[8][1][2]	r_d[8][2][1]	r_d[8][2][2]	r_d[9][1][1]	r_d[9][1][2]	r_d[9][2][1]	r_d[9][2][2]	r_d[10][1][1]	r_d[10][1][2]	r_d[10][2][1]	r_d[10][2][2]	r_d[11][1][1]	r_d[11][1][2]	r_d[11][2][1]	r_d[11][2][2]	r_d[12][1][1]	r_d[12][1][2]	r_d[12][2][1]	r_d[12][2][2]	r_d[13][1][1]	r_d[13][1][2]	r_d[13][2][1]	r_d[13][2][2]	r_d[14][1][1]	r_d[14][1][2]	r_d[14][2][1]	r_d[14][2][2]	r_d[15][1][1]	r_d[15][1][2]	r_d[15][2][1]	r_d[15][2][2]	r_e[1][1]	r_e[1][2]	r_e[2][1]	r_e[2][2]	r_e[3][1]	r_e[3][2]	r_e[4][1]	r_e[4][2]	r_e[5][1]	r_e[5][2]	r_e[6][1]	r_e[6][2]	r_e[7][1]	r_e[7][2]	r_e[8][1]	r_e[8][2]	r_e[9][1]	r_e[9][2]	r_e[10][1]	r_e[10][2]	r_e[11][1]	r_e[11][2]	r_e[12][1]	r_e[12][2]	r_e[13][1]	r_e[13][2]	r_e[14][1]	r_e[14][2]	r_e[15][1]	r_e[15][2]	r_w[1][1]	r_w[1][2]	r_w[2][1]	r_w[2][2]	r_w[3][1]	r_w[3][2]	r_w[4][1]	r_w[4][2]	r_w[5][1]	r_w[5][2]	r_w[6][1]	r_w[6][2]	r_w[7][1]	r_w[7][2]	r_w[8][1]	r_w[8][2]	r_w[9][1]	r_w[9][2]	r_w[10][1]	r_w[10][2]	r_w[11][1]	r_w[11][2]	r_w[12][1]	r_w[12][2]	r_w[13][1]	r_w[13][2]	r_w[14][1]	r_w[14][2]	r_w[15][1]	r_w[15][2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
0	-164.9784	-152.6436	-12.33484	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-164.9784	-152.6436	-12.33484	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	-164.9784	-152.6436	-12.33484	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	-164.9784	-152.6436	-12.33484	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	-164.9784	-152.6436	-12.33484	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	0.1	0.1	0.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	-162.9473	-151.3515	-11.59581	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	0.0815243	0.0815243	0.263049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.0815243	0.1	0.1	0.1	0.08152426	0	0	0	0	0	0	0	0	0.0815243	0.1	0.1815243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
