iterationnode_indexbranch_start_timebranch_end_timestart_stateend_statetransition_timetransition_typeparent_indexchild1_indexchild2_index
200011011NAno_change47NANA
201011011NAno_change47NANA
202011011NAno_change47NANA
203011011NAno_change47NANA
204011011NAno_change47NANA
205011011NAno_change47NANA
206011011NAno_change47NANA
207011011NAno_change47NANA
208011011NAno_change47NANA
209011011NAno_change47NANA
210011011NAno_change47NANA
211011011NAno_change47NANA
212011011NAno_change47NANA
213011011NAno_change47NANA
214011011NAno_change47NANA
215011011NAno_change47NANA
216011011NAno_change47NANA
217011011NAno_change47NANA
218011011NAno_change47NANA
219011011NAno_change47NANA
220011011NAno_change47NANA
221011011NAno_change47NANA
222011011NAno_change47NANA
223011011NAno_change47NANA
224011011NAno_change47NANA
225011011NAno_change47NANA
226011011NAno_change47NANA
227011011NAno_change47NANA
228011011NAno_change47NANA
229011011NAno_change47NANA
230011011NAno_change47NANA
231011011NAno_change47NANA
232011011NAno_change47NANA
233011011NAno_change47NANA
234011011NAno_change47NANA
235011011NAno_change47NANA
236011011NAno_change47NANA
237011011NAno_change47NANA
238011011NAno_change47NANA
239011011NAno_change47NANA
240011011NAno_change47NANA
241011011NAno_change47NANA
242011011NAno_change47NANA
243011011NAno_change47NANA
244011011NAno_change47NANA
245011011NAno_change47NANA
246011011NAno_change47NANA
247011011NAno_change47NANA
248011011NAno_change47NANA
249011011NAno_change47NANA
250011011NAno_change47NANA
251011011NAno_change47NANA
252011011NAno_change47NANA
253011011NAno_change47NANA
254011011NAno_change47NANA
255011011NAno_change47NANA
256011011NAno_change47NANA
257011011NAno_change47NANA
258011011NAno_change47NANA
259011011NAno_change47NANA
260011011NAno_change47NANA
261011011NAno_change47NANA
262011011NAno_change47NANA
263011011NAno_change47NANA
264011011NAno_change47NANA
265011011NAno_change47NANA
266011011NAno_change47NANA
267011011NAno_change47NANA
268011011NAno_change47NANA
269011011NAno_change47NANA
270011011NAno_change47NANA
271011011NAno_change47NANA
272011011NAno_change47NANA
273011011NAno_change47NANA
274011011NAno_change47NANA
275011011NAno_change47NANA
276011011NAno_change47NANA
277011011NAno_change47NANA
278011011NAno_change47NANA
279011011NAno_change47NANA
280011011NAno_change47NANA
281011011NAno_change47NANA
282011011NAno_change47NANA
283011011NAno_change47NANA
284011011NAno_change47NANA
285011011NAno_change47NANA
286011011NAno_change47NANA
287011011NAno_change47NANA
288011011NAno_change47NANA
289011011NAno_change47NANA
290011011NAno_change47NANA
291011011NAno_change47NANA
292011011NAno_change47NANA
293011011NAno_change47NANA
294011011NAno_change47NANA
295011011NAno_change47NANA
296011011NAno_change47NANA
297011011NAno_change47NANA
298011011NAno_change47NANA
299011011NAno_change47NANA
300011011NAno_change47NANA
301011011NAno_change47NANA
302011011NAno_change47NANA
303011011NAno_change47NANA
304011011NAno_change47NANA
305011011NAno_change47NANA
306011011NAno_change47NANA
307011011NAno_change47NANA
308011011NAno_change47NANA
309011011NAno_change47NANA
310011011NAno_change47NANA
311011011NAno_change47NANA
312011011NAno_change47NANA
313011011NAno_change47NANA
314011011NAno_change47NANA
315011011NAno_change47NANA
316011011NAno_change47NANA
317011011NAno_change47NANA
318011011NAno_change47NANA
319011011NAno_change47NANA
320011011NAno_change47NANA
321011011NAno_change47NANA
322011011NAno_change47NANA
323011011NAno_change47NANA
324011011NAno_change47NANA
325011011NAno_change47NANA
326011011NAno_change47NANA
327011011NAno_change47NANA
328011011NAno_change47NANA
329011011NAno_change47NANA
330011011NAno_change47NANA
331011011NAno_change47NANA
332011011NAno_change47NANA
333011011NAno_change47NANA
334011011NAno_change47NANA
335011011NAno_change47NANA
336011011NAno_change47NANA
337011011NAno_change47NANA
338011011NAno_change47NANA
339011011NAno_change47NANA
340011011NAno_change47NANA
341011011NAno_change47NANA
342011011NAno_change47NANA
343011011NAno_change47NANA
344011011NAno_change47NANA
345011011NAno_change47NANA
346011011NAno_change47NANA
347011011NAno_change47NANA
348011011NAno_change47NANA
349011011NAno_change47NANA
350011011NAno_change47NANA
351011011NAno_change47NANA
352011011NAno_change47NANA
353011011NAno_change47NANA
354011011NAno_change47NANA
355011011NAno_change47NANA
356011011NAno_change47NANA
357011011NAno_change47NANA
358011011NAno_change47NANA
359011011NAno_change47NANA
360011011NAno_change47NANA
361011011NAno_change47NANA
362011011NAno_change47NANA
363011011NAno_change47NANA
364011011NAno_change47NANA
365011011NAno_change47NANA
366011011NAno_change47NANA
367011011NAno_change47NANA
368011011NAno_change47NANA
369011011NAno_change47NANA
370011011NAno_change47NANA
371011011NAno_change47NANA
372011011NAno_change47NANA
373011011NAno_change47NANA
374011011NAno_change47NANA
375011011NAno_change47NANA
376011011NAno_change47NANA
377011011NAno_change47NANA
378011011NAno_change47NANA
379011011NAno_change47NANA
380011011NAno_change47NANA
381011011NAno_change47NANA
382011011NAno_change47NANA
383011011NAno_change47NANA
384011011NAno_change47NANA
385011011NAno_change47NANA
386011011NAno_change47NANA
387011011NAno_change47NANA
388011011NAno_change47NANA
389011011NAno_change47NANA
390011011NAno_change47NANA
391011011NAno_change47NANA
392011011NAno_change47NANA
393011011NAno_change47NANA
394011011NAno_change47NANA
395011011NAno_change47NANA
396011011NAno_change47NANA
397011011NAno_change47NANA
398011011NAno_change47NANA
399011011NAno_change47NANA
400011011NAno_change47NANA
401011011NAno_change47NANA
402011011NAno_change47NANA
403011011NAno_change47NANA
404011011NAno_change47NANA
405011011NAno_change47NANA
406011011NAno_change47NANA
407011011NAno_change47NANA
408011011NAno_change47NANA
409011011NAno_change47NANA
410011011NAno_change47NANA
411011011NAno_change47NANA
412011011NAno_change47NANA
413011011NAno_change47NANA
414011011NAno_change47NANA
415011011NAno_change47NANA
416011011NAno_change47NANA
417011011NAno_change47NANA
418011011NAno_change47NANA
419011011NAno_change47NANA
420011011NAno_change47NANA
421011011NAno_change47NANA
422011011NAno_change47NANA
423011011NAno_change47NANA
424011011NAno_change47NANA
425011011NAno_change47NANA
426011011NAno_change47NANA
427011011NAno_change47NANA
428011011NAno_change47NANA
429011011NAno_change47NANA
430011011NAno_change47NANA
431011011NAno_change47NANA
432011011NAno_change47NANA
433011011NAno_change47NANA
434011011NAno_change47NANA
435011011NAno_change47NANA
436011011NAno_change47NANA
437011011NAno_change47NANA
438011011NAno_change47NANA
439011011NAno_change47NANA
440011011NAno_change47NANA
441011011NAno_change47NANA
442011011NAno_change47NANA
443011011NAno_change47NANA
444011011NAno_change47NANA
445011011NAno_change47NANA
446011011NAno_change47NANA
447011011NAno_change47NANA
448011011NAno_change47NANA
449011011NAno_change47NANA
450011011NAno_change47NANA
451011011NAno_change47NANA
452011011NAno_change47NANA
453011011NAno_change47NANA
454011011NAno_change47NANA
455011011NAno_change47NANA
456011011NAno_change47NANA
457011011NAno_change47NANA
458011011NAno_change47NANA
459011011NAno_change47NANA
460011011NAno_change47NANA
461011011NAno_change47NANA
462011011NAno_change47NANA
463011011NAno_change47NANA
464011011NAno_change47NANA
465011011NAno_change47NANA
466011011NAno_change47NANA
467011011NAno_change47NANA
468011011NAno_change47NANA
469011011NAno_change47NANA
470011011NAno_change47NANA
471011011NAno_change47NANA
472011011NAno_change47NANA
473011011NAno_change47NANA
474011011NAno_change47NANA
475011011NAno_change47NANA
476011011NAno_change47NANA
477011011NAno_change47NANA
478011011NAno_change47NANA
479011011NAno_change47NANA
480011011NAno_change47NANA
481011011NAno_change47NANA
482011011NAno_change47NANA
483011011NAno_change47NANA
484011011NAno_change47NANA
485011011NAno_change47NANA
486011011NAno_change47NANA
487011011NAno_change47NANA
488011011NAno_change47NANA
489011011NAno_change47NANA
490011011NAno_change47NANA
491011011NAno_change47NANA
492011011NAno_change47NANA
493011011NAno_change47NANA
494011011NAno_change47NANA
495011011NAno_change47NANA
496011011NAno_change47NANA
497011011NAno_change47NANA
498011011NAno_change47NANA
499011011NAno_change47NANA
500011011NAno_change47NANA
501011011NAno_change47NANA
502011011NAno_change47NANA
503011011NAno_change47NANA
504011011NAno_change47NANA
505011011NAno_change47NANA
506011011NAno_change47NANA
507011011NAno_change47NANA
508011011NAno_change47NANA
509011011NAno_change47NANA
510011011NAno_change47NANA
511011011NAno_change47NANA
512011011NAno_change47NANA
513011011NAno_change47NANA
514011011NAno_change47NANA
515011011NAno_change47NANA
516011011NAno_change47NANA
517011011NAno_change47NANA
518011011NAno_change47NANA
519011011NAno_change47NANA
520011011NAno_change47NANA
521011011NAno_change47NANA
522011011NAno_change47NANA
523011011NAno_change47NANA
524011011NAno_change47NANA
525011011NAno_change47NANA
526011011NAno_change47NANA
527011011NAno_change47NANA
528011011NAno_change47NANA
529011011NAno_change47NANA
530011011NAno_change47NANA
531011011NAno_change47NANA
532011011NAno_change47NANA
533011011NAno_change47NANA
534011011NAno_change47NANA
535011011NAno_change47NANA
536011011NAno_change47NANA
537011011NAno_change47NANA
538011011NAno_change47NANA
539011011NAno_change47NANA
540011011NAno_change47NANA
541011011NAno_change47NANA
542011011NAno_change47NANA
543011011NAno_change47NANA
544011011NAno_change47NANA
545011011NAno_change47NANA
546011011NAno_change47NANA
547011011NAno_change47NANA
548011011NAno_change47NANA
549011011NAno_change47NANA
550011011NAno_change47NANA
551011011NAno_change47NANA
552011011NAno_change47NANA
553011011NAno_change47NANA
554011011NAno_change47NANA
555011011NAno_change47NANA
556011011NAno_change47NANA
557011011NAno_change47NANA
558011011NAno_change47NANA
559011011NAno_change47NANA
560011011NAno_change47NANA
561011011NAno_change47NANA
562011011NAno_change47NANA
563011011NAno_change47NANA
564011011NAno_change47NANA
565011011NAno_change47NANA
566011011NAno_change47NANA
567011011NAno_change47NANA
568011011NAno_change47NANA
569011011NAno_change47NANA
570011011NAno_change47NANA
571011011NAno_change47NANA
572011011NAno_change47NANA
573011011NAno_change47NANA
574011011NAno_change47NANA
575011011NAno_change47NANA
576011011NAno_change47NANA
577011011NAno_change47NANA
578011011NAno_change47NANA
579011011NAno_change47NANA
580011011NAno_change47NANA
581011011NAno_change47NANA
582011011NAno_change47NANA
583011011NAno_change47NANA
584011011NAno_change47NANA
585011011NAno_change47NANA
586011011NAno_change47NANA
587011011NAno_change47NANA
588011011NAno_change47NANA
589011011NAno_change47NANA
590011011NAno_change47NANA
591011011NAno_change47NANA
592011011NAno_change47NANA
