Iteration	Posterior	Likelihood	Prior	age_uapaca	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	root_time	sf[1]	sf[2]	sf[3]	sf[4]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
730	-14063.87	-14205.34	141.4733	83.89341	0.4537566	0.001559665	0.0007291424	0.0005861017	0.002072704	0.0001550456	0.005675177	0.0007415884	0.005456628	0.0007414495	0.002736945	0.0008102319	0.00111384	0.0008072021	0.0003386368	0.002501821	0.003458006	0.001704378	0.001089137	0.00165661	0.0002814503	0.0007731407	0.0001208576	0.009202248	0.0003976983	0.002475559	0.0008896792	0.0005510322	0.001229862	0.006421116	0.0003584201	0.0007067916	0.0004354142	0.001396181	0.0005832584	0.001967201	0.0003198414	0.0003222914	0.0003037987	0.0001567261	0.003096831	0.2353411	0.4813495	0.2184155	0.160941	0.249297	0.111755	0.057809	0.33861	0.0815876	0.001648093	83.89341	0.273011	0.174194	0.272204	0.280591	0.5186505	0.003619855	-6.419448	1.263429	1.596254
740	-14055.78	-14212.37	156.5926	84.98907	0.3698852	0.001711816	0.001152326	0.0008774163	0.001512897	0.001264247	0.001907571	0.0001642068	0.00117536	0.0005079084	0.000805482	0.002724172	0.0006690096	0.0005725457	0.0005598853	0.002647352	0.002662438	0.00166065	0.0007276851	0.001542473	0.000924661	0.0004284088	0.0009183852	0.005785928	0.0005267951	0.0009209529	0.0007093527	0.0001937707	0.0001716376	0.004759713	0.0002615504	0.001250374	0.0004081181	0.0004291829	0.001576461	0.001764998	0.0003768782	0.0004035243	0.0003187873	0.0003614524	0.002059703	0.09939509	0.7312813	0.2704901	0.118909	0.258755	0.105737	0.072899	0.352337	0.0913634	0.001234902	84.98907	0.270384	0.174642	0.273277	0.281697	0.2687187	0.001506731	-6.892902	0.8889201	0.790179
750	-14065.7	-14221.15	155.4489	90.54848	0.3130887	0.001546117	0.0005615149	0.0003311635	0.0007045146	0.002582293	0.001742136	0.0004280002	0.0006939921	0.002026296	0.0008940316	0.002234481	0.0004439979	0.001178092	0.000411165	0.003630466	0.002400373	0.002147579	0.001145572	0.00126961	0.0006471053	0.001189826	0.0008766729	0.002086912	0.0004001417	0.002396405	0.0008954241	0.0001936743	0.0004717329	0.003589707	0.001150847	0.001231411	0.0003627416	0.0004192621	0.002387661	0.001427078	0.0004234821	0.0006412117	0.001757705	0.001129167	0.0009945153	0.1234922	0.605568	0.1895965	0.174364	0.242579	0.109606	0.0748691	0.313183	0.0853993	0.001276102	90.54848	0.259829	0.175852	0.274279	0.29004	0.394432	0.00171261	-6.684592	0.7935428	0.6297102
760	-14056.06	-14215.18	159.1164	74.52359	0.39022	0.0006511349	0.0003539911	0.000524573	0.0009510254	0.0007558721	0.001792357	0.0002505475	0.0008099085	0.001124956	0.0006176397	0.001415929	0.0004676269	0.001529601	0.0006383925	0.002234996	0.003237338	0.0009022714	0.0006418136	0.001017801	0.0002100341	0.004877511	0.0007753235	0.002695174	0.0009545332	0.0006234157	0.001173424	0.0001117613	0.0005974124	0.003495776	0.0002422044	0.0003663427	0.0004490484	0.000335776	0.001158763	0.001766199	0.0005146698	0.0006322088	0.001984898	0.0005423871	0.0006164244	0.1013101	0.740377	0.2889099	0.177209	0.260505	0.0719375	0.0803828	0.322127	0.0878381	0.001101027	74.52359	0.260426	0.175702	0.276274	0.287598	0.259623	0.001037466	-7.11259	0.6951487	0.4832317
770	-14059.12	-14213.86	154.7337	67.9553	0.3404347	0.001186868	0.0004588578	0.0004246519	0.0004276414	0.0001469873	0.002402656	0.0002124036	0.002664861	0.0008073155	0.001440594	0.0007935909	0.0007534944	0.0006767474	0.0002068983	0.002146611	0.002663002	0.000917331	0.0004610556	0.0005904243	0.001237441	0.001170663	0.0006601452	0.004070468	0.0006102257	0.0007810931	0.0002914083	0.0005898029	0.0004711406	0.005015621	0.003787846	0.0008106016	0.0006312203	0.001087714	0.0002895412	0.001727577	0.0004153602	0.000343173	0.00168611	0.0007116287	0.0003191594	0.03421123	0.8995072	0.3062235	0.146306	0.280498	0.0777835	0.0624171	0.329236	0.103759	0.001152248	67.9553	0.262813	0.180137	0.27179	0.285261	0.1004928	0.001001278	-7.216973	0.7880294	0.6209903
780	-14062.56	-14213.66	151.0987	101.0849	0.5700061	0.001715335	0.0003016151	0.0004427835	0.0003636499	0.001222943	0.003927671	0.0003835258	0.0005552199	0.0009787854	0.0005765379	0.001169876	0.0004214332	0.001196857	0.0006600961	0.004222806	0.0025514	0.0003581066	0.0003665456	0.0002151559	0.0005770764	0.001462772	0.001503483	0.003442479	0.0002491254	0.0005916971	0.0008258888	0.0003873436	0.000568512	0.002943225	0.0005000105	0.001775811	0.0002651469	0.0009046186	0.001790112	0.001589039	0.0006490189	0.0004928517	0.001534623	0.0008579608	0.0004474346	0.3175861	0.4428374	0.25242	0.164761	0.300622	0.0863377	0.0701792	0.307446	0.0706544	0.001124714	101.0849	0.268526	0.175306	0.274143	0.282025	0.5571626	0.001341826	-6.819631	0.6417263	0.4118127
790	-14057.09	-14217.2	160.1064	105.6817	0.304606	0.001103227	0.0005202664	0.0003574191	0.0007589204	0.0003558642	0.001580163	0.0001084981	0.0008996945	0.0004196539	0.0009669357	0.001401306	0.000591471	0.0009392658	0.001272942	0.002200231	0.002263794	0.0004534091	0.0006767186	0.0002642419	0.0002614204	0.000622689	0.0009167554	0.004847933	0.0002029696	0.0005002108	0.001311152	0.000248946	0.0008484386	0.00467818	0.0005523252	0.001366774	0.0003222794	0.0006394645	0.0002703792	0.000646847	0.0003920336	0.0006891368	0.0008294273	0.002269778	0.0003184208	0.08805386	0.7109254	0.2165522	0.167075	0.272113	0.0751611	0.0737291	0.311955	0.0999674	0.0009967395	105.6817	0.270992	0.175298	0.275149	0.278561	0.2890746	0.0009397749	-7.440236	0.9699127	0.9407307
800	-14058.24	-14208.87	150.6244	116.353	0.2670477	0.0002558051	0.001863639	0.0005172599	0.001161197	8.02848e-05	0.00308582	0.0002926581	0.0002069448	0.0001561073	0.0002825905	0.002019472	0.0002941999	0.0008061772	0.0005122028	0.0016864	0.002670216	0.0003959316	0.0007882207	0.0004464989	0.0005036282	0.0004868275	0.0007468411	0.00282169	0.0002102244	6.516357e-05	0.0007625651	0.0007038298	0.0003612748	0.005767634	0.0004413844	0.0007229383	0.000402384	0.000499305	0.006507085	0.002147528	0.001126727	0.001314859	0.0009356666	0.001853958	0.0002322642	0.01943898	0.9272078	0.2476087	0.17908	0.254108	0.0768766	0.0843993	0.323675	0.0818599	0.001153385	116.353	0.260323	0.182531	0.27364	0.283505	0.07279216	0.001268732	-7.285993	1.110185	1.23251
810	-14071.4	-14216.62	145.2218	110.5208	0.256204	0.00304652	0.0002533115	0.000443446	0.0005357307	0.002213176	0.001981843	0.0005652689	0.001158316	0.002177192	0.000603084	0.002262757	0.0006429757	0.002177241	0.0004783371	0.004748073	0.001185472	0.0003473671	0.0006085086	0.0003869126	0.0005858096	0.01074048	0.001975553	0.000233025	0.0002146623	0.0006120755	0.001822076	0.000917648	0.0006522492	0.002466272	0.00122628	0.00186047	0.0007224436	0.0004000288	0.0009040887	0.001098799	0.0005900136	0.0008052052	0.001781869	0.002642975	0.0004366821	0.1515847	0.4083438	0.1046193	0.165294	0.215401	0.0912172	0.0811207	0.356453	0.0905135	0.001462606	110.5208	0.279259	0.173172	0.273244	0.274326	0.5916562	0.001674075	-6.775708	0.8754577	0.7664261
820	-14055.81	-14219.56	163.7542	99.57206	0.1974522	0.003544859	0.001266401	0.0005038807	0.0008164023	0.0006154639	0.002808725	0.0006574797	0.0009864319	0.0005418236	0.0005999062	0.001036164	0.0004988833	0.0008270958	0.0004534089	0.001690515	0.001212484	0.000626083	0.0005429047	0.0004634586	0.0003349847	0.001306882	0.0009180637	0.0004374009	0.0005126448	0.0006705071	0.0006544975	0.0004071944	0.001261742	0.004762238	0.0008097863	0.0008166454	0.001061783	0.0001071527	0.001078849	0.0009380762	0.00052019	0.0003220729	0.0005906931	0.001319319	0.0004561601	0.06459477	0.6728587	0.1328574	0.136028	0.22938	0.0834306	0.0886737	0.3661	0.0963876	0.0009744813	99.57206	0.267542	0.1755	0.265497	0.29146	0.3271413	0.0009461149	-7.188847	0.6718645	0.4514019
830	-14046.57	-14207.09	160.5208	94.53588	0.2670068	0.0002076166	0.0001992512	0.0002860345	0.0005552453	0.0005644199	0.001436906	0.0001887266	0.0003944704	5.370271e-05	0.0004097741	0.0002246515	0.0006052104	0.0006783893	0.0002822486	0.001768332	0.00271723	0.0006325012	0.0004934431	0.0004426094	0.001003821	0.0007166167	0.0007927077	0.004684413	0.0002606727	0.001431419	0.002246014	9.378999e-05	0.000479768	0.006226052	0.001093724	0.0003516214	0.000141055	0.0006046988	0.0006539372	0.001448641	0.0004884031	0.0007834302	0.0005372263	0.001119521	0.0001293006	0.1218386	0.5436873	0.1451682	0.148199	0.228306	0.0831569	0.0908368	0.364804	0.0846963	0.0009356899	94.53588	0.267119	0.177334	0.271845	0.283702	0.4563127	0.0009292365	-7.384703	0.8983934	0.8071107
840	-14050.18	-14218.03	167.8557	96.22811	0.1916396	0.001054904	0.000586553	0.000235627	0.0006743345	0.0002005769	0.001328319	0.0001294499	0.0005079967	0.0008217457	0.0002425967	0.000240841	0.0003249478	0.000410292	0.0004827178	0.001350203	0.004097582	0.0007622385	0.0005163163	0.0001779555	0.0009886708	0.000506243	0.000250091	0.0003744628	0.0001717967	0.0001917329	0.001062216	0.0002196723	0.0005483293	0.001218716	0.0007422376	0.0004441645	0.001261038	0.0001855436	0.0003801882	0.0008938745	0.0006333628	0.0003915652	0.002075764	0.0006413702	0.0001942694	0.1513874	0.2100409	0.04025214	0.17846	0.265581	0.072136	0.0854176	0.327727	0.0706786	0.0006880127	96.22811	0.26486	0.179786	0.277727	0.277627	0.7899591	0.0005931935	-7.637095	0.6435917	0.4142103
850	-14056.81	-14210.83	154.0236	101.0108	0.1320779	0.0006061856	0.0006356448	0.0002942263	0.0005876315	0.0003981013	0.002423885	0.0006094286	6.330726e-05	0.0003912557	0.0004857705	0.0002628646	0.0004644301	0.001427635	0.0002146719	0.003369607	0.004661292	0.0003011604	0.0005144149	0.0001275651	0.000873	0.0009286613	0.0001568402	3.531137e-05	0.0004045755	0.0003988614	0.002710371	0.0001521693	0.0002948147	0.001707256	0.0007073682	0.0003690345	0.001239865	0.0002280858	0.0001167988	0.001710566	0.0006101252	0.001028183	0.002301156	0.0005543772	0.0001339619	0.09010534	0.3177865	0.04197258	0.157108	0.286337	0.0771255	0.0853656	0.31995	0.0741137	0.0008625115	101.0108	0.266785	0.178582	0.275867	0.278765	0.6822135	0.0008479006	-7.768062	1.17925	1.39063
860	-14056.35	-14211.65	155.2976	68.56163	0.3845382	0.0005188156	0.0004262935	0.0003130806	0.0005965648	0.0006163236	0.002158411	0.0008297459	0.0002392024	0.000105045	0.000342585	0.001116779	0.0003263822	0.000839596	0.0004435277	0.005328158	0.001601228	0.0004763741	0.0004445971	0.0004256256	0.0007000145	0.0006391629	0.0003796494	0.0002046995	0.001032657	0.0001464111	0.005614671	0.0002555998	0.001042226	0.00180917	0.0008832669	0.0004158006	0.0003632862	0.0003870298	0.000126749	0.0008673576	0.000612007	0.0003042248	0.002778614	0.00141969	0.0001115259	0.2802097	0.2713085	0.1043285	0.133237	0.272743	0.100467	0.0609899	0.325973	0.106591	0.0009310537	68.56163	0.26801	0.180411	0.270936	0.280642	0.7286915	0.001038247	-7.33685	0.966052	0.9332565
870	-14052.06	-14219.44	167.3728	89.49225	0.3225085	0.0008197994	0.0009364939	0.0002552523	0.0005741431	0.00065173	0.00191816	0.001904447	0.0002935817	0.0003852352	0.001021455	0.0005462623	0.000402197	0.0003223101	0.0005498762	0.0006385674	0.00108353	0.0004694342	0.0007523014	0.0004824129	0.0007054434	0.001210981	0.0002298708	0.0007419495	0.0003998935	0.0001975399	0.002116813	0.0005855582	0.0007048205	0.002941858	0.0007575345	0.000820272	0.0004863447	0.0005459257	0.00146261	0.00106233	0.0006945495	0.0005756282	0.00128048	0.0008610899	0.0003414122	0.1975352	0.3875037	0.1249732	0.101199	0.245349	0.132969	0.0794987	0.346631	0.0943533	0.0008182523	89.49225	0.271049	0.180761	0.271235	0.276955	0.6124963	0.001161856	-6.982849	0.6709884	0.4502255
880	-14042.49	-14210.14	167.6476	80.58735	0.2684601	0.0009746528	0.0005820772	0.0003665101	0.0005205985	0.001403373	0.002763513	0.0003116436	0.0004392571	0.0006414641	0.0005990738	0.0003248368	0.0002623886	0.0006822508	0.001317285	0.00290612	0.001764178	0.0004018527	0.0008103281	0.0004899561	0.001009462	0.0005293503	0.0003889083	0.0004343996	0.002279706	0.0005811891	0.001273012	0.0005040885	0.0002275479	0.001265411	0.002688873	0.0008007718	0.0004017688	0.0005537525	0.001185259	0.001327445	0.0008458905	0.0002219163	0.001480308	0.0004981208	0.0002294124	0.1350332	0.4970083	0.1334269	0.137847	0.268118	0.0833228	0.0805738	0.348287	0.0818507	0.0009071988	80.58735	0.274496	0.176631	0.271572	0.2773	0.5029917	0.0008739828	-7.36711	0.8058043	0.6493205
890	-14049.71	-14209.81	160.0942	88.60581	0.2200481	0.000577641	0.001682963	0.000159363	0.0005949981	0.0004149445	0.002869447	0.001524195	0.0004171863	0.0006542075	0.001295703	0.0007788129	0.0004633331	0.0004210706	0.0008308643	0.001743309	0.002445924	0.0006366457	0.0006056759	0.0003667646	0.0006326354	0.0004282026	0.0003904216	0.0003095596	0.0003787231	0.0002383769	0.002440691	0.0001390782	0.001712352	0.001785452	0.0001669238	0.002069127	0.001339302	0.0008100706	0.001098875	0.001288675	0.001414104	0.0002391169	0.0005736425	0.0005990021	0.0002207084	0.07006739	0.6815815	0.1499807	0.146762	0.238443	0.065496	0.0744279	0.370813	0.104059	0.0009189522	88.60581	0.274752	0.173315	0.27416	0.277773	0.3184185	0.0009193051	-7.438321	0.9449117	0.892858
900	-14059.82	-14222.67	162.8454	102.1143	0.1796965	0.001267825	0.0007865534	0.000181946	0.0006086296	0.00116443	0.001241814	0.0004824602	0.0002441272	0.0009197433	0.001850117	0.0003138776	0.0003284278	0.0005244281	0.0007420711	0.001097123	0.0027712	0.0005054417	0.0005521538	0.0003423363	0.001030128	0.0002574936	0.0004342373	0.0003713293	0.000400573	0.0002581268	0.000905008	0.000456006	0.001020667	0.001772093	0.002403893	0.00211147	0.0002995126	0.0003387255	0.002364805	0.0007729813	0.0005466983	0.0001694551	0.0007512324	0.0003820495	0.0002138219	0.04543294	0.7471685	0.1342635	0.141791	0.25922	0.07152	0.101438	0.335627	0.0904052	0.0008296253	102.1143	0.274757	0.174184	0.267907	0.283152	0.2528315	0.0009242343	-7.236735	0.7073757	0.5003804
910	-14039.68	-14210.84	171.1573	127.5771	0.1507286	0.0008932202	0.0001354604	0.0001981935	0.0002541909	0.0002042191	0.0003248458	0.0001545894	0.0003859927	0.0005248996	0.0004134273	0.0003447382	0.0005145995	0.0001509472	0.0002731013	0.001528776	0.002379493	0.0004330646	0.0005396447	0.000329583	0.001079563	0.0001015034	0.0006769377	7.628863e-05	0.000134539	0.00135471	0.0005070685	0.0002220518	0.0001452095	0.002255526	0.000767622	0.0005733994	8.112791e-05	0.0005329656	0.0002798518	0.0007127866	0.0007922756	0.0001359517	0.0004731052	0.0005139309	0.0001395838	0.006207451	0.958817	0.1445212	0.150246	0.264673	0.0850617	0.0527977	0.35232	0.0949018	0.0005384746	127.5771	0.270591	0.174768	0.268807	0.285834	0.04118296	0.0005290762	-7.855525	0.7888561	0.6222939
920	-14039.39	-14213.56	174.172	100.7613	0.3894537	0.0001909707	0.0001432115	0.0001947974	0.0003214342	0.0001702871	0.001030556	0.0002459751	0.000298694	0.0005028081	0.0001470626	0.0004986324	0.0003352209	0.0009773337	0.0001451437	0.000657764	0.001434172	0.0004874565	0.0005588437	0.0003382626	0.001037886	0.0006076076	0.0004503589	0.0004069285	0.000807652	0.001584216	0.0009822958	0.0009928199	0.0002479624	0.001855735	0.0004694238	0.0002541621	0.0004464719	0.0008976727	0.0002630631	0.0007957857	0.0002171019	0.0008286849	0.0002458652	0.000389118	0.0005304402	0.164666	0.5771872	0.2247877	0.159268	0.259535	0.101358	0.0680864	0.344418	0.0673342	0.0005747469	100.7613	0.263035	0.177331	0.270553	0.289081	0.4228128	0.000559852	-7.717581	0.6778541	0.4594862
930	-14052.66	-14210.86	158.2021	110.8882	0.1864696	0.000720319	0.0002912477	0.0001012619	0.0002385721	0.0005832251	0.0004717076	0.0007447734	0.002456068	0.001098591	0.0002732134	0.0002057909	0.0001757751	0.000455219	6.492625e-05	0.001433528	0.002114606	0.0007779905	0.0006500029	0.000277175	0.0009072326	0.0006556705	0.0002945358	0.003108139	0.0001595577	0.0009443681	0.0009862575	0.0006670697	0.000103582	0.001661115	0.0003872886	7.475893e-05	0.0002004989	0.0004234852	2.47883e-05	0.0006602981	0.0006714203	0.0005388808	0.001157154	0.0001477245	0.0006240308	0.1396843	0.2509006	0.04678533	0.132986	0.265806	0.0798699	0.0745697	0.3662	0.0805692	0.0006882962	110.8882	0.262093	0.172919	0.27994	0.285047	0.7490994	0.0006714174	-7.788266	0.9819846	0.9642937
940	-14034.77	-14217.62	182.8473	100.9966	0.1225049	0.0007038727	0.000183437	0.000196211	0.0001528936	0.0002106508	0.0006534101	0.0003362438	0.0005872764	0.0006997962	0.0002062907	0.0002114102	0.0002764396	0.0004898446	0.0001598987	0.0007178915	0.001878433	0.0006608357	0.0007415486	0.0005299864	0.0008835094	0.0005987724	0.0003429527	0.0002594062	0.0005248717	0.0003037775	0.0001901841	0.0004367034	0.0001298438	0.001614918	0.0002218473	0.0002283608	0.0002018502	0.000511824	8.341016e-05	0.0007792301	0.000554411	0.0004554328	0.0005564332	0.0002978727	0.0003633302	0.01302562	0.8936727	0.1094793	0.143089	0.227269	0.105203	0.0604359	0.368363	0.0956395	0.0004783828	100.9966	0.269188	0.176685	0.267942	0.286186	0.1063273	0.0004908911	-7.814262	0.6244571	0.3899467
950	-14030.81	-14212.58	181.7692	71.60449	0.1221545	0.000549274	0.0001961087	0.0001296809	0.0002328594	0.0002086742	0.0004471456	0.0002050118	0.0004977394	0.0003225803	0.0004840477	0.0004801662	0.0003392484	0.0001692603	0.0002238384	0.0009737864	0.001991867	0.0007007521	0.0004519916	0.0006128874	0.0004643686	0.00020586	0.000262831	0.000202633	0.0006489666	0.0005520207	0.0006280514	0.0004922828	0.001810095	0.001116283	9.318035e-05	0.0004406985	0.0001593259	0.0004330834	0.000213667	0.000857487	0.0003079744	0.0003064814	0.0001980135	0.0003158457	0.0003076302	0.01371662	0.8877109	0.1084379	0.165918	0.265558	0.0829221	0.0845336	0.312565	0.0885024	0.0004808425	71.60449	0.27038	0.173039	0.269128	0.287453	0.1122891	0.000555613	-7.775391	0.7482685	0.5599057
960	-14036.13	-14208.49	172.3622	94.21549	0.1493767	0.0009426207	0.001169564	0.0001095978	0.0002758086	0.0005747263	0.0005992487	0.0006171366	0.0008780315	0.0005172154	0.0007199368	0.0005020427	0.000350305	0.0008082412	0.0002715414	0.001206214	0.001097142	0.0005722276	0.000310994	0.0003179915	0.0005288465	0.0002637502	0.0001895431	0.0003389806	0.0005295454	0.002341558	0.0006740391	0.0004251241	0.001156902	0.0009176427	0.0008415278	0.0008999756	0.0003348829	0.0001777644	0.0003547903	0.000846926	0.0003566405	0.0006105133	0.0001323103	0.001099317	0.0007020173	0.0462697	0.6902483	0.103107	0.11736	0.27032	0.0798699	0.102463	0.33533	0.0946575	0.0006390796	94.21549	0.273544	0.176227	0.266057	0.284173	0.3097517	0.0008138913	-7.4131	0.773843	0.598833
970	-14035.09	-14204.59	169.5079	118.3922	0.2289575	0.0002047007	0.0001938671	0.0001512918	0.000248797	0.0004115621	0.0005939976	0.0003059718	0.0009395424	0.0004267679	0.0005050856	0.0003930964	0.0004826616	0.0004018601	0.0002658612	0.001399521	0.001795838	0.0006934872	0.0002314625	0.0004875966	0.0001136348	0.0009093456	0.0002540795	5.157059e-05	0.0008657863	0.001243256	0.0008486593	0.000302768	0.0009676577	0.001702192	0.0005029177	0.0008569609	0.0004937009	0.0005090953	0.0001665362	0.001410935	0.000200984	0.0007240761	0.0001392152	0.001452778	0.0010039	0.1057179	0.5382641	0.1232396	0.14208	0.278056	0.0866997	0.0774952	0.330365	0.0853035	0.0006213254	118.3922	0.265322	0.183216	0.26776	0.283702	0.4617359	0.0007040041	-7.640077	0.873328	0.7627017
980	-14059.92	-14217.45	157.528	108.4988	0.1983204	0.001028068	0.0002691154	0.0001058274	0.0004583788	0.001942638	0.0009696968	0.002181754	0.0003069794	0.0005712251	0.0006483176	0.0003164742	0.0008909561	0.001885059	0.001259221	0.006189459	0.003262515	0.001057325	0.0006642198	0.0004927456	0.0003727391	0.0002504653	0.0003746645	0.0002778765	0.0005592431	0.002472101	0.001779858	0.0006156979	0.0005634821	0.001995952	0.0002755968	0.001196678	0.0005686425	0.00027829	0.0001020541	0.001292088	0.0003868768	0.0006411224	0.0003522474	0.001186073	0.000375508	0.06063411	0.694262	0.1376863	0.118031	0.243708	0.0763699	0.0864933	0.383007	0.0923908	0.001010431	108.4988	0.272491	0.172911	0.271376	0.283222	0.305738	0.001118129	-7.204351	0.9036068	0.8165052
990	-14057.32	-14204.99	147.677	101.2225	0.4251867	0.0006348914	0.001951451	0.000255292	0.0004878625	0.002041411	0.000773708	0.001303175	0.0003411623	0.001474163	0.0003933203	0.0001846042	0.0004729868	0.001674977	0.0007981475	0.008947549	0.002369001	0.001698369	0.0009126612	0.0006850049	0.001229652	0.0009296155	0.0003394385	0.0001343922	0.0006729543	0.001812002	0.001248724	0.0003073179	4.205647e-05	0.003008219	0.001112043	0.002264757	0.0007322032	0.00037975	0.0008055291	0.0005374638	0.0003416614	0.0002883906	0.0007325615	0.001906213	0.0003753561	0.1183079	0.7217508	0.3068788	0.156279	0.233174	0.0938423	0.0863047	0.336914	0.0934854	0.001165001	101.2225	0.266652	0.176782	0.275734	0.280832	0.2782492	0.001106815	-7.157524	0.838159	0.7025104
1000	-14046.88	-14212.06	165.1742	102.902	0.1124229	0.001363661	0.0003678568	0.0002514313	0.0007364344	0.001038563	0.001307665	0.0005590562	0.0004261953	0.0008513967	0.0002587987	0.000462708	0.0003924731	0.0005713387	0.0002414574	0.001774508	0.002385553	0.001680633	0.0009612242	0.0008641032	0.000883666	0.0004052455	0.0004130063	0.0004989599	0.0009916019	0.002503155	0.0004883504	0.0007934926	0.0004810206	0.001380837	0.001208075	0.001112725	0.0002774247	0.0007699306	0.0006490251	0.001414748	0.0002381328	0.0003501527	0.0002318382	0.001503627	0.0003995339	0.02985937	0.7344015	0.08256357	0.161732	0.27012	0.0957033	0.0548689	0.340571	0.0770051	0.0008372401	102.902	0.265783	0.175438	0.273286	0.285493	0.2655985	0.0009581704	-7.156138	0.6413318	0.4113065
1010	-14053.81	-14213.78	159.9637	98.59186	0.171078	0.001118524	0.0002022757	0.0001950573	0.0005558101	0.0005923487	0.002511771	0.001031634	0.0002706295	0.0006735873	0.0004210924	0.0003859328	0.000406428	0.001257316	0.0001995863	0.001876277	0.001182359	0.001067081	0.0003198671	0.001001254	0.0002994279	0.0008469529	0.0004077755	0.0005025714	0.0007404634	0.001007934	0.003835884	0.00125674	0.000772139	0.001877061	0.0004170033	0.0003306238	0.0003044438	0.0007870168	0.001717016	0.0004921676	0.0002125132	0.002904045	0.0001869671	0.001852608	0.0002390895	0.04831179	0.7176038	0.1227662	0.172191	0.232925	0.0789863	0.0873525	0.357616	0.0709289	0.0009064819	98.59186	0.262159	0.175949	0.273464	0.288428	0.2823962	0.0009161577	-7.278538	0.752617	0.5664324
1020	-14050.65	-14211.17	160.5138	87.36921	0.283447	0.001024486	0.0007474369	0.0001961548	0.0005487313	0.0009159241	0.002940983	0.0003534537	0.0008127926	0.0004217319	0.00016037	0.001399839	0.0002200455	0.0005926742	0.0001478534	0.002304093	0.002671732	0.00139705	0.0008053683	0.0009138914	0.0004475731	0.0007243416	0.00030261	0.0004150875	0.000454518	0.000632879	0.0007452354	0.001159168	0.001591722	0.001061578	0.0004088217	0.0004897079	0.0001135452	0.0003868955	0.0008309396	0.001480382	0.0001269593	0.001798086	0.0002443531	0.002799305	0.000456164	0.1997546	0.2952666	0.08369244	0.187848	0.249214	0.0968613	0.0846923	0.311749	0.0696344	0.0008811121	87.36921	0.273274	0.171929	0.272958	0.281839	0.7047334	0.0009900998	-7.400445	0.9825881	0.9654794
1030	-14051.3	-14209.54	158.2319	85.77666	0.1608408	0.002028887	0.0002494749	0.0001327034	0.0002978759	0.0002711968	0.006153476	0.0001488864	0.0001100409	0.0005419322	0.0001838566	0.000168843	0.0002915861	0.00141328	0.0001255532	0.003810837	0.001377516	0.001122765	0.001168382	0.0009141292	0.0005241589	0.0001606124	0.0002428916	7.239769e-05	0.0001074521	0.0002323415	0.0004181029	0.0002890796	0.001135385	0.002691631	0.0002349084	0.000340546	0.000166049	0.0004421212	0.0005146587	0.0005663213	6.63511e-05	0.0006169454	0.0007453424	0.0002100756	0.001168691	0.04363858	0.7286846	0.1172022	0.196873	0.250709	0.0670395	0.0768884	0.335314	0.0731762	0.0007864321	85.77666	0.258101	0.181372	0.274472	0.286055	0.2713154	0.0005174619	-8.117097	1.049307	1.101045
1040	-14025.75	-14205.68	179.922	96.0519	0.2089913	0.0004802482	9.480952e-05	0.0001230512	0.0002355866	6.034486e-05	0.001251421	0.0001231053	0.0002734809	0.000346052	0.0001986811	0.0007571284	0.0002120454	0.0003170369	0.0001589409	0.0007804887	0.001390222	0.0007523856	0.0008661573	0.000597326	0.000431003	0.0002667809	0.0001900786	7.000869e-05	0.0001380012	0.000473156	0.000583801	0.0001923708	0.001043084	0.0009246072	0.0002173531	0.0002953999	0.0005712867	6.909278e-05	0.000547465	0.0001927651	0.0001031151	0.0004636971	0.0001164738	0.0008832385	0.0005186681	0.1234084	0.4095044	0.08558286	0.141315	0.307949	0.108929	0.0564011	0.298318	0.0870881	0.0004327489	96.0519	0.267418	0.175071	0.266448	0.291064	0.5904956	0.0004812472	-8.051983	0.908684	0.8257067
1050	-14030.55	-14210.49	179.939	104.3317	0.1393728	0.0002418398	0.000768262	0.0001398399	0.0002161862	0.000259512	0.000651618	0.0003864526	0.000213113	0.0001252097	0.0003967165	0.0003074947	0.0002645888	0.00039837	0.0002526616	0.0002124855	0.001445402	0.0005106082	0.0008073363	0.0003862523	0.0002372909	0.0002529383	0.0002297689	0.0004430718	0.000155657	0.0003179529	0.001091612	0.0005404695	0.0009215072	0.001461582	0.0001259136	0.0004927554	0.0005364069	0.000136082	0.0009432568	0.00170954	0.0001180315	0.0002648896	0.0003964752	0.0005671555	0.0001186693	0.02796061	0.7993825	0.1114122	0.176117	0.23038	0.0950576	0.0721368	0.325062	0.101246	0.0004761244	104.3317	0.263133	0.173535	0.282644	0.280688	0.2006175	0.0004999334	-7.959304	0.8464853	0.7165373
