Iteration	Posterior	Likelihood	Prior	age_uapaca	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	root_time	sf[1]	sf[2]	sf[3]	sf[4]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
3620	-14085.77	-14207.22	121.4494	87.46979	1.11394	0.01064892	0.0004532654	0.0007550914	0.004838528	0.01344577	0.02023747	0.0005759983	0.001249874	0.004173532	0.003720976	0.0007704269	0.001047735	0.001139174	0.002156698	0.006448723	0.01827381	0.003528203	0.002303888	0.001876166	0.0007347381	0.003234661	0.006383684	0.01702471	0.001929526	0.0002891195	0.002060906	0.004319305	0.001444157	0.001414606	0.005205031	0.001157821	0.001638396	0.001298831	0.01044866	0.002311538	0.004548968	0.0006573538	0.003294732	0.0008939124	0.009152097	1.017984	0.0861409	0.09595579	0.123396	0.243562	0.0974767	0.0854809	0.335764	0.114321	0.004427175	87.46979	0.274235	0.17715	0.272172	0.276444	0.9138591	0.004519658	-6.041196	1.133029	1.283754
3630	-14077.66	-14214.54	136.8715	76.37711	1.594406	0.006797044	0.00521744	0.0009235159	0.0029171	0.0005458634	0.005515885	0.003151616	0.001422028	0.002525613	0.003172862	0.0007153054	0.00164373	0.0006139266	0.002435139	0.005529246	0.01032326	0.001914433	0.002061282	0.005928912	0.001685038	0.003428771	0.006244742	0.001624645	0.00351183	0.004116531	0.002328498	0.002276619	0.0008978554	0.0009672863	0.001061181	0.001162796	0.001096801	0.003058677	0.008804563	0.0003690788	0.001158019	0.001027245	0.001877505	0.0009428262	0.004258297	1.361852	0.145856	0.2325538	0.13792	0.27223	0.0782747	0.0955422	0.333113	0.0829203	0.002881325	76.37711	0.269101	0.177862	0.274951	0.278086	0.854144	0.002560232	-6.226089	0.7189316	0.5168627
3640	-14078.39	-14210.86	132.4686	75.74926	1.039242	0.00206979	0.0004123885	0.0006758625	0.002451642	0.004059183	0.006233279	0.001906329	0.001138873	0.003821241	0.008859731	0.002224165	0.001099358	0.006547126	0.003945022	0.005213634	0.01233705	0.001429896	0.002633178	0.001260644	0.006226752	0.001769823	0.006997518	0.001659549	0.002814771	0.003948423	0.001811395	0.005648058	0.0008609584	0.004397596	0.002655259	0.0003019203	0.001150574	0.005041234	0.00311406	0.001386178	0.001531786	0.0008936167	0.002425745	0.001039187	0.007672563	0.7677219	0.2612671	0.2715197	0.146616	0.250177	0.0771773	0.100731	0.353739	0.0715591	0.003291634	75.74926	0.266183	0.167033	0.271918	0.294866	0.7387329	0.002987421	-6.074781	0.7230988	0.5228718
3650	-14076.85	-14210.76	133.9165	95.02813	0.9001559	0.005425106	0.005196749	0.0006465163	0.00238516	0.003433916	0.009808358	0.0006112292	0.001773564	0.003354951	0.001632266	0.0007015918	0.003241804	0.00214697	0.0008839912	0.004216739	0.006906599	0.001300411	0.001948678	0.0008637141	0.005053874	0.003545879	0.009993652	0.001462055	0.004497595	0.0005207852	0.002551343	0.0005967554	0.0009653922	0.0005764181	0.002222929	0.0007994924	0.0006283654	0.005873521	0.003517003	0.003416468	0.0009866263	0.000505255	0.002675188	0.0008537933	0.001512944	0.1399733	0.844501	0.7601826	0.147522	0.29093	0.0840996	0.0529376	0.328826	0.0956856	0.002730841	95.02813	0.269198	0.181595	0.267782	0.281425	0.155499	0.002492795	-6.430554	0.9340268	0.872406
3660	-14076.36	-14212.21	135.8514	89.11904	0.8736646	0.007495605	0.001026819	0.0009465082	0.001369973	0.001815234	0.006183878	0.0006980757	0.0007627156	0.0057434	0.003287511	0.002686953	0.002506573	0.00124107	0.003406275	0.004607741	0.00810348	0.001340368	0.001818568	0.0008621786	0.005300103	0.003522201	0.007285597	0.002202563	0.00234829	0.000334366	0.001268592	0.0004972369	0.001205852	0.003464461	0.004479226	0.0007456657	0.001401159	0.007404444	0.003873224	0.003081191	0.003019379	0.0006068284	0.001449333	0.0006589489	0.002655945	0.4806227	0.4498774	0.3930419	0.143938	0.299949	0.0943402	0.0714665	0.320837	0.0694697	0.002817688	89.11904	0.267886	0.177986	0.279143	0.274985	0.5501226	0.003519609	-6.077802	0.9256315	0.8567937
3670	-14082.34	-14209.29	126.9439	106.1312	0.6653922	0.002297888	0.005393626	0.0007694885	0.001268622	0.0006796035	0.008474526	0.004758477	0.001115873	0.005987595	0.004734045	0.0004286247	0.001969486	0.001480173	0.003836789	0.01638402	0.01318736	0.001527187	0.00155448	0.001000569	0.0009556861	0.002597616	0.01026179	0.0006479519	0.005350655	0.000592871	0.0007180743	0.003307158	0.003534476	0.002169008	0.001176351	0.0002891212	0.0004898143	0.01045053	0.006319658	0.001234829	0.004240802	0.001230971	0.002231994	0.0001918478	0.004387472	0.18873	0.7163628	0.4766622	0.135813	0.273586	0.0824762	0.0693814	0.359098	0.0796445	0.003480677	106.1312	0.272353	0.179715	0.268333	0.2796	0.2836372	0.003654024	-6.071853	0.9590901	0.9198537
3680	-14080.54	-14214.34	133.7945	83.18249	0.9478015	0.002259905	0.001878447	0.001116138	0.001828899	0.001410521	0.007710975	0.002296129	0.0007839415	0.004112818	0.003384637	0.002154968	0.004662173	0.001890812	0.001652623	0.003382553	0.006863011	0.001164602	0.001242259	0.001210458	0.003691884	0.001935545	0.006451166	0.0006436555	0.001504293	0.0002422517	0.005741085	0.001037936	0.004770007	0.007216501	0.001717132	0.0005760589	0.001113153	0.01008757	0.004333855	0.009635709	0.001948945	0.0005821855	0.001623994	0.0007531243	0.00291148	0.7528217	0.2057179	0.1949798	0.118888	0.2604	0.100501	0.09066	0.34179	0.0877608	0.002988085	83.18249	0.268815	0.175615	0.271295	0.284275	0.7942821	0.002970038	-6.155078	0.8196307	0.6717945
3690	-14084.4	-14216.36	131.9559	82.27231	0.8457563	0.002953833	0.002108199	0.0009229889	0.00204334	0.001049658	0.005007797	0.001137961	0.0007903573	0.002401565	0.006202888	0.002387347	0.002119505	0.004052817	0.001932796	0.00251054	0.009909176	0.0007981218	0.001368986	0.001109286	0.001074003	0.002471394	0.009694727	0.001590811	0.003447301	0.000164109	0.0006899382	0.001635579	0.00173849	0.001930191	0.002089026	0.0007428965	0.0007641282	0.003751464	0.001399785	0.004059714	0.004031537	0.00107851	0.003342875	0.0005056852	0.01890794	0.4679083	0.4467576	0.377848	0.174779	0.254646	0.0765666	0.0776541	0.327226	0.0891281	0.002897932	82.27231	0.272225	0.171642	0.282955	0.273178	0.5532424	0.003837529	-6.186045	1.11635	1.246236
3700	-14086.75	-14225.38	138.6246	85.33603	0.5531053	0.008477168	0.002666774	0.0003992201	0.002384588	0.001678624	0.004159683	0.0009389408	0.00157968	0.002697441	0.001959173	0.001112283	0.003391295	0.0005196862	0.001518066	0.004829655	0.008404097	0.001911821	0.001113267	0.0019949	0.000867523	0.0005285966	0.008732827	0.003421477	0.001203319	0.0004134112	0.0007537796	0.002021959	0.003846362	0.0009504837	0.0009230838	0.000863236	0.0007288898	0.00135232	0.001165577	0.001857247	0.008385517	0.0009566983	0.001946728	0.000889449	0.006678573	0.4344456	0.2145336	0.1186597	0.143993	0.247232	0.0638299	0.0684397	0.378781	0.0977253	0.002505585	85.33603	0.272962	0.170016	0.281277	0.275745	0.7854664	0.002568961	-6.308742	0.8300461	0.6889765
3710	-14077.41	-14211.7	134.2885	67.52298	0.794761	0.00563646	0.001306421	0.0004944937	0.001191079	0.004606046	0.008911197	0.001608727	0.001175823	0.0022627	0.001976381	0.00522549	0.002612275	0.001008259	0.002612345	0.002237336	0.01087804	0.00118714	0.001423463	0.0009998814	0.001646158	0.001321796	0.003220313	0.008165444	0.0006746906	0.0006290288	0.0005685204	0.003362036	0.00108832	0.0004453419	0.001563694	0.0005875521	0.0004944468	0.002584065	0.001534553	0.002679562	0.002771652	0.0006929555	0.001090015	0.00182452	0.007015236	0.2866165	0.6393677	0.5081445	0.172204	0.280002	0.0815471	0.0804753	0.317447	0.0683239	0.002532836	67.52298	0.274212	0.17122	0.272967	0.281601	0.3606323	0.002711226	-6.400552	0.9901497	0.9803964
3720	-14077.02	-14216.59	139.5765	114.1488	2.138719	0.005468776	0.001188534	0.000896283	0.002274156	0.0009333559	0.00533763	0.006950423	0.001348083	0.002973244	0.001107899	0.001061561	0.001572226	0.003001495	0.001885873	0.006451376	0.008297873	0.002022271	0.001119519	0.0008950082	0.001029843	0.001357452	0.003881185	0.002337579	0.001048043	0.0003517856	0.003318583	0.000795838	0.00190447	0.001392651	0.001031016	0.0003400613	0.001464509	0.003040096	0.001863203	0.003150921	0.001353812	0.0005185508	0.0009150077	0.00111396	0.004566411	1.614997	0.2448765	0.5237221	0.124331	0.258323	0.104131	0.086246	0.321684	0.105284	0.002289014	114.1488	0.273393	0.169691	0.275843	0.281074	0.7551235	0.002673688	-6.226908	0.7779609	0.6052232
3730	-14064.7	-14208.82	144.1225	74.83405	0.5526728	0.00498983	0.0006228195	0.0006419197	0.002856941	0.005218373	0.006260402	0.0006054853	0.001026041	0.001232942	0.002627834	0.0004364648	0.0006823294	0.001043071	0.00150954	0.003474462	0.009327567	0.002506629	0.0012538	0.0009969633	0.0001188839	0.001380325	0.002351754	0.001624949	0.0003622352	0.0004933638	0.0006408904	0.002689531	0.002795151	0.0004246072	0.003108265	0.0002789241	0.0007103369	0.001250988	0.001193793	0.001104601	0.003003032	0.0008312641	0.001667925	0.0008871886	0.005221323	0.2993722	0.4583194	0.2533007	0.129196	0.257386	0.0677574	0.0823091	0.369376	0.0939753	0.001986319	74.83405	0.26931	0.168683	0.268649	0.293358	0.5416806	0.001912242	-6.686754	0.9244185	0.8545495
3740	-14066.85	-14220.7	153.8446	104.3799	0.5145594	0.00032301	0.001333557	0.000422767	0.0007178682	0.0002830844	0.001892451	0.000363965	0.004174219	0.0008460048	0.0007338106	0.000381302	0.000524506	0.001455954	0.001229182	0.005838056	0.004064604	0.001108316	0.00126932	0.0005488576	0.000166737	0.001841051	0.001567184	0.002417124	0.0005490213	0.0008219427	0.0009768974	0.001601456	0.003789556	0.0003371868	0.0009769512	0.000419279	0.0005779062	0.003702939	0.0007204467	0.001910468	0.002963105	0.0006125921	0.000668014	0.0005101794	0.005205082	0.1562866	0.6962711	0.3582729	0.129176	0.257786	0.0934015	0.0655422	0.351701	0.102393	0.001496149	104.3799	0.267048	0.178331	0.270263	0.284358	0.3037289	0.001595528	-6.796963	0.8442888	0.7128236
3750	-14083.19	-14227.8	144.6065	84.68306	0.5443701	0.00237655	0.0004516094	0.000600619	0.001739208	0.001044286	0.004696351	0.001013592	0.0009674257	0.001643331	0.001038388	0.001470547	0.00106214	0.0008181198	0.00134811	0.007595641	0.004139417	0.001874443	0.0009717597	0.0008848214	0.0008152133	0.004935059	0.002671452	0.002547542	0.0003758718	0.000177737	0.0003445375	0.002625746	0.006143087	0.0008902267	0.0002432453	0.001882705	0.001012429	0.007305865	0.0001785769	0.001188502	0.001826736	0.0007039713	0.0006115955	0.001160256	0.003811629	0.1835289	0.66286	0.3608411	0.184824	0.250075	0.0631194	0.0996782	0.320496	0.0818072	0.001929709	84.68306	0.266838	0.176278	0.275793	0.281091	0.33714	0.002314543	-6.491047	0.9192428	0.8450073
3760	-14068.93	-14217.31	148.3794	86.3684	0.5962837	0.002815126	0.001415782	0.001205054	0.001881972	0.001196261	0.003744861	0.0006639675	0.001344287	0.0005918693	0.0002658484	0.0003301918	0.0009071986	0.001385369	0.0007764517	0.004705133	0.003664474	0.001990766	0.001478658	0.0009209586	0.0006644279	0.0009326725	0.006620839	0.001049857	0.0002456368	0.0006718752	0.003166198	0.004883243	0.001375978	0.001043171	0.00228	0.000651349	0.001623102	0.004391627	0.0008310202	0.001096592	0.001028537	0.00272778	0.0003994868	0.0007219071	0.006578867	0.1244068	0.7913631	0.4718769	0.163456	0.23063	0.0911593	0.0806862	0.337662	0.0964064	0.00185671	86.3684	0.273903	0.169606	0.27598	0.280511	0.2086369	0.001870082	-6.670062	0.8812363	0.7765773
3770	-14077.32	-14224.56	147.2449	87.26964	0.5061878	0.003279049	0.001829416	0.001730418	0.001519078	0.0003012125	0.002437412	0.001635572	0.001372208	0.001602042	0.0009083337	0.00161883	0.0009858003	0.0006527905	0.0008666558	0.00192729	0.006477897	0.001582714	0.001280418	0.000999593	0.001355461	0.001180265	0.005566708	0.002059997	0.0003741464	0.0007849147	0.005530761	0.003076395	0.001013373	0.0004831094	0.004601089	0.001592278	0.001511696	0.003016464	0.001327683	0.0007438543	0.001059467	0.001149505	0.0006756115	0.000308777	0.002602031	0.342993	0.3223998	0.1631949	0.17449	0.277093	0.0799644	0.0782289	0.318274	0.0719496	0.001825508	87.26964	0.269729	0.181701	0.271773	0.276797	0.6776002	0.002465275	-6.30894	0.7790865	0.6069758
3780	-14071.69	-14212.45	140.7503	81.31499	0.3424327	0.002814285	0.002107226	0.0005595826	0.001110056	0.0001835725	0.003197885	0.0006295813	0.0009903131	0.0005170142	0.0004229425	0.0002485322	0.0008933592	0.002231974	0.0004548461	0.003470085	0.004671326	0.001062128	0.001367115	0.0009870066	0.0005957989	0.002494954	0.0042372	0.00151469	0.0009975597	0.007853412	0.0003644637	0.001576577	0.001020487	0.0009007182	0.0003205417	0.005351465	0.0008696074	0.004431077	0.005214083	0.0009074164	0.0007780762	0.0008987268	0.001798869	0.001025306	0.00536469	0.07293251	0.7870165	0.2695002	0.144667	0.242057	0.0804887	0.0542937	0.38195	0.0965439	0.001910864	81.31499	0.274045	0.174082	0.269679	0.282194	0.2129835	0.001968496	-6.547563	0.7963387	0.6341554
3790	-14057.73	-14209.87	152.147	86.39221	0.3154411	0.001724125	0.0008456427	0.000350408	0.0009874356	0.0005847551	0.001973192	0.0005886451	0.001145505	0.0007284718	0.0005250815	0.0002564349	0.0004125848	0.0007754424	0.0002263775	0.003641582	0.003273883	0.0006143918	0.000850635	0.0005196236	0.0004844937	0.0003213929	0.005303947	0.001973467	0.0001439392	0.0006044491	0.002578487	0.001836882	0.000810266	0.0002485647	0.0003346825	0.004007665	0.0008412353	0.000397154	0.002970444	0.001172155	0.0003709514	0.0005947602	0.0007194085	0.000763825	0.004874834	0.1228793	0.6104527	0.1925619	0.158125	0.269669	0.0922219	0.0989991	0.298624	0.0823607	0.00128443	86.39221	0.269748	0.176368	0.26959	0.284293	0.3895473	0.00153941	-6.899783	0.9202469	0.8468544
3800	-14060.48	-14208.55	148.0749	81.77027	0.2172447	0.001571708	0.0006453408	0.0005196521	0.00104713	0.0004385058	0.002840577	0.0002958012	0.0004557639	0.0007347069	0.0005852417	0.0005713724	0.0006572232	0.000189815	0.000444521	0.001708316	0.002789282	0.0004412362	0.0005617748	0.0004264835	0.0002836365	0.003049628	0.01143778	0.001054472	0.002521107	0.0008681426	0.001291514	0.001024142	0.0008193565	0.0003786888	0.0007318145	0.00560066	0.0006460246	0.0003891398	0.0005007836	0.0009181056	0.0004272065	0.0002905973	0.001127254	0.0008757003	0.001923836	0.04671222	0.7849788	0.1705325	0.140592	0.256258	0.0822519	0.0719299	0.343836	0.105133	0.001327101	81.77027	0.270092	0.175319	0.269934	0.284656	0.2150212	0.001947847	-6.814103	1.070582	1.146145
3810	-14061.55	-14208.47	146.9222	105.5166	0.281124	0.001042014	0.0007001127	0.0003770382	0.0006694764	0.000577941	0.003883354	0.0007884846	0.0009446454	0.0002586144	0.0005429317	0.002295223	0.0003934207	0.0004161989	0.0008807122	0.002108395	0.002348425	0.0003696909	0.0004948294	0.000387502	0.0004163642	0.00454732	0.01227305	0.005856472	0.0005837035	0.002012378	0.00218799	0.00143568	0.0005461188	0.001396963	0.0005611979	0.001367244	0.0006902726	0.0002668013	0.0004020609	0.0005035915	0.0002990785	0.0002234533	0.001420887	0.0005873551	0.001895059	0.168486	0.4006702	0.112638	0.129335	0.286089	0.0773525	0.0547172	0.3433	0.109207	0.001473801	105.5166	0.267931	0.173511	0.268852	0.289706	0.5993298	0.001344011	-7.067538	0.9544012	0.9108816
3820	-14064.94	-14214.04	149.1006	103.5465	0.3215399	0.0005720499	0.0001537477	0.0003422954	0.0006892115	0.0005168588	0.00532287	0.0003949747	0.0004656482	0.000634231	0.0008438994	0.0006883403	0.0009346884	0.00072211	0.0003687592	0.001229057	0.002624164	0.0004215479	0.000571211	0.0002724429	7.142704e-05	0.001080291	0.005249883	0.01065638	0.001328345	0.0006145316	0.001973262	0.0001930156	0.0010799	0.000473759	0.0006945373	0.001152015	0.0004288714	0.0001721847	0.0003977804	0.001416881	0.0005009325	0.0003758914	0.002129856	0.0002459959	0.002824441	0.08724817	0.7286552	0.2342917	0.108603	0.281246	0.0718586	0.0881045	0.349951	0.100237	0.001270707	103.5465	0.262205	0.18069	0.266743	0.290363	0.2713448	0.001516715	-7.057857	1.064564	1.133297
3830	-14074.63	-14222.65	148.0196	100.1228	0.257778	0.0002442765	0.001053259	0.0003540782	0.0003899894	0.003408088	0.001789466	0.0005284275	0.0004195535	0.002101945	0.001004407	0.000451888	0.0006497485	0.0007875642	0.0007518426	0.001809617	0.005415206	0.0009764706	0.0007625492	0.0007210968	0.0004052412	0.000351875	0.009678223	0.006886505	0.0006977908	0.0002147986	0.00134639	0.0001525987	0.002609155	0.001644857	0.001200661	0.0007813342	0.0007809096	0.0008370123	0.0006571863	0.002081473	0.0009376954	0.0005402563	0.00179041	0.0008651996	0.002522252	0.01078454	0.9581635	0.2469934	0.14209	0.231671	0.0841596	0.0727257	0.367004	0.10235	0.001515032	100.1228	0.266321	0.173014	0.274679	0.285986	0.04183654	0.001252372	-7.012371	0.8119795	0.6593108
3840	-14076.95	-14223.37	146.4179	70.18385	0.5383136	0.007612592	0.001342472	0.001061799	0.0007074665	0.0002359754	0.005551427	0.001897623	0.0002000994	0.0009222486	0.0006618475	0.0004491718	0.0004150255	0.0008643916	0.0005146847	0.003240364	0.005354667	0.0007654562	0.0009218283	0.0004214432	0.002177259	0.001868952	0.009219958	0.001803918	0.001077047	0.0005922294	0.0007377053	0.0005111018	0.001084529	0.0007197906	0.0007243661	0.0007401386	0.0009786759	0.001167541	0.001288929	0.0007047392	0.0009351523	0.0009192155	0.002982405	0.0003975946	0.0002669249	0.1649386	0.6936013	0.3733751	0.164429	0.209478	0.0920557	0.0499099	0.37563	0.108498	0.001600969	70.18385	0.279041	0.174925	0.26993	0.276105	0.3063987	0.001918105	-6.655919	0.8938697	0.7990031
3850	-14080.51	-14212.69	132.1802	72.5007	0.4199688	0.0008255471	0.001584455	0.0004856421	0.0006394901	0.006397333	0.00345516	0.0008468834	0.0005949754	0.0005956596	0.002167046	0.001216645	0.001076104	0.002107309	0.0009383403	0.005488014	0.006460771	0.001180015	0.001005544	0.0006815648	0.001051694	0.0214293	0.01137243	0.001142146	0.0001610343	0.001479804	0.001359792	0.0001492549	0.001161401	0.0006889803	0.0006677652	0.0007681842	0.001407053	0.001368209	0.004557026	0.005749334	0.0009603612	0.0006437128	0.001339883	0.0007816896	0.003994398	0.2479013	0.409715	0.1720675	0.142335	0.23363	0.0943178	0.0814588	0.365653	0.0826053	0.002499499	72.5007	0.27085	0.181507	0.2707	0.276944	0.590285	0.001606751	-7.018343	1.081482	1.169603
3860	-14074.82	-14210.07	135.2576	92.21823	0.3467845	0.00154507	0.0004284017	0.0006006704	0.001265527	0.006026912	0.007582216	0.001647898	0.00307249	0.0009189686	0.00264379	0.0008755855	0.0007848017	0.002542967	0.001486465	0.009713743	0.007431626	0.001869006	0.00180293	0.001114717	0.0003484195	0.005680972	0.008192058	0.001766891	0.0007547444	0.002387271	0.001696983	0.0001733524	0.001214175	0.0009999209	0.0009925674	0.0005245877	0.00184299	0.001298454	0.004055217	0.002704738	0.0007783133	0.0003328252	0.004681664	0.0009886792	0.003489409	0.1142392	0.670576	0.2325454	0.102759	0.235763	0.0826679	0.0798036	0.396798	0.102208	0.00245645	92.21823	0.276502	0.181322	0.271374	0.270802	0.329424	0.002392089	-6.590845	1.053809	1.110514
3870	-14074.6	-14215.06	140.4679	86.7791	0.4464114	0.003344848	0.001666677	0.0007150227	0.001006403	0.00181746	0.008633514	0.001138649	0.001905648	0.002051814	0.004692135	0.001246257	0.001100031	0.0004927396	0.001868039	0.006741254	0.003173052	0.001752632	0.002153018	0.001248059	0.0005857589	0.001425096	0.003658277	0.003738992	0.001017684	0.002284099	0.008234308	0.0004168961	0.0007986726	0.001133993	0.001073572	0.001251893	0.001331679	0.004048615	0.0009972173	0.001115595	0.001694161	0.0001648652	0.003762111	0.0005395482	0.00402208	0.3012821	0.3251021	0.1451293	0.163212	0.268988	0.0785862	0.0865848	0.310674	0.0919546	0.002251059	86.7791	0.273759	0.170686	0.271476	0.284079	0.6748979	0.002422526	-6.367926	0.8306405	0.6899636
3880	-14077.05	-14221.68	144.6284	87.45727	0.5246687	0.003531907	0.001397359	0.000325579	0.002851169	0.0008581988	0.002547261	0.0002312145	0.001919893	0.000244869	0.002164143	0.001876558	0.001137641	0.001385651	0.0003282857	0.001246658	0.001119268	0.001441658	0.001461259	0.0008349362	0.0005857245	0.001093792	0.003762532	0.009195174	0.002635054	0.001532947	0.002695307	0.001522019	0.001910324	0.002220139	0.002995605	0.0008077416	0.001127383	0.006075468	0.002169422	0.00510749	0.001795176	0.001147493	0.002122603	0.0007982032	0.003524125	0.1415579	0.7301957	0.3831109	0.14345	0.297024	0.0600082	0.0722085	0.343054	0.084255	0.002043181	87.45727	0.264566	0.181651	0.273876	0.279908	0.2698043	0.002487696	-6.455329	0.9580511	0.917862
3890	-14078.53	-14213.05	134.5193	105.8917	1.198013	0.005967375	0.001301256	0.0007600005	0.002292934	0.005088433	0.009632337	0.0008823371	0.0009995513	0.004579015	0.004702368	0.0009647441	0.001250052	0.001395539	0.00252451	0.007775317	0.007377	0.002469652	0.0022641	0.001705591	0.000705381	0.001315383	0.004714451	0.01515287	0.001080911	0.00457288	0.001650031	0.0008288599	0.006105153	0.001612969	0.001578933	0.001502571	0.001855428	0.00439381	0.00137551	0.002552427	0.005092132	0.0008595292	0.0006366371	0.0005692776	0.004191428	0.9531218	0.2044144	0.2448911	0.183399	0.22944	0.0880798	0.0713489	0.341072	0.0866605	0.003156967	105.8917	0.268884	0.181643	0.269577	0.279896	0.7955856	0.003289775	-6.110051	0.8866959	0.7862296
3900	-14082.11	-14211.08	128.976	81.19734	1.10141	0.005758102	0.001444245	0.001014379	0.00265058	0.003988234	0.002716898	0.0008968573	0.002489992	0.003086759	0.004927984	0.00115946	0.00148464	0.005868316	0.002066965	0.01547034	0.001013073	0.002298764	0.003685562	0.001828311	0.001138836	0.001734486	0.005230675	0.001162408	0.00135488	0.009740899	0.00454413	0.001548697	0.02397416	0.001036312	0.005352306	0.002587358	0.002247549	0.01128446	0.004742546	0.001024558	0.002998237	0.0004688434	0.00123077	0.0003072242	0.005539325	0.3468605	0.6850759	0.7545495	0.181269	0.240789	0.084217	0.0854702	0.3269	0.0813542	0.003827453	81.19734	0.273582	0.181624	0.267559	0.277235	0.3149241	0.00333425	-6.039917	0.8202559	0.6728198
3910	-14089.48	-14213.65	124.1653	105.3011	0.9655849	0.003649393	0.002156616	0.0009686763	0.002579142	0.003186731	0.013563	0.001101665	0.004288771	0.001346586	0.006874113	0.002856773	0.002329103	0.006358348	0.00282645	0.02851851	0.01042631	0.002977374	0.002436985	0.001651414	0.0005457858	0.001217162	0.005194949	0.001798961	0.003628037	0.006626681	0.004849355	0.001701995	0.004217647	0.001627403	0.004744075	0.007593653	0.002419526	0.007353382	0.004798678	0.001527076	0.003146019	0.0008813557	0.0008812623	0.0004788944	0.006363476	0.141264	0.8537012	0.824321	0.177755	0.23556	0.0825843	0.0633912	0.360932	0.0797771	0.004292283	105.3011	0.26292	0.176368	0.266773	0.293939	0.1462988	0.004516007	-5.790912	0.884064	0.7815692
3920	-14086.67	-14219.67	133.0066	93.90116	1.308224	0.004110408	0.002076071	0.0008996528	0.003049054	0.003531055	0.009030183	0.004440436	0.006778873	0.00257645	0.00839302	0.002217027	0.002686954	0.003131259	0.004325227	0.008521203	0.005663665	0.005430896	0.003979601	0.003036257	0.0009648007	0.001629046	0.006663455	0.004020638	0.0007072324	0.005376694	0.002980801	0.004416789	0.008201103	0.001992724	0.004108044	0.002068179	0.001871901	0.00873004	0.00177297	0.001445406	0.003567824	0.001335834	0.003135578	0.0007436291	0.005035234	0.885749	0.3229376	0.4224745	0.184128	0.257095	0.0878445	0.069327	0.32681	0.074796	0.00386613	93.90116	0.262314	0.174439	0.271607	0.291639	0.6770624	0.004235497	-5.777364	0.7913403	0.6262195
3930	-14075.06	-14211.2	136.1445	86.3857	0.7784508	0.004672558	0.002226251	0.0008900185	0.001122132	0.001589503	0.004315401	0.00562022	0.003143921	0.0009452649	0.00443399	0.004086877	0.001305728	0.005073302	0.001587391	0.01156451	0.002752502	0.000969955	0.001707241	0.003643741	0.0005192956	0.001121768	0.0071192	0.00906608	0.0003550918	0.003091312	0.001619421	0.002098959	0.001072178	0.003886303	0.001598768	0.002477896	0.001011298	0.008855584	0.001221544	0.0007254271	0.001749356	0.0003312246	0.001157519	0.0008977147	0.001286283	0.2769252	0.6442612	0.5015257	0.169536	0.266758	0.0870839	0.0720456	0.326223	0.0783541	0.002822818	86.3857	0.270861	0.180123	0.265296	0.283721	0.3557388	0.002839072	-6.177208	0.791113	0.6258598
3940	-14082.77	-14215.24	132.4739	103.3496	0.5406775	0.0039846	0.001277738	0.0003572423	0.0009570199	0.003514721	0.005220105	0.00527851	0.004386597	0.0005007431	0.004697597	0.0005612419	0.001169175	0.01176077	0.003534487	0.005052853	0.00223362	0.003851533	0.001673527	0.001976861	0.0007930325	0.002959887	0.006521948	0.004146919	0.0001883127	0.001336119	0.002537031	0.001626975	0.0004120709	0.00159243	0.001867453	0.005355961	0.0014169	0.004639198	0.004479477	0.0008426194	0.002132773	0.0007188987	0.001628306	0.0005124708	0.001033777	0.243763	0.5491528	0.2969146	0.1374	0.280771	0.0731761	0.0691573	0.35612	0.083375	0.002718288	103.3496	0.265302	0.179837	0.27159	0.283271	0.4508472	0.00356914	-6.194622	1.057536	1.118382
3950	-14079.18	-14220.64	141.4621	106.6468	0.7018339	0.0004510283	0.001446181	0.0009140035	0.001161267	0.001290947	0.009387368	0.0005788825	0.003109795	0.0004111305	0.0004959086	0.001746947	0.0009173039	0.003279743	0.0003206688	0.004787428	0.002628462	0.002090986	0.001467731	0.003387062	0.0002591947	0.0005361135	0.005129797	0.0002728839	0.0006610598	0.001218809	0.0004234193	0.0002244823	0.00151871	0.003841506	0.001203585	0.00593419	0.001228056	0.001445942	0.003218376	0.001188904	0.002218852	0.0008702095	0.00274543	0.001032825	0.004594147	0.3555918	0.4933392	0.3462422	0.123762	0.285199	0.0700141	0.0939761	0.348769	0.078279	0.001990983	106.6468	0.270377	0.170899	0.272455	0.286268	0.5066608	0.002095267	-6.558914	0.8841258	0.7816784
