state	power	likelihood
310	0.280503	-14294.4
320	0.280503	-14291.1
330	0.280503	-14297.9
340	0.280503	-14288.2
350	0.280503	-14294.6
360	0.280503	-14275.4
370	0.280503	-14291.9
380	0.280503	-14263.9
390	0.280503	-14273.9
400	0.280503	-14296.3
410	0.280503	-14304
420	0.280503	-14300.4
430	0.280503	-14315.4
440	0.280503	-14274.9
450	0.280503	-14321.3
460	0.280503	-14278.9
470	0.280503	-14305.9
480	0.280503	-14290.8
490	0.280503	-14300
500	0.280503	-14312.2
510	0.280503	-14317.3
520	0.280503	-14300.3
530	0.280503	-14304.6
540	0.280503	-14289.4
550	0.280503	-14306
560	0.280503	-14317.7
