state	power	likelihood
660	0.520429	-14249.9
670	0.520429	-14238.5
680	0.520429	-14241
690	0.520429	-14244.6
700	0.520429	-14232.7
710	0.520429	-14227.1
720	0.520429	-14229.6
730	0.520429	-14248.2
740	0.520429	-14260.8
750	0.520429	-14245.9
760	0.520429	-14239.7
770	0.520429	-14235.2
780	0.520429	-14218.3
790	0.520429	-14227.8
800	0.520429	-14238.1
810	0.520429	-14223.9
820	0.520429	-14249.3
830	0.520429	-14246.1
840	0.520429	-14240.7
850	0.520429	-14258.5
860	0.520429	-14251.2
870	0.520429	-14246.9
880	0.520429	-14251.5
890	0.520429	-14245
900	0.520429	-14242.9
910	0.520429	-14239.8
920	0.520429	-14261.1
930	0.520429	-14265.8
940	0.520429	-14253.2
950	0.520429	-14233
960	0.520429	-14252.2
970	0.520429	-14256.5
980	0.520429	-14249.5
990	0.520429	-14249.9
1000	0.520429	-14271.6
260	0.462664	-14260.5
270	0.462664	-14240
280	0.462664	-14258
290	0.462664	-14241
300	0.462664	-14248.6
310	0.462664	-14232.9
320	0.462664	-14259.2
330	0.462664	-14252.5
340	0.462664	-14244.2
350	0.462664	-14255.8
360	0.462664	-14256
370	0.462664	-14242.1
380	0.462664	-14234.1
390	0.462664	-14229.3
400	0.462664	-14244
410	0.462664	-14237.7
420	0.462664	-14243.4
430	0.462664	-14259
440	0.462664	-14268.7
450	0.462664	-14263
460	0.462664	-14238.2
470	0.462664	-14239.5
480	0.462664	-14246
490	0.462664	-14255.1
500	0.462664	-14243.7
510	0.462664	-14242.4
520	0.462664	-14240.2
530	0.462664	-14247.9
540	0.462664	-14245.4
550	0.462664	-14251.8
560	0.462664	-14247.6
570	0.462664	-14246.6
580	0.462664	-14240.5
590	0.462664	-14245.2
600	0.462664	-14245.7
610	0.462664	-14237.4
620	0.462664	-14235.5
630	0.462664	-14241.4
640	0.462664	-14264.2
650	0.462664	-14237.1
660	0.462664	-14253.4
670	0.462664	-14245.9
680	0.462664	-14257.8
690	0.462664	-14233.2
700	0.462664	-14237.4
710	0.462664	-14241.8
720	0.462664	-14236.7
730	0.462664	-14222.4
740	0.462664	-14229.7
750	0.462664	-14225.8
760	0.462664	-14235.5
770	0.462664	-14221.4
780	0.462664	-14222.1
790	0.462664	-14254
800	0.462664	-14251.6
810	0.462664	-14243.2
820	0.462664	-14264
830	0.462664	-14250.8
840	0.462664	-14245.5
850	0.462664	-14235.7
860	0.462664	-14246.5
870	0.462664	-14245.9
880	0.462664	-14247.5
890	0.462664	-14253.1
900	0.462664	-14234.8
910	0.462664	-14238.1
920	0.462664	-14234.9
930	0.462664	-14237.3
940	0.462664	-14237.2
950	0.462664	-14243.9
960	0.462664	-14237.7
970	0.462664	-14233.2
980	0.462664	-14243.3
990	0.462664	-14241.4
1000	0.462664	-14240.6
260	0.410146	-14250.8
270	0.410146	-14280.6
280	0.410146	-14281
290	0.410146	-14245.1
300	0.410146	-14254.7
310	0.410146	-14241.6
320	0.410146	-14249.5
330	0.410146	-14246.8
340	0.410146	-14246.9
350	0.410146	-14249.6
360	0.410146	-14244.9
370	0.410146	-14271.3
380	0.410146	-14269.4
390	0.410146	-14267.2
400	0.410146	-14261.4
410	0.410146	-14255.6
420	0.410146	-14274.5
430	0.410146	-14254.4
440	0.410146	-14262.8
450	0.410146	-14268.6
460	0.410146	-14263.7
470	0.410146	-14246.9
480	0.410146	-14251.6
490	0.410146	-14244.2
500	0.410146	-14257.5
510	0.410146	-14264.2
520	0.410146	-14262.1
530	0.410146	-14264.3
540	0.410146	-14258.8
550	0.410146	-14266.1
560	0.410146	-14234.1
570	0.410146	-14233.2
580	0.410146	-14268.1
590	0.410146	-14252
600	0.410146	-14231.4
610	0.410146	-14242.9
620	0.410146	-14236.4
630	0.410146	-14247.4
640	0.410146	-14248.8
650	0.410146	-14250.2
660	0.410146	-14243.4
670	0.410146	-14266.5
680	0.410146	-14238.2
690	0.410146	-14242.5
700	0.410146	-14255.8
710	0.410146	-14226.9
720	0.410146	-14238.3
730	0.410146	-14249.5
740	0.410146	-14250.9
