Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_plstm	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_plstm[1]	rates_plstm[2]	rates_plstm[3]	rates_plstm[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4920	-256837.4	-256768.4	-68.99687	1.829666	0.005460539	0.01467171	-0.9407652	0.121076	0.270013	0.118681	0.103169	0.267411	0.11965	1.28348	3.10736e-111	8.34979e-56	2.21681e-23	4	0.29986	0.181122	0.211707	0.307312	0.3427152	3.745035
4930	-256831.5	-256766.7	-64.811	1.829666	0.02361445	0.01471719	-0.9735046	0.120791	0.256369	0.116054	0.100194	0.281746	0.124846	1.040834	1.78695e-26	1.99916e-13	8.58752e-06	3.99999	0.299686	0.181017	0.212163	0.307133	0.06732967	15.45878
4940	-256828.3	-256761.5	-66.74565	1.829666	0.01428853	0.01490422	-1.011981	0.122168	0.264282	0.11184	0.11228	0.275083	0.114346	1.194283	4.09564e-43	9.57863e-22	3.0294e-09	4	0.299686	0.181017	0.212163	0.307133	0.1823022	6.551119
4950	-256827.5	-256763.2	-64.33916	1.829666	0.02887402	0.01483973	-0.8913564	0.118141	0.257237	0.112974	0.115241	0.281075	0.115331	0.8963473	7.86793e-22	4.19299e-11	7.8927e-05	3.99992	0.300638	0.180771	0.211875	0.306716	0.004990859	179.5978
4960	-256828.3	-256763.9	-64.34169	1.829666	0.01619335	0.01475394	-1.135266	0.122731	0.26359	0.113443	0.109012	0.269583	0.121641	1.140883	3.70355e-38	2.87991e-19	3.2342e-08	4	0.300384	0.181463	0.211696	0.306457	0.005617252	203.1035
4970	-256832.6	-256767.6	-64.9917	1.829666	0.01941089	0.01471774	-0.8073334	0.125165	0.258555	0.114897	0.110372	0.268682	0.122329	0.8389767	5.38546e-32	3.47184e-16	6.1437e-07	4	0.301231	0.181244	0.21144	0.306086	0.03164333	26.51354
4980	-256829	-256763.7	-65.35287	1.829666	0.03028475	0.01459154	-1.038048	0.122131	0.261248	0.110076	0.10847	0.279714	0.118361	1.134254	7.36294e-21	1.28253e-10	0.000125512	3.99987	0.301231	0.181244	0.21144	0.306086	0.09620587	11.78986
4990	-256832.4	-256767	-65.37997	1.829666	0.0300102	0.01489019	-0.7693041	0.121346	0.265623	0.111922	0.113421	0.267344	0.120343	0.83079	4.84391e-21	1.04028e-10	0.00011507	3.99988	0.298585	0.17891	0.213474	0.309031	0.06148595	13.51187
5000	-256837.7	-256770.7	-67.03739	1.829666	0.03338579	0.01447692	-0.7805402	0.118781	0.255879	0.115351	0.110374	0.275584	0.12403	0.9812493	5.16857e-19	1.07426e-09	0.000303152	3.9997	0.298532	0.178924	0.21349	0.309054	0.2007091	4.888913
5010	-256828.9	-256763.9	-64.95668	1.829666	0.01661336	0.01466385	-1.125117	0.124076	0.264435	0.115145	0.105087	0.275091	0.116166	1.16877	3.22501e-37	8.49806e-19	5.06747e-08	4	0.300914	0.178316	0.212765	0.308005	0.04365317	26.77401
5020	-256828.1	-256763.4	-64.66477	1.829666	0.03036858	0.0146651	-1.007846	0.123696	0.263625	0.109856	0.113002	0.272871	0.116951	1.049717	8.35449e-21	1.36615e-10	0.000128845	3.99987	0.301065	0.177904	0.212872	0.308159	0.04187114	25.07018
5030	-256828	-256763.9	-64.07569	1.829666	0.01344386	0.01501057	-0.9218072	0.120383	0.262214	0.109786	0.113364	0.280463	0.11379	0.9319804	9.22636e-46	4.54663e-23	8.55155e-10	4	0.299766	0.180931	0.212166	0.307137	0.01017322	91.61119
5040	-256830.4	-256766	-64.41497	1.829666	0.03297854	0.01476805	-1.169187	0.120733	0.264405	0.116435	0.118104	0.263654	0.116668	1.187181	3.09532e-19	8.31368e-10	0.000272568	3.99973	0.299247	0.181065	0.212323	0.307365	0.01799379	65.97727
5050	-256836.7	-256770.7	-65.96444	1.829666	0.02287586	0.01486959	-0.8358752	0.118957	0.265025	0.115381	0.112547	0.264037	0.124054	0.981459	2.68538e-27	7.75034e-14	5.79564e-06	3.99999	0.299247	0.181065	0.212323	0.307365	0.1455838	6.741542
5060	-256831.9	-256765	-66.87472	1.829666	0.01019704	0.01470368	-0.859781	0.120625	0.2738	0.119092	0.10791	0.26774	0.110833	1.068359	5.08046e-60	3.37481e-30	9.40166e-13	4	0.299007	0.181127	0.212396	0.30747	0.2085781	5.122105
5070	-256831	-256763.2	-67.78727	1.829666	0.03120324	0.01471481	-1.651224	0.122272	0.272296	0.118438	0.106702	0.267598	0.112694	1.705615	2.83247e-20	2.5153e-10	0.00016598	3.99983	0.299007	0.181127	0.212396	0.30747	0.05439096	31.35842
5080	-256828	-256761.6	-66.37382	1.829666	0.0009294323	0.01473719	-0.881443	0.120325	0.274144	0.115247	0.108553	0.264289	0.117443	1.039071	0	0	6.33252e-135	4	0.298627	0.180125	0.212126	0.309122	0.1576284	6.591904
5090	-256829.7	-256764.3	-65.37098	1.829666	0.009280559	0.01448075	-0.839841	0.129491	0.263617	0.117279	0.106214	0.268948	0.114452	0.9113501	7.50518e-66	4.10217e-33	5.79846e-14	4	0.298627	0.180125	0.212126	0.309122	0.07150911	12.74453
5100	-256831.9	-256766.5	-65.37033	1.829666	0.02126888	0.01442364	-0.7707384	0.116424	0.266764	0.118679	0.106109	0.27577	0.116254	0.8050759	2.75809e-29	7.85567e-15	2.24165e-06	4	0.299542	0.17989	0.211849	0.308719	0.03433746	23.44599
5110	-256835.2	-256767.9	-67.30139	1.829666	0.02237787	0.01438496	-1.028123	0.121097	0.263655	0.114638	0.107867	0.271792	0.120952	1.236483	6.97207e-28	3.94928e-14	4.38126e-06	4	0.29969	0.179852	0.211804	0.308654	0.2083596	5.93437
5120	-256829.9	-256765.2	-64.65631	1.829666	0.0256867	0.01442196	-1.241393	0.12725	0.257942	0.117476	0.111355	0.269496	0.116481	1.247913	2.03599e-24	2.13354e-12	2.29373e-05	3.99998	0.300466	0.180318	0.212353	0.306863	0.006519604	191.4093
5130	-256830	-256765.7	-64.31891	1.829666	0.02243681	0.01467246	-1.093954	0.125288	0.267413	0.115665	0.102604	0.274077	0.114953	1.105444	8.20403e-28	4.28399e-14	4.53169e-06	4	0.301182	0.179886	0.211952	0.30698	0.01149022	96.20739
5140	-256828.9	-256764	-64.90797	1.829666	0.007865373	0.01494338	-1.149147	0.116279	0.267493	0.115436	0.104726	0.281078	0.114987	1.188044	1.59618e-77	5.98312e-39	2.19372e-16	4	0.301092	0.179833	0.212188	0.306888	0.03889728	30.54312
5150	-256837.3	-256766.9	-70.41895	1.829666	0.03015819	0.01498489	-0.4579668	0.118233	0.274048	0.113649	0.102115	0.275034	0.11692	0.7768466	6.0762e-21	1.1651e-10	0.00012061	3.99988	0.299235	0.181273	0.210879	0.308612	0.3188797	2.436174
5160	-256832.2	-256767.3	-64.86726	1.829666	0.03835731	0.01462086	-0.7712273	0.12667	0.270873	0.113673	0.102136	0.27552	0.111128	0.7822849	1.12286e-16	1.58272e-08	0.000925488	3.99907	0.299529	0.180469	0.211087	0.308915	0.01105759	70.74643
5170	-256831.1	-256766.2	-64.95676	1.829666	0.02574737	0.01473769	-0.7925218	0.130413	0.253719	0.113605	0.109985	0.275356	0.116923	0.818635	2.31206e-24	2.27358e-12	2.35504e-05	3.99998	0.299353	0.180363	0.210962	0.309322	0.02611322	31.34945
5180	-256828.4	-256764.3	-64.16343	1.829666	0.002441631	0.01434646	-1.050212	0.121315	0.260597	0.115057	0.107241	0.275635	0.120154	1.0515	1.47265e-247	5.74969e-124	1.1378e-51	4	0.300085	0.180804	0.211824	0.307286	0.001288153	816.2849
5190	-256829.5	-256764.4	-65.09627	1.829666	0.01429354	0.01441441	-0.7923068	0.122961	0.270821	0.110401	0.107205	0.271261	0.117351	0.8379083	4.23732e-43	9.7429e-22	3.05085e-09	4	0.300902	0.179258	0.212122	0.307718	0.04560144	18.3746
5200	-256826.7	-256761.1	-65.59853	1.829666	0.002885646	0.01461151	-1.005991	0.123722	0.263791	0.118107	0.106945	0.272974	0.114463	1.111407	1.28682e-209	5.37448e-105	8.5034e-44	4	0.300729	0.179155	0.211999	0.308118	0.1054154	10.54311
5210	-256833.3	-256768.4	-64.91087	1.829666	0.00947077	0.01464363	-1.349879	0.122321	0.270973	0.115524	0.10908	0.270141	0.11196	1.350572	1.5075e-64	1.83846e-32	1.08063e-13	4	0.300729	0.179155	0.211999	0.308118	0.0006928401	1949.327
5220	-256831.6	-256766.5	-65.13211	1.829666	0.02992095	0.01455317	-0.8795029	0.123703	0.273376	0.117084	0.104565	0.269162	0.112109	0.9559527	4.22046e-21	9.71034e-11	0.000111828	3.99989	0.300132	0.181001	0.211578	0.307289	0.07644983	12.50431
5230	-256830.9	-256766.5	-64.47466	1.829666	0.02538324	0.01452384	-1.228787	0.123546	0.259145	0.116935	0.106525	0.27122	0.122629	1.24207	1.06804e-24	1.54532e-12	2.00639e-05	3.99998	0.300132	0.181001	0.211578	0.307289	0.01328336	93.50574
5240	-256827.6	-256762	-65.63757	1.829666	0.02254095	0.01491552	-1.29149	0.12636	0.264202	0.117442	0.105345	0.272572	0.114079	1.363444	1.09142e-27	4.94113e-14	4.80816e-06	4	0.301309	0.17838	0.211818	0.308494	0.07195422	18.94877
5250	-256830.1	-256765.4	-64.70977	1.829666	0.03243994	0.01485592	-1.312032	0.122661	0.257478	0.111609	0.117781	0.277596	0.112874	1.318584	1.54042e-19	5.86517e-10	0.000235837	3.99976	0.298916	0.179952	0.210136	0.310995	0.006551733	201.2572
5260	-256834	-256765.9	-68.1013	1.829666	0.0206098	0.01466743	-0.9827086	0.125155	0.265041	0.113965	0.103937	0.277951	0.113952	1.255977	3.43111e-30	2.7709e-15	1.45468e-06	4	0.298916	0.179952	0.210136	0.310995	0.2732687	4.596126
5270	-256825.5	-256758.8	-66.66444	1.829666	0.02215784	0.0149042	-0.6914328	0.125766	0.258788	0.11626	0.109111	0.275986	0.11409	0.8331557	3.76891e-28	2.90371e-14	3.85633e-06	4	0.300611	0.17907	0.211428	0.308891	0.141723	5.878763
5280	-256822	-256757.4	-64.63029	1.829666	0.001817257	0.01478867	-0.8920719	0.115886	0.269881	0.112925	0.108545	0.274487	0.118275	0.9506064	0	2.50885e-166	2.98561e-69	4	0.300611	0.17907	0.211428	0.308891	0.05853451	16.2401
5290	-256828.1	-256762.3	-65.7712	1.829666	0.01419852	0.01497116	-1.186272	0.127977	0.256771	0.111297	0.110097	0.282364	0.111495	1.288286	2.21417e-43	7.0429e-22	2.66644e-09	4	0.300611	0.17907	0.211428	0.308891	0.1020144	12.62848
5300	-256825.7	-256761.2	-64.51344	1.829666	0.03106087	0.01499435	-1.276835	0.123745	0.261532	0.11707	0.108682	0.273551	0.115421	1.287151	2.31066e-20	2.27185e-10	0.000159116	3.99984	0.299949	0.178676	0.213164	0.308211	0.0103159	124.7735
5310	-256833	-256767.9	-65.09578	1.829666	0.01511175	0.01495824	-0.764027	0.122796	0.259983	0.117649	0.103323	0.281512	0.114738	0.7859477	8.08422e-41	1.34565e-20	9.07044e-09	4	0.300253	0.178857	0.21338	0.30751	0.02192069	35.85414
5320	-256828.1	-256762.3	-65.78292	1.829666	0.0181036	0.01504968	-0.9473874	0.118306	0.266374	0.116259	0.105396	0.274646	0.11902	1.078678	3.10154e-34	2.63504e-17	2.10736e-07	4	0.300253	0.178857	0.21338	0.30751	0.131291	8.215938
5330	-256828.1	-256763.6	-64.46542	1.829666	0.02004368	0.01465356	-0.9263404	0.117484	0.265301	0.119755	0.108565	0.273739	0.115157	0.9597955	5.13332e-31	1.07183e-15	9.8082e-07	4	0.299197	0.177698	0.211997	0.311109	0.03345514	28.68903
5340	-256831.7	-256766.3	-65.36646	1.829666	0.004671865	0.01480234	-1.341108	0.120887	0.262813	0.114367	0.111036	0.274581	0.116315	1.361079	7.57981e-130	4.12419e-65	3.04288e-27	4	0.299581	0.176641	0.212269	0.311509	0.01997052	68.15441
5350	-256826.5	-256762.2	-64.236	1.829666	0.006044933	0.01463217	-1.057619	0.123928	0.265824	0.113837	0.107908	0.277727	0.110777	1.071296	1.41705e-100	1.78299e-50	3.61104e-21	4	0.299581	0.176641	0.212269	0.311509	0.01367665	78.33028
5360	-256837.4	-256771.6	-65.87043	1.829666	0.008862161	0.01442784	-0.6817617	0.120535	0.265332	0.10982	0.107708	0.277212	0.119392	0.7276182	6.49555e-69	1.20686e-34	1.34203e-14	4	0.299283	0.17746	0.212058	0.311199	0.04585658	15.86726
5370	-256829.6	-256765.4	-64.22006	1.829666	0.009120289	0.01483035	-1.126184	0.127457	0.263557	0.11372	0.106334	0.279054	0.109879	1.145415	5.43699e-67	1.10413e-33	3.36319e-14	4	0.299283	0.17746	0.212058	0.311199	0.01923104	59.56077
5380	-256823.7	-256759.1	-64.50604	1.829666	0.01965789	0.01481914	-1.143409	0.122971	0.267792	0.115547	0.103585	0.277859	0.112246	1.165408	1.32107e-31	5.43755e-16	7.40093e-07	4	0.298397	0.179752	0.214797	0.307055	0.02199908	52.97532
5390	-256821.4	-256756.2	-65.18367	1.829666	0.001321482	0.01457415	-0.8213694	0.121833	0.266622	0.112162	0.106298	0.275066	0.11802	0.8733365	0	1.79038e-228	4.80745e-95	4	0.299444	0.180383	0.21204	0.308133	0.0519671	16.80557
5400	-256824.3	-256759.6	-64.7131	1.829666	0.01778845	0.01487647	-1.117488	0.121698	0.264634	0.114668	0.107214	0.274156	0.11763	1.156922	7.9873e-35	1.33724e-17	1.59035e-07	4	0.298545	0.179842	0.211404	0.310209	0.03943374	29.33838
5410	-256826.4	-256757.9	-68.45207	1.829666	0.02161155	0.01453039	-1.092164	0.120926	0.262789	0.11562	0.105625	0.276433	0.118606	1.368285	7.75214e-29	1.31697e-14	2.77769e-06	4	0.298657	0.179909	0.211483	0.309951	0.2761215	4.955374
5420	-256825.3	-256760.2	-65.09718	1.829666	0.01835244	0.01451555	-1.071361	0.121019	0.263642	0.115432	0.11336	0.267448	0.119099	1.135774	8.75921e-34	4.42814e-17	2.61392e-07	4	0.299109	0.180181	0.210291	0.31042	0.06441219	17.6329
5430	-256833.8	-256767.1	-66.7573	1.829666	0.02548294	0.01463875	-1.525791	0.117328	0.264102	0.115633	0.103922	0.284298	0.114716	1.548428	1.32245e-24	1.71953e-12	2.09732e-05	3.99998	0.299109	0.180181	0.210291	0.31042	0.02263673	68.40333
5440	-256836	-256771.2	-64.76935	1.829666	0.03752091	0.01475346	-1.259849	0.125894	0.264774	0.111357	0.103111	0.281889	0.112975	1.271328	5.01765e-17	1.05809e-08	0.000783096	3.99922	0.299778	0.180916	0.211149	0.308156	0.0114788	110.7544
5450	-256836.7	-256772	-64.72876	1.829666	0.03675515	0.01493896	-0.8867063	0.117327	0.258247	0.11459	0.117349	0.276507	0.11598	0.9411929	2.32408e-17	7.20156e-09	0.00066756	3.99933	0.300065	0.181089	0.210395	0.308451	0.05448663	17.27383
5460	-256833.8	-256770	-63.81027	1.829666	0.02094803	0.01504086	-1.210838	0.124267	0.264772	0.112851	0.0999791	0.279005	0.119126	1.212348	1.01642e-29	4.769e-15	1.8223e-06	4	0.300065	0.181089	0.210395	0.308451	0.001510323	802.708
5470	-256827	-256762.8	-64.23399	1.829666	0.006529774	0.01532137	-1.084926	0.122945	0.26129	0.119215	0.107836	0.270936	0.117778	1.133911	3.52e-93	8.88607e-47	1.23662e-19	4	0.300815	0.177471	0.211558	0.310156	0.04898486	23.14819
5480	-256831.7	-256765	-66.61348	1.829666	0.01655925	0.01545077	-0.7714308	0.12444	0.260392	0.112249	0.101158	0.28278	0.118981	0.9734359	2.4554e-37	7.41512e-19	4.78875e-08	4	0.301328	0.17878	0.213119	0.306772	0.2020052	4.818867
5490	-256833.5	-256769.9	-63.64775	1.829666	0.01510283	0.01544918	-1.184212	0.124071	0.256307	0.112234	0.112323	0.278066	0.116998	1.189887	7.65803e-41	1.3097e-20	8.96908e-09	4	0.298927	0.179395	0.213851	0.307827	0.005674641	209.6849
5500	-256831.5	-256765.2	-66.38271	1.829666	0.002537002	0.01539042	-1.01704	0.129508	0.262132	0.114785	0.105633	0.269452	0.11849	1.225917	2.73863e-238	2.47947e-119	9.54201e-50	4	0.299253	0.178501	0.214084	0.308162	0.208877	5.869085
5510	-256825.4	-256761.4	-64.05417	1.829666	0.01681275	0.0155916	-0.8789534	0.124711	0.261157	0.112976	0.106409	0.281608	0.113139	0.9174898	8.67596e-37	1.39382e-18	6.22254e-08	4	0.299253	0.178501	0.214084	0.308162	0.03853637	23.80841
5520	-256833.8	-256768.8	-65.06709	1.829666	0.02270198	0.01587684	-1.480328	0.127236	0.263418	0.110639	0.0992631	0.284045	0.115399	1.49663	1.68827e-27	6.14533e-14	5.26361e-06	3.99999	0.297865	0.179422	0.214276	0.308437	0.01630207	91.80612
5530	-256829.7	-256766	-63.68251	1.829666	0.02267042	0.01555491	-0.9036184	0.12783	0.264646	0.117127	0.112867	0.258666	0.118863	0.9197447	1.55069e-27	5.88964e-14	5.1716e-06	3.99999	0.297865	0.179422	0.214276	0.308437	0.01612625	57.03401
5540	-256831.6	-256765.5	-66.03935	1.829666	0.01147407	0.0151452	-1.018703	0.119496	0.258937	0.113831	0.116091	0.274154	0.117492	1.207632	1.89275e-53	6.51323e-27	2.17156e-11	4	0.297157	0.178996	0.21271	0.311137	0.1889295	6.391974
5550	-256841.6	-256773.3	-68.327	1.829666	0.009797732	0.01548736	-0.6099491	0.124796	0.26026	0.110438	0.106133	0.278254	0.120119	0.8928762	1.99368e-62	2.11418e-31	2.97774e-13	4	0.299381	0.180336	0.214302	0.305981	0.282927	3.155853
5560	-256837.1	-256771.4	-65.62268	1.829666	0.004395152	0.01534634	-1.408839	0.117543	0.261787	0.112673	0.108625	0.283885	0.115486	1.481533	5.83741e-138	3.61935e-69	6.30392e-29	4	0.299426	0.180363	0.214185	0.306027	0.07269386	20.38044
5570	-256832.8	-256768.7	-64.12295	1.829666	0.02758601	0.01527768	-1.158279	0.128978	0.260259	0.118511	0.100156	0.269784	0.122311	1.202734	8.36362e-23	1.36722e-11	4.95778e-05	3.99995	0.298509	0.17949	0.214131	0.30787	0.04445529	27.05491
5580	-256832.4	-256768.4	-63.96091	1.829666	0.007863242	0.01555705	-1.071297	0.118742	0.255821	0.11649	0.108989	0.279732	0.120225	1.107751	1.52172e-77	5.84191e-39	2.17208e-16	4	0.299541	0.180111	0.214909	0.305439	0.03645359	30.38797
5590	-256832.7	-256768.7	-64.06237	1.829666	0.02292113	0.01566138	-0.8053106	0.130207	0.256269	0.116071	0.106758	0.278723	0.111972	0.805615	3.02675e-27	8.2282e-14	5.94133e-06	3.99999	0.299705	0.180491	0.213682	0.306122	0.0003044738	2645.926
5600	-256829.7	-256765.4	-64.2717	1.829666	0.02146585	0.01569875	-0.8095714	0.126789	0.253133	0.11465	0.112809	0.274216	0.118402	0.8280222	5.01579e-29	1.05935e-14	2.53778e-06	4	0.297709	0.180099	0.213218	0.308974	0.0184508	44.8773
5610	-256837.4	-256773.4	-64.01385	1.829666	0.003192129	0.01551408	-1.235636	0.115003	0.274473	0.114905	0.104107	0.272847	0.118665	1.256521	1.38478e-189	5.57516e-95	1.22057e-39	4	0.297709	0.180099	0.213218	0.308974	0.02088449	60.16524
5620	-256831	-256767.5	-63.47866	1.829666	0.03476798	0.01557791	-1.026761	0.119736	0.266667	0.119906	0.106034	0.275033	0.112624	1.032098	2.69267e-18	2.45169e-09	0.000426913	3.99957	0.297888	0.180208	0.213347	0.308558	0.005336429	193.4061
5630	-256830.7	-256765.2	-65.44041	1.829666	0.008590611	0.01542968	-0.8332138	0.118375	0.269017	0.117696	0.106112	0.277266	0.111534	0.9577896	4.62565e-71	1.01846e-35	4.80998e-15	4	0.297888	0.180208	0.213347	0.308558	0.1245758	7.688408
5640	-256829.8	-256762.4	-67.42157	1.829666	0.005347067	0.01486596	-1.286012	0.121409	0.260205	0.116439	0.10731	0.275697	0.11894	1.473854	1.42102e-113	5.64656e-57	7.24743e-24	4	0.300831	0.179452	0.212452	0.307264	0.1878416	7.846259
5650	-256829.7	-256765.2	-64.4782	1.829666	0.02049651	0.01535125	-0.9425084	0.12445	0.264124	0.108977	0.109998	0.27363	0.118821	1.012977	2.36576e-30	2.30087e-15	1.34668e-06	4	0.299842	0.178862	0.210834	0.310463	0.07046866	14.37486
5660	-256823.9	-256760.2	-63.64062	1.829666	0.01875854	0.01516687	-1.170143	0.119799	0.264866	0.113689	0.107855	0.279317	0.114474	1.174278	4.4941e-33	1.00299e-16	3.66981e-07	4	0.298513	0.178069	0.21433	0.309088	0.004135207	283.9709
5670	-256831.5	-256767.7	-63.77707	1.829666	0.01504511	0.0153756	-1.042738	0.12062	0.266682	0.115336	0.103326	0.279404	0.114632	1.068035	5.38479e-41	1.09824e-20	8.33704e-09	4	0.299111	0.178426	0.212756	0.309707	0.02529739	42.21917
5680	-256837	-256771.8	-65.23237	1.829666	0.02180049	0.01488312	-1.384486	0.118992	0.269544	0.113778	0.101931	0.282579	0.113176	1.423302	1.3516e-28	1.73893e-14	3.11726e-06	4	0.29854	0.179995	0.212349	0.309115	0.03881543	36.66845
5690	-256842.4	-256777.1	-65.27043	1.829666	0.03401022	0.01504504	-0.7960464	0.123784	0.264695	0.106371	0.105758	0.283922	0.115471	0.882301	1.10769e-18	1.57258e-09	0.00035508	3.99964	0.300645	0.179455	0.211712	0.308188	0.08625467	10.22902
5700	-256836	-256771.3	-64.69584	1.829666	0.03250843	0.01555001	-1.252538	0.119452	0.2658	0.119667	0.113753	0.266256	0.115072	1.290495	1.68553e-19	6.13517e-10	0.000240283	3.99976	0.300903	0.17875	0.211894	0.308452	0.03795645	33.99936
5710	-256829.1	-256765.1	-63.91437	1.829666	0.02406611	0.01482759	-0.8765746	0.122035	0.263103	0.11493	0.106805	0.273229	0.119898	0.8784483	5.37732e-26	3.46782e-13	1.07927e-05	3.99999	0.29862	0.179334	0.212586	0.30946	0.001873629	468.8486
5720	-256829.7	-256765.3	-64.40873	1.829666	0.002013879	0.01510831	-0.8472496	0.121714	0.261689	0.113328	0.112627	0.273323	0.117319	0.8729361	6.2189e-300	3.73653e-150	1.53966e-62	4	0.29862	0.179334	0.212586	0.30946	0.02568654	33.98418
5730	-256828	-256764	-63.92166	1.829666	0.02569024	0.01499454	-0.9637277	0.118431	0.266075	0.115227	0.103862	0.277121	0.119285	0.9750908	2.05121e-24	2.1415e-12	2.29727e-05	3.99998	0.30177	0.178529	0.211631	0.30807	0.0113631	85.81203
5740	-256831.4	-256766.8	-64.6353	1.829666	0.01387971	0.01505176	-1.050271	0.122584	0.268831	0.117003	0.103329	0.274637	0.113617	1.116155	2.35102e-44	2.29502e-22	1.67431e-09	4	0.30095	0.17962	0.212196	0.307234	0.06588445	16.94111
5750	-256826.5	-256762.1	-64.42765	1.829666	0.01441118	0.01494557	-0.7919289	0.124206	0.265002	0.116408	0.105621	0.270724	0.11804	0.7986334	9.3528e-43	1.44747e-21	3.59559e-09	4	0.298247	0.180499	0.212517	0.308737	0.006704541	119.1183
5760	-256835	-256763.5	-71.4455	1.829666	0.002979823	0.01510855	0.6561136	0.125335	0.270687	0.116922	0.102697	0.27192	0.112438	0.4447659	5.053e-203	1.065e-101	1.98597e-42	4	0.298247	0.180499	0.212517	0.308737	1.10088	0.4040096
5770	-256826.3	-256760.2	-66.06621	1.829666	0.005687475	0.01467152	0.9166672	0.123239	0.265773	0.115125	0.106997	0.27245	0.116416	0.04032077	7.79315e-107	1.32229e-53	1.81408e-22	4	0.300868	0.178249	0.212366	0.308518	0.956988	0.042133
5780	-256826	-256760	-66.08188	1.829666	0.01371803	0.01488562	0.9329108	0.11947	0.265433	0.118779	0.106397	0.275404	0.114518	0.03830359	7.24505e-45	1.27405e-22	1.31148e-09	4	0.299701	0.179551	0.212442	0.308305	0.9712144	0.03943887
5790	-256833.9	-256762.3	-71.60487	1.829666	0.02175462	0.01501855	0.652302	0.126971	0.262892	0.114005	0.109076	0.272768	0.114288	0.4725387	1.182e-28	1.62618e-14	3.03174e-06	4	0.299629	0.179749	0.212391	0.308231	1.124841	0.4200939
5800	-256830.6	-256763.9	-66.76291	1.829666	0.0148426	0.01473857	1.440106	0.126723	0.263595	0.118199	0.108863	0.269468	0.113151	0.05420984	1.5318e-41	5.85764e-21	6.42282e-09	4	0.299629	0.179749	0.212391	0.308231	1.494316	0.03627737
5810	-256828.8	-256760.5	-68.2583	1.829666	0.02250531	0.01512911	1.034483	0.125665	0.265947	0.112522	0.109834	0.271872	0.114161	0.2298832	9.90135e-28	4.7063e-14	4.71198e-06	4	0.299629	0.179749	0.212391	0.308231	1.264366	0.181817
5820	-256824.4	-256758.5	-65.87291	1.829666	0.02292358	0.01492517	1.21215	0.121544	0.25939	0.116469	0.110626	0.278843	0.113127	0.05221586	3.04643e-27	8.25491e-14	5.94933e-06	3.99999	0.299629	0.179749	0.212391	0.308231	1.264366	0.04129806
5830	-256833.6	-256765.6	-67.97953	1.829666	0.02212085	0.01545948	0.7286763	0.122988	0.258832	0.110008	0.110691	0.283637	0.113843	0.1613132	3.3945e-28	2.75572e-14	3.77352e-06	4	0.299629	0.179749	0.212391	0.308231	0.8899895	0.1812529
5840	-256835	-256766	-68.94857	1.829666	0.02377453	0.01495081	0.595292	0.130269	0.26321	0.107515	0.107729	0.28018	0.111097	0.1207741	2.65322e-26	2.43597e-13	9.3214e-06	3.99999	0.298589	0.179227	0.214847	0.307337	0.7160661	0.1686633
5850	-256831.9	-256763.9	-67.97513	1.829666	0.02080652	0.01505301	1.737075	0.12375	0.27114	0.112755	0.103693	0.271014	0.117648	0.009705416	6.48051e-30	3.80803e-15	1.65984e-06	4	0.300411	0.180321	0.210054	0.309213	1.746781	0.005556173
5860	-256832.6	-256767.3	-65.2624	1.829666	0.01623054	0.01515572	1.07438	0.126562	0.263066	0.115317	0.106612	0.271462	0.116981	0.01105463	4.50623e-38	3.1767e-19	3.36856e-08	4	0.301168	0.180126	0.209827	0.308879	1.085435	0.01018452
5870	-256828.2	-256762.8	-65.4447	1.829666	0.0142267	0.01511961	0.9425009	0.115582	0.267688	0.112714	0.108747	0.276232	0.119036	0.002786775	2.68671e-43	7.7581e-22	2.77564e-09	4	0.301642	0.178834	0.210157	0.309366	0.9452877	0.002948071
5880	-256826.9	-256759.8	-67.10072	1.829666	0.0147163	0.01529854	1.467978	0.121399	0.268749	0.111608	0.109573	0.273519	0.115152	0.06525439	6.87209e-42	3.92348e-21	5.43868e-09	4	0.299368	0.179416	0.210842	0.310373	1.533232	0.04256002
5890	-256832.4	-256766.3	-66.11239	1.829666	0.003861021	0.01491248	1.278793	0.123183	0.267747	0.111388	0.113006	0.26975	0.114926	0.04315295	6.54875e-157	1.21233e-78	7.36461e-33	4	0.299439	0.179223	0.210891	0.310447	1.321946	0.0326435
5900	-256833.9	-256765.6	-68.2299	1.829666	0.02475737	0.01516632	0.7032812	0.122152	0.266654	0.116289	0.1118	0.268649	0.114457	0.1518699	2.68546e-25	7.7492e-13	1.50671e-05	3.99998	0.299439	0.179223	0.210891	0.310447	0.8551511	0.1775943
5910	-256835	-256767.9	-67.15765	1.829666	0.01594352	0.015246	1.401611	0.125881	0.261417	0.110615	0.110506	0.280206	0.111375	0.0797266	9.68402e-39	1.47268e-19	2.44844e-08	4	0.298853	0.178873	0.212434	0.30984	1.481338	0.05382068
5920	-256837.7	-256771.3	-66.34406	1.829666	0.03260997	0.01491983	1.245767	0.120886	0.264808	0.113513	0.106169	0.273389	0.121235	0.0538686	1.92485e-19	6.55621e-10	0.000246992	3.99975	0.298853	0.178873	0.212434	0.30984	1.299635	0.04144902
