Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_plstm	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_plstm[1]	rates_plstm[2]	rates_plstm[3]	rates_plstm[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
210	-257109.8	-257046.6	-63.23798	1.925138	0.0221893	0.01974206	-0.8229366	0.125725	0.276839	0.113028	0.103252	0.266665	0.114491	0.8697762	4.11844e-28	3.03536e-14	3.92795e-06	4	0.298984	0.180205	0.212798	0.308013	0.0468396	18.56925
220	-257103.3	-257040.2	-63.13699	1.925138	0.01940934	0.01951016	-0.9459626	0.127859	0.261042	0.118045	0.105427	0.271193	0.116435	1.009811	5.35492e-32	3.46199e-16	6.13645e-07	4	0.298984	0.180205	0.212798	0.308013	0.06384804	15.81584
230	-257111.9	-257045.6	-66.25824	1.925138	0.01020973	0.01977724	-1.597727	0.127648	0.273339	0.114382	0.103331	0.269278	0.112021	1.742126	6.01586e-60	3.67237e-30	9.73721e-13	4	0.298984	0.180205	0.212798	0.308013	0.1443984	12.06472
240	-257113.1	-257046.9	-66.15871	1.925138	0.01058828	0.01917383	-1.225949	0.12583	0.269447	0.112753	0.10766	0.265443	0.118866	1.470171	7.71817e-58	4.15949e-29	2.66628e-12	4	0.298984	0.180205	0.212798	0.308013	0.2442219	6.019816
250	-257103.6	-257040.5	-63.09908	1.925138	0.02544528	0.0187699	-1.108414	0.12018	0.259981	0.116432	0.109928	0.271776	0.121702	1.181344	1.22015e-24	1.65169e-12	2.06258e-05	3.99998	0.300427	0.179834	0.21236	0.307379	0.07293008	16.19831
260	-257100.9	-257036.7	-64.2037	1.925138	0.02586753	0.01931725	-0.8302085	0.122415	0.257121	0.115151	0.108719	0.283683	0.112911	0.9496413	2.96905e-24	2.57641e-12	2.48046e-05	3.99998	0.300518	0.179811	0.212332	0.307339	0.1194329	7.951257
270	-257094.2	-257031.1	-63.05607	1.925138	0.0281591	0.01908727	-1.133336	0.121464	0.266162	0.115731	0.106401	0.277636	0.112606	1.200432	2.32557e-22	2.27974e-11	6.12944e-05	3.99994	0.300518	0.179811	0.212332	0.307339	0.06709665	17.89109
280	-257099.7	-257036.8	-62.91783	1.925138	0.006526151	0.01914316	-1.064085	0.121297	0.265796	0.115409	0.103304	0.277254	0.116939	1.122637	3.12862e-93	8.37751e-47	1.20674e-19	4	0.300518	0.179811	0.212332	0.307339	0.05855222	19.17326
290	-257099.6	-257034.4	-65.2422	1.904369	0.003092592	0.01937534	-1.636691	0.11855	0.269162	0.114781	0.105459	0.275745	0.116302	1.699205	1.17758e-195	5.14121e-98	6.71193e-41	4	0.300518	0.179811	0.212332	0.307339	0.06251399	27.18119
300	-257095.9	-257030.5	-65.33148	1.904369	0.02348596	0.01925736	-1.350362	0.122398	0.26725	0.11638	0.10471	0.273786	0.115476	1.516183	1.29612e-26	1.70262e-13	8.03403e-06	3.99999	0.300518	0.179811	0.212332	0.307339	0.1658207	9.143507
310	-257101.6	-257036.2	-65.40513	1.904369	0.008226893	0.01876878	-1.394903	0.120623	0.263375	0.116696	0.115688	0.269816	0.113802	1.535748	3.68761e-74	2.87572e-37	1.09442e-15	4	0.300774	0.178539	0.213087	0.3076	0.1408455	10.90377
320	-257099.5	-257033.7	-65.81417	1.904369	0.01500813	0.01856284	-1.502973	0.115871	0.261639	0.118571	0.114926	0.275941	0.113052	1.633519	4.29134e-41	9.8042e-21	7.95349e-09	4	0.300774	0.178539	0.213087	0.3076	0.1305459	12.51298
330	-257097.7	-257033.4	-64.32209	1.904369	0.01987828	0.01863522	-0.8199042	0.124036	0.261449	0.118173	0.108657	0.275014	0.112672	0.9237638	2.88718e-31	8.03838e-16	8.70433e-07	4	0.300774	0.178539	0.213087	0.3076	0.1038597	8.894346
340	-257097.9	-257033.7	-64.21806	1.904369	0.006587858	0.01875026	-0.9684936	0.119878	0.269355	0.116246	0.105357	0.270529	0.118635	1.09811	2.28808e-92	2.26554e-46	1.82361e-19	4	0.300774	0.178539	0.213087	0.3076	0.1296168	8.471974
350	-257098.3	-257033.6	-64.79442	1.904369	0.01708391	0.01874147	-1.152625	0.123394	0.255357	0.119655	0.112286	0.278463	0.110845	1.313708	3.21121e-36	2.68146e-18	8.16385e-08	4	0.300774	0.178539	0.213087	0.3076	0.1610825	8.155497
360	-257096	-257032.5	-63.45208	1.904369	0.006126863	0.01846914	-1.332998	0.120238	0.261714	0.113804	0.112128	0.278071	0.114046	1.368202	3.04246e-99	8.26164e-50	6.82354e-21	4	0.300774	0.178539	0.213087	0.3076	0.03520433	38.86459
370	-257097.2	-257033.3	-63.84876	1.904369	0.02019752	0.01898602	-1.13024	0.120238	0.261714	0.113804	0.112128	0.278071	0.114046	1.228711	8.69299e-31	1.39477e-15	1.09409e-06	4	0.300774	0.178539	0.213087	0.3076	0.09847153	12.47783
380	-257098.1	-257034.3	-63.79343	1.904369	0.03308423	0.01845513	-0.8512556	0.119617	0.268241	0.113216	0.113147	0.269733	0.116046	0.9203229	3.54016e-19	8.89095e-10	0.000280267	3.99972	0.300774	0.178539	0.213087	0.3076	0.06906735	13.32501
390	-257103.2	-257039.5	-63.65387	1.904369	0.02139616	0.01900317	-1.145363	0.119939	0.268964	0.117064	0.107214	0.27046	0.116359	1.240273	4.06432e-29	9.53604e-15	2.42942e-06	4	0.300774	0.178539	0.213087	0.3076	0.09490959	13.06794
400	-257104.7	-257041.8	-62.91181	1.904369	0.02252689	0.01921193	-1.008436	0.120198	0.269544	0.1147	0.110813	0.276064	0.108681	1.054662	1.05031e-27	4.8472e-14	4.77002e-06	4	0.300885	0.178605	0.212795	0.307715	0.04622558	22.81555
410	-257103.9	-257040.6	-63.31563	1.904369	0.02626299	0.01897413	-1.243891	0.127001	0.259733	0.1141	0.114191	0.274333	0.110642	1.302997	6.65347e-24	3.8567e-12	2.93244e-05	3.99997	0.300885	0.178605	0.212795	0.307715	0.0591059	22.04513
420	-257109.6	-257046.1	-63.4938	1.904369	0.009044338	0.01923148	-1.034999	0.122497	0.269688	0.115944	0.106383	0.275512	0.109976	1.133328	1.51709e-67	5.83241e-34	2.58058e-14	4	0.300885	0.178605	0.212795	0.307715	0.09832931	11.52584
430	-257100.2	-257036.1	-64.09212	1.904369	0.009812719	0.01912204	-0.9012811	0.12106	0.272056	0.114319	0.109348	0.268456	0.114761	1.035507	2.47459e-62	2.3554e-31	3.11431e-13	4	0.300885	0.178605	0.212795	0.307715	0.1342256	7.714672
440	-257094.6	-257032.2	-62.42039	1.904369	0.007283749	0.01931124	-0.9916621	0.118861	0.267115	0.115219	0.107361	0.274954	0.116489	1.011959	1.23248e-83	5.25774e-42	1.1825e-17	4	0.300516	0.179614	0.212534	0.307337	0.02029682	49.858
450	-257090.2	-257027.6	-62.59456	1.904369	0.02168206	0.01922018	-1.137899	0.120967	0.266017	0.114032	0.109766	0.272122	0.117096	1.178184	9.55025e-29	1.46174e-14	2.90055e-06	4	0.300516	0.179614	0.212534	0.307337	0.04028571	29.24571
460	-257098.8	-257036.5	-62.29454	1.904369	0.01953514	0.01922266	-1.244767	0.125393	0.260983	0.118204	0.104724	0.269658	0.121038	1.262002	8.48183e-32	4.35702e-16	6.75086e-07	4	0.300036	0.180922	0.212195	0.306847	0.01723535	73.22176
470	-257100.7	-257037.9	-62.81508	1.904369	0.02340409	0.01953592	-1.053183	0.126209	0.258347	0.11754	0.106367	0.269711	0.121826	1.108275	1.05432e-26	1.53562e-13	7.69714e-06	3.99999	0.298984	0.180287	0.211728	0.309001	0.0550916	20.11695
480	-257093.7	-257029.6	-64.11692	1.904369	0.008339178	0.01857659	-1.201237	0.123875	0.265277	0.113377	0.106006	0.276945	0.11452	1.307573	3.56548e-73	8.94186e-37	1.75251e-15	4	0.298984	0.180287	0.211728	0.309001	0.1063368	12.29653
490	-257090.8	-257028.1	-62.72547	1.904369	0.008421046	0.01873912	-1.033016	0.123856	0.2646	0.115342	0.105735	0.276239	0.114228	1.045727	1.79471e-72	2.00615e-36	2.4508e-15	4	0.300425	0.179917	0.211292	0.308366	0.01271106	82.26906
500	-257092	-257027.4	-64.60311	1.904369	0.002377637	0.01838745	-1.199547	0.123578	0.264008	0.117324	0.105498	0.27562	0.113972	1.329063	3.39903e-254	2.76233e-127	4.77331e-53	4	0.300425	0.179917	0.211292	0.308366	0.1295157	10.26179
510	-257092.3	-257028.3	-63.99792	1.904369	0.0002100657	0.01858073	-0.8767484	0.124625	0.25944	0.117042	0.106392	0.277565	0.114937	0.9638032	0	0	0	4	0.300853	0.178748	0.211593	0.308806	0.08705476	11.07123
520	-257094.9	-257030.9	-64.00647	1.904369	0.0003266347	0.01836458	-0.7601415	0.125499	0.262477	0.117914	0.0986813	0.279634	0.115794	0.7808257	0	0	0	4	0.300853	0.178748	0.211593	0.308806	0.02068422	37.74983
530	-257090.2	-257027.6	-62.62762	1.904369	0.0001293964	0.01843504	-1.145804	0.121684	0.263268	0.11827	0.0989787	0.280477	0.117323	1.162669	0	0	0	4	0.300853	0.178748	0.211593	0.308806	0.01686529	68.93861
540	-257091.1	-257027.9	-63.13397	1.904369	0.0007713906	0.01885737	-1.129172	0.11989	0.264343	0.118241	0.107357	0.275097	0.115073	1.182128	0	0	1.823e-162	4	0.300002	0.178243	0.213824	0.307932	0.05295585	22.32289
550	-257095.1	-257031.4	-63.74056	1.904369	0.009585732	0.01850551	-1.401815	0.129011	0.263355	0.117721	0.102638	0.272631	0.114643	1.430552	8.72277e-64	4.42231e-32	1.55554e-13	4	0.299609	0.178009	0.213543	0.308839	0.02873682	49.78114
560	-257096.2	-257031.7	-64.53286	1.904369	0.01900643	0.01869083	-0.7190914	0.128122	0.259779	0.118051	0.101678	0.278798	0.113572	0.7700623	1.17822e-32	1.62397e-16	4.48221e-07	4	0.299609	0.178009	0.213543	0.308839	0.05097087	15.10789
570	-257100.7	-257037	-63.72045	1.904369	0.004186977	0.01838199	-0.9149854	0.128758	0.256003	0.116335	0.110805	0.274744	0.113355	0.9897166	9.0262e-145	1.42325e-72	2.43373e-30	4	0.299609	0.178009	0.213543	0.308839	0.07473112	13.2437
580	-257095.6	-257033	-62.68405	1.904369	0.0254271	0.0193136	-1.012298	0.125693	0.25861	0.114249	0.11137	0.276145	0.113932	1.0333	1.17354e-24	1.61984e-12	2.04599e-05	3.99998	0.300719	0.178669	0.211967	0.308646	0.02100169	49.20079
590	-257097.3	-257030.6	-66.71294	1.904369	0.002339207	0.01898265	-0.9101965	0.125286	0.264212	0.112419	0.109271	0.275249	0.113563	1.220806	2.35127e-258	2.29747e-129	6.53933e-54	4	0.300719	0.178669	0.211967	0.308646	0.3106097	3.930354
600	-257098.8	-257034.7	-64.07234	1.694736	0.004815895	0.0192616	-0.769152	0.126762	0.26238	0.11623	0.108514	0.27334	0.112775	0.8344724	5.41707e-126	3.48647e-63	1.919e-26	4	0.300812	0.178414	0.212032	0.308742	0.06532036	12.77507
610	-257093.7	-257031.4	-62.30042	1.694736	0.008806676	0.01865551	-1.165571	0.126651	0.26215	0.116128	0.109293	0.273101	0.112677	1.169798	2.42435e-69	7.37309e-35	1.09381e-14	4	0.301411	0.178769	0.212454	0.307366	0.004227423	276.7166
620	-256844	-256781.2	-62.86943	1.694736	0.01491269	0.01702501	-1.220218	0.127063	0.26457	0.11688	0.110613	0.267469	0.113406	1.250104	2.37601e-41	7.29529e-21	7.03532e-09	4	0.301193	0.178639	0.213025	0.307143	0.02988674	41.82806
630	-256840.5	-256777.2	-63.24671	1.694736	0.02376181	0.01781992	-0.8995711	0.126906	0.26189	0.117265	0.107894	0.267138	0.118907	0.9594287	2.57165e-26	2.39823e-13	9.26121e-06	3.99999	0.29909	0.178977	0.211093	0.31084	0.05985755	16.02853
640	-256834.9	-256772.5	-62.3584	1.694736	0.02545967	0.01750513	-1.05799	0.123846	0.256837	0.114438	0.110257	0.275407	0.119216	1.090183	1.25831e-24	1.67732e-12	2.0758e-05	3.99998	0.299767	0.179382	0.211571	0.309279	0.03219284	33.86415
650	-256838.6	-256774.3	-64.32731	1.694736	0.003728032	0.01705393	-1.477831	0.124492	0.258176	0.115034	0.105618	0.276843	0.119837	1.543909	1.79319e-162	2.00613e-81	5.16212e-34	4	0.301115	0.179037	0.211164	0.308684	0.06607807	23.36493
660	-256837.1	-256772.9	-64.21511	1.694736	0.01030415	0.01678971	-1.271262	0.123537	0.2657	0.116304	0.108594	0.275905	0.109959	1.362502	2.08769e-59	6.84113e-30	1.26057e-12	4	0.299285	0.179582	0.213014	0.30812	0.09123997	14.93317
670	-256838	-256775	-63.04507	1.694736	0.01024417	0.01675752	-0.9778432	0.123689	0.264915	0.110449	0.116488	0.275089	0.10937	1.016588	9.496e-60	4.61389e-30	1.07046e-12	4	0.300854	0.179179	0.212537	0.30743	0.03874447	26.23827
680	-256837.3	-256773.1	-64.1935	1.694736	0.03276918	0.01673354	-0.7987867	0.125191	0.260227	0.115976	0.112206	0.270222	0.116177	0.8528449	2.36639e-19	7.26929e-10	0.000257802	3.99974	0.299906	0.178614	0.215019	0.30646	0.05405824	15.77641
690	-256829.8	-256766.9	-62.88397	1.694736	0.02517282	0.0168021	-1.146795	0.118823	0.264271	0.117459	0.101579	0.285378	0.112489	1.164977	6.76615e-25	1.22999e-12	1.82511e-05	3.99998	0.301024	0.179281	0.212091	0.307603	0.01818238	64.07177
700	-256831.7	-256768.1	-63.62779	1.694736	0.02462742	0.01684904	-1.154175	0.132125	0.252542	0.115083	0.105418	0.279606	0.115227	1.223441	1.99852e-25	6.68508e-13	1.41714e-05	3.99999	0.300351	0.178879	0.214045	0.306724	0.06926658	17.66279
710	-256829.9	-256765.6	-64.28174	1.694736	0.008565702	0.01673195	-0.899522	0.131363	0.260995	0.114419	0.10481	0.277994	0.110419	1.004738	2.89313e-71	8.0546e-36	4.36366e-15	4	0.300351	0.178879	0.214045	0.306724	0.1052158	9.549302
720	-256824.6	-256761.3	-63.28837	1.708947	0.0136576	0.0168468	-1.153124	0.127189	0.261869	0.115491	0.108471	0.270734	0.116246	1.213971	4.63282e-45	1.0188e-22	1.19527e-09	4	0.300351	0.178879	0.214045	0.306724	0.06084647	19.95138
730	-256832	-256768.7	-63.32178	1.708947	0.009426188	0.01644158	-0.8564752	0.118257	0.271518	0.114907	0.111384	0.267243	0.116691	0.8737844	7.54405e-65	1.30056e-32	9.36027e-14	4	0.30068	0.179076	0.212428	0.307815	0.0173092	50.48092
740	-256832.9	-256767.7	-65.21	1.708947	0.01995341	0.0161276	-1.380865	0.126443	0.268965	0.110196	0.107092	0.26473	0.122575	1.476469	3.75406e-31	9.16599e-16	9.19166e-07	4	0.297825	0.179618	0.213809	0.308748	0.09560493	15.44345
750	-256825.8	-256760.7	-65.07235	1.708947	0.01485004	0.01636019	-0.7141489	0.121427	0.267912	0.111026	0.105278	0.276643	0.117712	0.7814655	1.60524e-41	5.99641e-21	6.48553e-09	4	0.298316	0.178537	0.21405	0.309096	0.06731659	11.60881
760	-256832.9	-256768.7	-64.19773	1.708947	0.02468601	0.01591456	-0.7950899	0.122357	0.255979	0.118202	0.106085	0.278763	0.118614	0.8340313	2.28418e-25	7.14687e-13	1.45696e-05	3.99999	0.298577	0.178119	0.213548	0.309755	0.03894132	21.41764
770	-256832.2	-256768.1	-64.11198	1.708947	0.004111543	0.01590297	-0.7708538	0.122615	0.261242	0.118062	0.105999	0.28043	0.111652	0.7770514	2.07664e-147	6.82671e-74	6.89941e-31	4	0.297893	0.180003	0.213059	0.309045	0.006197619	125.379
780	-256825.6	-256761.5	-64.15217	1.708947	0.02341412	0.0157917	-0.7824898	0.120186	0.261239	0.118061	0.10992	0.278156	0.112439	0.8084478	1.0814e-26	1.55522e-13	7.73775e-06	3.99999	0.298198	0.179163	0.213277	0.309362	0.02595802	31.14443
790	-256833.1	-256768.1	-64.96146	1.708947	0.01120482	0.01613374	-0.7368374	0.118263	0.270798	0.110295	0.109339	0.273706	0.117599	0.8025207	1.03809e-54	1.52538e-27	1.18888e-11	4	0.298198	0.179163	0.213277	0.309362	0.06568331	12.21803
800	-256833.5	-256769.5	-63.9821	1.708947	0.003652692	0.01626061	-1.198812	0.124678	0.267034	0.11972	0.100541	0.278762	0.109265	1.261208	8.36836e-166	4.3338e-83	1.05097e-34	4	0.298795	0.179603	0.211622	0.309981	0.06239546	20.21314
810	-256831.4	-256768.3	-63.1175	1.708947	0.00770344	0.01582321	-0.9103072	0.123844	0.261726	0.115279	0.0986966	0.280401	0.120054	0.9168337	3.92672e-79	9.38444e-40	1.01691e-16	4	0.298795	0.179603	0.211622	0.309981	0.006526436	140.48
820	-256825.6	-256762.4	-63.20527	1.708947	0.02454307	0.01626224	-0.9251465	0.125595	0.264074	0.112184	0.109675	0.272552	0.115921	0.9281356	1.64702e-25	6.06884e-13	1.36139e-05	3.99999	0.298795	0.179603	0.211622	0.309981	0.002989179	310.4985
830	-256826.4	-256761.5	-64.8577	1.708947	0.0187859	0.01584099	-1.279704	0.127176	0.267399	0.113596	0.100752	0.275984	0.115093	1.368846	5.00468e-33	1.05843e-16	3.75267e-07	4	0.299817	0.180217	0.212346	0.30762	0.08914197	15.3558
840	-256827.8	-256764.6	-63.20542	1.708947	0.007122873	0.01606826	-1.052007	0.12158	0.265108	0.115065	0.110519	0.27362	0.114107	1.076393	1.6745e-85	6.12856e-43	4.84612e-18	4	0.299817	0.180217	0.212346	0.30762	0.02438591	44.13997
850	-256831.6	-256767.3	-64.26166	1.708947	0.02359847	0.0159601	-1.240511	0.12323	0.256644	0.116243	0.107753	0.276421	0.119708	1.317395	1.71733e-26	1.95983e-13	8.51701e-06	3.99999	0.300434	0.180058	0.212159	0.307349	0.07688395	17.13485
860	-256848.9	-256782.3	-66.57478	1.708947	0.01752808	0.01649421	-1.206413	0.121142	0.260945	0.107987	0.103843	0.284771	0.121312	1.441438	2.50997e-35	7.49643e-18	1.25079e-07	4	0.300809	0.180283	0.211175	0.307733	0.2350251	6.133123
870	-256837.3	-256773.3	-63.97946	1.708947	0.02403329	0.01648971	-1.319401	0.119968	0.258416	0.11663	0.102837	0.282012	0.120137	1.358557	4.97061e-26	3.33411e-13	1.0618e-05	3.99999	0.300565	0.180949	0.211003	0.307483	0.03915606	34.69596
880	-256837.3	-256774.4	-62.97673	1.708947	0.03110352	0.01627945	-0.9896621	0.119991	0.26397	0.110662	0.103108	0.279657	0.122612	1.009388	2.45645e-20	2.34242e-10	0.000161148	3.99984	0.301113	0.179193	0.211388	0.308306	0.01972563	51.17139
890	-256827.3	-256762.1	-65.2207	1.708947	0.0133935	0.01580058	-1.517446	0.122805	0.261054	0.113257	0.106628	0.274959	0.121297	1.56812	6.26101e-46	3.74541e-23	7.8905e-10	4	0.299391	0.179635	0.211909	0.309065	0.05067406	30.94522
900	-256831.2	-256768	-63.16453	1.708947	0.0246486	0.01597	-1.102182	0.114323	0.260995	0.11361	0.11205	0.282577	0.116445	1.10941	2.09758e-25	6.84875e-13	1.43143e-05	3.99999	0.299391	0.179635	0.211909	0.309065	0.007227201	153.5047
910	-256834.4	-256771.2	-63.21045	1.708947	0.01917904	0.01562819	-1.158041	0.109148	0.269532	0.111056	0.106978	0.284154	0.119132	1.169851	2.27143e-32	2.25479e-16	5.13618e-07	4	0.299391	0.179635	0.211909	0.309065	0.01180976	99.058
920	-256828.6	-256765.2	-63.42502	1.708947	0.01019643	0.01612441	-1.008124	0.132856	0.263782	0.114396	0.101941	0.269987	0.117039	1.034353	5.03966e-60	3.36123e-30	9.38594e-13	4	0.299595	0.179757	0.212053	0.308595	0.02622879	39.43579
930	-256830.2	-256763.5	-66.65065	1.708947	0.02490718	0.01630067	-0.8775068	0.123069	0.271605	0.113172	0.104964	0.269402	0.117788	1.139052	3.7608e-25	9.17028e-13	1.61575e-05	3.99998	0.299259	0.179555	0.211815	0.309371	0.2615454	4.355084
940	-256827.2	-256763.4	-63.81045	1.708947	0.01144417	0.01584239	-1.287981	0.122054	0.259033	0.111543	0.104023	0.28541	0.117937	1.295628	1.38035e-53	5.56219e-27	2.03387e-11	4	0.299143	0.179873	0.211733	0.309251	0.007647403	169.4207
950	-256834.8	-256770.9	-63.9138	1.708947	0.02431956	0.01570592	-0.819914	0.11881	0.268463	0.119166	0.111573	0.259522	0.122466	0.8407646	9.80086e-26	4.68162e-13	1.2224e-05	3.99999	0.299768	0.18025	0.210084	0.309898	0.02085054	40.3234
960	-256830.9	-256766.8	-64.15165	1.708947	0.02098068	0.01612176	-0.8197439	0.118129	0.263499	0.118006	0.110883	0.265177	0.124305	0.8471988	1.12666e-29	5.02094e-15	1.86165e-06	4	0.298374	0.179561	0.213607	0.308457	0.0274549	30.85784
970	-256828.7	-256763.1	-65.65771	1.708947	0.02485022	0.01597356	-1.274693	0.124988	0.264089	0.11131	0.111132	0.274204	0.114277	1.401498	3.31038e-25	8.60367e-13	1.57355e-05	3.99998	0.298815	0.178349	0.213923	0.308913	0.1268048	11.05241
980	-256822.2	-256759.1	-63.19877	1.708947	0.02467732	0.01622272	-1.002274	0.124317	0.264892	0.115142	0.11147	0.266149	0.118031	1.011719	2.23946e-25	7.07656e-13	1.451e-05	3.99999	0.298815	0.178349	0.213923	0.308913	0.009445078	107.116
990	-256821.8	-256758.3	-63.47851	1.708947	0.02448791	0.01580946	-0.9856678	0.122175	0.261155	0.115631	0.109256	0.27734	0.114444	1.014776	1.45026e-25	5.69482e-13	1.32593e-05	3.99999	0.299599	0.178816	0.214484	0.307101	0.02910806	34.86237
1000	-256823.5	-256760.3	-63.18475	1.708947	0.0002690747	0.01589433	-1.245457	0.117935	0.264684	0.118739	0.107652	0.271804	0.119186	1.2455	0	0	0	4	0.29817	0.17856	0.213461	0.309809	4.331396e-05	28755.16
