Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_plstm	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_plstm[1]	rates_plstm[2]	rates_plstm[3]	rates_plstm[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4970	-255444.1	-255320.5	-123.5525	52.65438	0.03176259	0.0004995731	-0.04430761	0.122627	0.25796	0.115763	0.109598	0.276653	0.117399	0.08227154	6.19311e-20	3.71912e-10	0.000195222	3.9998	0.29858	0.181692	0.211813	0.307915	0.03796393	2.167098
4980	-255440.8	-255317.4	-123.4335	52.65438	0.04180476	0.0005102965	-0.03737974	0.120883	0.261162	0.118795	0.107916	0.278714	0.112529	0.08603491	2.21035e-15	7.02012e-08	0.00171702	3.99828	0.299915	0.178034	0.21276	0.309292	0.04865517	1.768258
4990	-255444.5	-255321.2	-123.2977	52.65438	0.02313972	0.0005048532	0.02951219	0.117731	0.260565	0.119431	0.109051	0.280979	0.112243	0.06311943	5.35905e-27	1.09484e-13	6.68896e-06	3.99999	0.300825	0.177186	0.213405	0.308584	0.09263162	0.6814027
5000	-255446.2	-255320.7	-125.5406	52.65438	0.0178101	0.0005054389	-0.005854762	0.118029	0.26288	0.116776	0.115084	0.274703	0.112528	0.1470756	8.78085e-35	1.4021e-17	1.62192e-07	4	0.301214	0.177415	0.212387	0.308983	0.1412208	1.041458
5010	-255440.9	-255317.5	-123.3813	52.90109	0.03102159	0.0004980131	0.003104833	0.122215	0.262676	0.116092	0.109905	0.275942	0.11317	0.06294394	2.18371e-20	2.20857e-10	0.000157262	3.99984	0.301426	0.17754	0.211835	0.3092	0.06604877	0.9529918
5020	-255440.6	-255316.8	-123.8097	52.59587	0.0384266	0.0005159359	0.07530937	0.121201	0.255355	0.115999	0.111375	0.275613	0.120456	0.01548462	1.19847e-16	1.63513e-08	0.000938081	3.99906	0.300561	0.17776	0.212097	0.309583	0.090794	0.1705468
5030	-255448.2	-255325	-123.1618	52.59587	0.0004742083	0.0005062666	0.05580605	0.130633	0.257582	0.120279	0.101546	0.268516	0.121443	0.0129463	0	0	5.7325e-264	4	0.299521	0.180605	0.211363	0.308511	0.06875235	0.1883033
5040	-255442.2	-255317	-125.1754	52.59587	0.01826407	0.0005050272	0.008430711	0.125387	0.271588	0.114593	0.104138	0.271699	0.112595	0.1273301	6.07795e-34	3.68868e-17	2.42305e-07	4	0.298672	0.17868	0.212491	0.310158	0.1357608	0.9379002
5050	-255438.8	-255315.3	-123.5041	52.38086	0.0008281824	0.0005091005	0.01440536	0.126242	0.267012	0.116242	0.107583	0.270728	0.112193	0.03844262	0	0	2.33032e-151	4	0.298672	0.17868	0.212491	0.310158	0.05284798	0.727419
5060	-255441.6	-255317.3	-124.2611	52.45495	0.02680931	0.0005061294	0.03595673	0.11788	0.267736	0.1218	0.108587	0.265276	0.118721	0.002633388	1.95056e-23	6.60315e-12	3.66549e-05	3.99996	0.298297	0.178456	0.212224	0.311023	0.03859012	0.06823996
5070	-255448.8	-255324.7	-124.0289	52.61474	0.02645617	0.0005058093	-0.02370059	0.11749	0.262924	0.118112	0.0994597	0.281791	0.120223	0.09734505	9.78201e-24	4.67626e-12	3.17653e-05	3.99997	0.298214	0.182445	0.210212	0.309129	0.07364446	1.321824
5080	-255446.9	-255321.8	-125.1166	52.83144	0.01413911	0.0005094873	-0.02856986	0.121027	0.254034	0.119134	0.118477	0.269953	0.117374	0.1291856	1.4691e-43	5.73685e-22	2.44886e-09	4	0.300701	0.181276	0.210873	0.30715	0.1006158	1.28395
5090	-255443	-255320	-123.0373	52.83144	0.02066099	0.0005054909	-0.05013507	0.123724	0.254989	0.118789	0.108805	0.279399	0.114294	0.07298381	4.05325e-30	3.01164e-15	1.50585e-06	4	0.30149	0.179128	0.211426	0.307956	0.02284874	3.194216
5100	-255446.6	-255323.4	-123.1416	52.83144	0.008295754	0.0004979762	-0.04607603	0.121707	0.258938	0.121699	0.10094	0.276284	0.120432	0.05371976	1.49351e-73	5.78729e-37	1.46298e-15	4	0.299334	0.181358	0.213555	0.305754	0.007643734	7.027948
5110	-255446.3	-255322.5	-123.7387	52.83144	0.03136786	0.0005053865	0.04206747	0.119182	0.265918	0.119792	0.103165	0.272794	0.119149	0.05461573	3.57612e-20	2.82622e-10	0.000174204	3.99983	0.299334	0.181358	0.213555	0.305754	0.0966832	0.5648937
5120	-255445.2	-255321.4	-123.7911	52.83144	0.00821882	0.0004990173	0.04087806	0.122629	0.259942	0.119226	0.102938	0.276241	0.119023	0.05742445	3.12511e-74	2.64732e-37	1.05747e-15	4	0.299334	0.181358	0.213555	0.305754	0.09830251	0.5841606
5130	-255444.9	-255321.9	-122.9791	52.90246	0.04298085	0.0005015228	-0.04962634	0.129658	0.257317	0.119754	0.104376	0.274015	0.11488	0.05367457	5.47581e-15	1.10483e-07	0.00207246	3.99793	0.299878	0.181217	0.213389	0.305516	0.004048234	13.25876
5140	-255440.1	-255316.6	-123.5189	52.90246	0.02401307	0.0005028102	0.007413721	0.125273	0.268173	0.118717	0.102777	0.269215	0.115846	0.04312847	4.73486e-26	3.25409e-13	1.05115e-05	3.99999	0.29985	0.17866	0.210867	0.310623	0.05054219	0.8533162
5150	-255443.8	-255320.8	-122.984	52.57757	0.03233763	0.0005092907	0.05361563	0.126055	0.263608	0.114155	0.10731	0.276989	0.111882	0.01583887	1.34564e-19	5.48188e-10	0.000229316	3.99977	0.298515	0.177865	0.213327	0.310294	0.0694545	0.2280467
5160	-255447.4	-255323.9	-123.5453	52.57757	0.01023767	0.0005098656	0.05346148	0.120295	0.269426	0.115312	0.10826	0.273022	0.113684	0.05588246	8.71394e-60	4.41981e-30	1.05154e-12	4	0.298515	0.177865	0.213327	0.310294	0.1093439	0.5110705
5170	-255443.2	-255319.4	-123.814	52.57757	0.02551149	0.0005108105	-0.01314594	0.122874	0.264649	0.117784	0.10266	0.2756	0.116434	0.1092269	1.40545e-24	1.77267e-12	2.12398e-05	3.99998	0.298257	0.178574	0.213143	0.310026	0.09608094	1.136822
5180	-255446.6	-255323.5	-123.0639	52.57757	0.02208627	0.0005147967	0.01338483	0.127718	0.265359	0.119504	0.102885	0.268712	0.115823	0.04191418	3.07725e-28	2.62379e-14	3.69748e-06	4	0.297941	0.178385	0.212917	0.310758	0.05529901	0.7579553
5190	-255445.5	-255321.9	-123.608	52.57757	0.008026847	0.0005155194	-0.01367666	0.127765	0.258552	0.117491	0.107608	0.273636	0.114948	0.03838767	5.53243e-76	3.5224e-38	4.57843e-16	4	0.297141	0.180589	0.212346	0.309924	0.02471101	1.553464
5200	-255447.5	-255319.1	-128.3903	52.57757	0.03303887	0.0005169738	-0.0550971	0.126463	0.262083	0.112783	0.107334	0.271223	0.120116	0.2214485	3.34226e-19	8.63891e-10	0.000276943	3.99972	0.299753	0.179918	0.211557	0.308772	0.1663514	1.331209
5210	-255439.8	-255316.5	-123.3107	52.57757	0.008492345	0.000513488	-0.04148493	0.124182	0.264687	0.1252	0.104091	0.270578	0.111262	0.1046111	7.14883e-72	4.00388e-36	3.26486e-15	4	0.299753	0.179918	0.211557	0.308772	0.06312619	1.657175
5220	-255445.8	-255321.4	-124.3709	52.57757	0.01901876	0.0005214636	0.0234436	0.123541	0.272608	0.117722	0.100579	0.270359	0.115191	0.1011206	1.23526e-32	1.66281e-16	4.52639e-07	4	0.301742	0.179407	0.210956	0.307895	0.1245642	0.811795
5230	-255446.2	-255322.9	-123.3082	52.57757	0.0009360942	0.0005175369	-0.0005976387	0.11537	0.260025	0.119476	0.111053	0.279282	0.114793	0.06018065	0	2.96439e-322	5.73122e-134	4	0.301742	0.179407	0.210956	0.307895	0.05958301	1.01003
5240	-255442.8	-255319.9	-122.8861	52.57757	0.02014164	0.0005078394	-0.04076607	0.119087	0.27265	0.113768	0.113508	0.265679	0.115308	0.05775356	7.18576e-31	1.26811e-15	1.05171e-06	4	0.301742	0.179407	0.210956	0.307895	0.01698749	3.39977
5250	-255445.9	-255322.7	-123.2189	52.57757	0.04738063	0.0005140481	0.07247243	0.133456	0.264973	0.111563	0.107863	0.269508	0.112638	0.006374493	1.09365e-13	4.9357e-07	0.00385651	3.99614	0.300789	0.178841	0.21029	0.31008	0.07884692	0.08084645
5260	-255443.4	-255320.6	-122.7701	52.57757	0.0359771	0.0005257779	-0.04144104	0.125919	0.26477	0.117839	0.107561	0.273072	0.110837	0.05630743	1.02817e-17	4.79029e-09	0.000563675	3.99944	0.300789	0.178841	0.21029	0.31008	0.0148664	3.787565
5270	-255445.3	-255321.9	-123.4533	52.90573	0.05688535	0.0005253677	-0.008923512	0.126306	0.267159	0.118188	0.107892	0.264623	0.115833	0.04181985	1.44985e-11	5.67838e-06	0.0106273	3.98937	0.300025	0.178386	0.212296	0.309292	0.03289634	1.271262
5280	-255440.1	-255316.8	-123.2741	52.90573	0.02950466	0.0005084733	-0.006046415	0.121656	0.263112	0.115623	0.107864	0.270623	0.121122	0.05025912	2.19529e-21	7.00352e-11	9.76487e-05	3.9999	0.299987	0.180476	0.210283	0.309254	0.0442127	1.136757
5290	-255443.7	-255320.3	-123.3467	52.99603	0.03338082	0.0005109796	0.03484885	0.119349	0.264453	0.123016	0.10623	0.275484	0.111468	0.03217116	5.1367e-19	1.07095e-09	0.000302763	3.9997	0.299855	0.180837	0.21019	0.309117	0.06702001	0.4800232
5300	-255440	-255316.9	-123.0633	52.99603	0.01135043	0.000506741	-0.05400216	0.122877	0.256217	0.120387	0.108586	0.281593	0.11034	0.06053064	5.07598e-54	3.37298e-27	1.6526e-11	4	0.298913	0.180269	0.213924	0.306894	0.006528474	9.27179
5310	-255441.1	-255317.9	-123.1945	52.99603	0.04953744	0.0005000401	0.01350995	0.123423	0.26432	0.119523	0.107432	0.272796	0.112506	0.05205385	3.90809e-13	9.32853e-07	0.00502235	3.99498	0.300858	0.180689	0.210843	0.307609	0.06556381	0.7939419
5320	-255442.9	-255319.7	-123.1691	52.99603	0.02784645	0.0005128877	0.04792428	0.118639	0.269377	0.117708	0.109469	0.272715	0.112092	0.005220255	1.33813e-22	1.72934e-11	5.46547e-05	3.99995	0.300858	0.180689	0.210843	0.307609	0.05314454	0.09822749
5330	-255443.6	-255320.2	-123.3435	52.99603	0.038296	0.000519097	-0.02663533	0.124676	0.266907	0.116628	0.102302	0.269923	0.119564	0.1014338	1.05976e-16	1.53761e-08	0.000914451	3.99909	0.297901	0.178231	0.213046	0.310822	0.0747985	1.356095
5340	-255441.3	-255317.8	-123.4592	52.99603	0.02611177	0.0005192747	0.04918194	0.125882	0.263823	0.120641	0.10159	0.275255	0.112809	0.04423688	4.90117e-24	3.31014e-12	2.75227e-05	3.99997	0.297412	0.178355	0.213194	0.311039	0.09341882	0.4735328
5350	-255449.6	-255325	-124.6271	52.99603	0.02178188	0.0005165492	0.08309342	0.127447	0.262291	0.120812	0.115085	0.264456	0.109909	0.02029667	1.28014e-28	1.69234e-14	3.08233e-06	4	0.297795	0.177896	0.213225	0.311084	0.1033901	0.1963116
5360	-255450.4	-255324.5	-125.8435	52.99603	0.007505788	0.0005086928	0.08809449	0.12136	0.271916	0.113426	0.106288	0.278776	0.108235	0.04254496	3.43542e-81	8.77791e-41	3.80374e-17	4	0.297795	0.177896	0.213225	0.311084	0.1306395	0.325667
5370	-255446.4	-255322.8	-123.6028	52.72301	0.01138913	0.0005128952	0.02169553	0.123479	0.274935	0.114685	0.106158	0.271336	0.109406	0.06632495	7.68725e-54	4.15086e-27	1.80124e-11	4	0.29979	0.179087	0.212045	0.309078	0.08802048	0.7535173
5380	-255443.2	-255320.1	-123.0236	52.72301	0.0236954	0.0005106506	0.038843	0.12913	0.270133	0.111929	0.105015	0.269882	0.11391	0.04110729	2.18377e-26	2.20999e-13	8.95234e-06	3.99999	0.298935	0.178577	0.21144	0.311049	0.07995029	0.5141606
5390	-255447.2	-255324.1	-123.0904	52.72301	0.0309135	0.0005183278	0.03766388	0.123394	0.272519	0.116552	0.0985448	0.272918	0.116072	0.04816367	1.86785e-20	2.04263e-10	0.000152247	3.99985	0.298935	0.178577	0.21144	0.311049	0.08582755	0.561168
5400	-255439.4	-255315.6	-123.7557	52.72301	0.01592587	0.0005126821	-0.03575581	0.125521	0.264179	0.118229	0.111376	0.26436	0.116335	0.1019284	8.79446e-39	1.40341e-19	2.39997e-08	4	0.300152	0.179304	0.212301	0.308242	0.06617263	1.540341
5410	-255438	-255314.8	-123.1408	52.72301	0.009096918	0.0005137225	-0.01885498	0.12445	0.257847	0.112479	0.108706	0.282972	0.113546	0.0794551	3.67929e-67	9.08285e-34	3.1014e-14	4	0.299371	0.179504	0.212538	0.308586	0.06060012	1.311138
5420	-255440	-255316.7	-123.2377	52.72301	0.0242608	0.00051846	0.01916886	0.120814	0.264543	0.118879	0.10553	0.274705	0.115529	0.04729677	8.53699e-26	4.36937e-13	1.18789e-05	3.99999	0.298274	0.179707	0.213083	0.308936	0.06646564	0.7115974
5430	-255441.9	-255319.1	-122.8443	52.72301	0.002853135	0.0005118624	-0.04856404	0.124761	0.273187	0.124022	0.0977246	0.266325	0.11398	0.07248331	5.396e-212	3.48029e-106	2.73043e-44	4	0.298274	0.179707	0.213083	0.308936	0.02391927	3.030332
5440	-255443.7	-255320.3	-123.4417	52.48731	0.03517835	0.0005115156	-0.06884289	0.123913	0.271328	0.123178	0.103863	0.264513	0.113205	0.08151428	4.28701e-18	3.0934e-09	0.000470144	3.99953	0.29788	0.180792	0.212801	0.308527	0.01267138	6.432942
5450	-255440	-255317.1	-122.9139	52.48731	0.004253291	0.0005133951	-0.01223856	0.123435	0.25904	0.119468	0.107243	0.276996	0.113817	0.06587232	1.57556e-142	1.88037e-71	7.10412e-30	4	0.29806	0.180296	0.21293	0.308714	0.05363376	1.228188
5460	-255445.7	-255322.8	-122.8851	52.48731	0.01459031	0.0005195593	0.05858231	0.125185	0.257372	0.121129	0.105673	0.275241	0.1154	0.01222736	3.04674e-42	2.61246e-21	4.59403e-09	4	0.298347	0.179506	0.213135	0.309012	0.07080967	0.1726792
5470	-255447.2	-255324.4	-122.8719	52.45649	0.008231315	0.000515699	0.04111924	0.125153	0.262853	0.114826	0.107199	0.2729	0.117069	0.04338626	4.03701e-74	3.00887e-37	1.11517e-15	4	0.298347	0.179506	0.213135	0.309012	0.0845055	0.5134134
5480	-255440.2	-255317.4	-122.8585	52.97149	0.04510564	0.0005199334	-0.01336793	0.12278	0.266394	0.117516	0.10971	0.272149	0.111451	0.07307797	2.5012e-14	2.36084e-07	0.00283993	3.99716	0.298622	0.179671	0.21241	0.309296	0.05971004	1.223881
5490	-255440.3	-255317	-123.329	52.97149	0.03791841	0.0005274703	0.07119917	0.133871	0.26234	0.116249	0.104317	0.268007	0.115217	0.02654057	7.3906e-17	1.2841e-08	0.000848587	3.99915	0.299268	0.18006	0.210934	0.309739	0.09773974	0.2715432
5500	-255438.5	-255315.2	-123.291	52.97149	0.04437301	0.0005222413	0.01224165	0.127191	0.261593	0.119042	0.106823	0.26839	0.116961	0.08280468	1.50599e-14	1.83202e-07	0.0025563	3.99744	0.297671	0.178672	0.212143	0.311514	0.09504633	0.8712033
5510	-255443.4	-255320.3	-123.0178	52.97149	0.01590452	0.0005167516	0.02274443	0.118153	0.265444	0.118611	0.104152	0.274676	0.118965	0.06274686	7.82432e-39	1.32375e-19	2.34247e-08	4	0.299063	0.178318	0.211722	0.310897	0.0854913	0.7339562
5520	-255444.3	-255321.2	-123.0235	52.97149	0.005570148	0.0005180445	0.04689857	0.13309	0.260421	0.115392	0.105432	0.273788	0.111878	0.005933639	4.59191e-109	1.01501e-54	6.25106e-23	4	0.300407	0.178705	0.21114	0.309747	0.05283221	0.112311
5530	-255448.5	-255325.6	-122.9309	52.97149	0.01701179	0.0005255288	0.01534918	0.133926	0.260385	0.115752	0.106768	0.267223	0.115947	0.07103916	2.27655e-36	2.25776e-18	7.60147e-08	4	0.300407	0.178705	0.21114	0.309747	0.08638834	0.8223235
5540	-255449.1	-255326.2	-122.9086	52.58656	0.03803077	0.0005146365	0.03018369	0.122827	0.264289	0.119905	0.103509	0.271784	0.117685	0.05172182	8.23343e-17	1.35533e-08	0.000867809	3.99913	0.301583	0.179405	0.211967	0.307045	0.08190551	0.6314816
5550	-255444.7	-255321.6	-123.1034	52.58656	0.0003139714	0.0005288465	-0.02097041	0.1193	0.261442	0.116462	0.108817	0.280495	0.113484	0.08787768	0	0	0	4	0.301377	0.179065	0.212724	0.306834	0.06690727	1.313425
5560	-255449.7	-255326	-123.706	52.58656	0.03647057	0.0005107759	-0.05002056	0.120055	0.259275	0.117751	0.113584	0.279509	0.109826	0.1127934	1.73164e-17	6.21642e-09	0.000628036	3.99937	0.299199	0.179845	0.213934	0.307021	0.06277286	1.79685
5570	-255451.7	-255327	-124.6964	52.58656	0.0141702	0.0005064872	-0.07660665	0.123242	0.258044	0.120067	0.104167	0.278452	0.116029	0.1158219	1.82176e-43	6.38841e-22	2.56066e-09	4	0.29923	0.179863	0.213854	0.307053	0.03921527	2.95349
5580	-255446.9	-255323.7	-123.242	52.58656	0.03891654	0.0005086766	-0.02067445	0.128412	0.257948	0.116712	0.108535	0.267496	0.120897	0.08064368	1.88729e-16	2.05183e-08	0.00103072	3.99897	0.300033	0.179383	0.214163	0.306421	0.05996923	1.344751
5590	-255453.2	-255330.2	-123.0134	52.58656	0.04003115	0.0005025797	0.02202436	0.124374	0.264949	0.118425	0.103199	0.2741	0.114953	0.05747792	5.08761e-16	3.3685e-08	0.00126609	3.99873	0.299551	0.179094	0.213818	0.307536	0.07950228	0.722972
5600	-255447	-255324.1	-122.9143	52.58656	0.005775239	0.000512374	-0.0427816	0.123071	0.257563	0.118386	0.109525	0.277706	0.113749	0.05818414	3.165e-105	8.42663e-53	3.91271e-22	4	0.301253	0.178032	0.211431	0.309284	0.01540253	3.777569
5610	-255448.1	-255321.4	-126.7035	52.58656	0.01402166	0.000517605	-0.03357969	0.122646	0.256673	0.12269	0.110518	0.276746	0.110727	0.1822201	6.46237e-44	3.80495e-22	2.06518e-09	4	0.299525	0.178473	0.211954	0.310048	0.1486404	1.225912
5620	-255439	-255315.6	-123.4107	52.58656	0.04058961	0.0005126639	-0.02112225	0.12492	0.261433	0.119424	0.103536	0.271165	0.119521	0.0444244	8.19214e-16	4.27423e-08	0.00139757	3.9986	0.300227	0.179122	0.21245	0.308202	0.02330215	1.90645
5630	-255442.3	-255317	-125.2278	52.58656	0.05175014	0.000517078	0.01145751	0.127359	0.262065	0.118243	0.100727	0.271821	0.119785	0.1283836	1.2926e-12	1.69622e-06	0.0064366	3.99356	0.299833	0.180199	0.212171	0.307797	0.1398411	0.9180676
5640	-255444.7	-255321.5	-123.1749	52.58656	0.04606593	0.0005056301	-0.03245775	0.128262	0.269441	0.118487	0.106611	0.267547	0.109652	0.05149803	4.74598e-14	3.25178e-07	0.0032434	3.99676	0.299833	0.180199	0.212171	0.307797	0.01904028	2.704689
5650	-255442.2	-255318	-124.1965	52.73842	0.0002625509	0.0005132644	0.07050302	0.129562	0.256393	0.117213	0.105465	0.273214	0.118154	0.03164184	0	0	0	4	0.299833	0.180199	0.212171	0.307797	0.1021449	0.3097741
5660	-255443.4	-255318.2	-125.2571	52.76915	0.04750715	0.0005109537	0.08581456	0.124718	0.261515	0.121483	0.105889	0.274312	0.112083	0.02936132	1.18226e-13	5.13169e-07	0.00391933	3.99608	0.299137	0.180378	0.212382	0.308103	0.1151759	0.2549259
5670	-255446.7	-255322.8	-123.8591	52.76915	0.02228598	0.0005053826	0.08766506	0.12463	0.259604	0.118836	0.108642	0.275153	0.113135	0.0007085696	5.40042e-28	3.4758e-14	4.15512e-06	4	0.297981	0.180718	0.212782	0.308519	0.08837363	0.008017886
5680	-255442.7	-255319.2	-123.4437	52.76915	0.002763656	0.0005012731	-0.06348355	0.124052	0.261597	0.118286	0.107035	0.276587	0.112444	0.06845163	7.94334e-219	1.33532e-109	1.04341e-45	4	0.297981	0.180718	0.212782	0.308519	0.004968082	13.77828
5690	-255441.4	-255317.9	-123.4708	52.76915	0.001632914	0.0005043017	-0.04617041	0.119115	0.267531	0.115944	0.109663	0.274692	0.113054	0.0786968	0	4.9981e-185	5.17085e-77	4	0.297981	0.180718	0.212782	0.308519	0.03252639	2.419475
5700	-255445.5	-255321.3	-124.1614	52.76915	0.02925432	0.0005031221	0.01331745	0.125916	0.263096	0.122565	0.101171	0.271528	0.115724	0.02427603	1.46856e-21	5.7283e-11	8.98355e-05	3.99991	0.300104	0.178706	0.212559	0.30863	0.03759348	0.645751
5710	-255442.7	-255319.3	-123.4812	52.76915	0.04159598	0.0005103689	0.03499012	0.121949	0.261838	0.118703	0.107988	0.274082	0.11544	0.03112713	1.8715e-15	6.45977e-08	0.00165877	3.99834	0.300104	0.178706	0.212559	0.30863	0.06611725	0.4707868
5720	-255444.5	-255320.8	-123.6513	52.76915	0.04816309	0.0004995947	-0.01351865	0.12626	0.267118	0.114515	0.112129	0.266431	0.113547	0.07528956	1.75897e-13	6.25908e-07	0.00425597	3.99574	0.301051	0.17927	0.211899	0.307781	0.0617709	1.218851
5730	-255442.2	-255317.7	-124.5476	52.55386	0.02350466	0.0004954965	0.03516895	0.12548	0.260343	0.114683	0.113507	0.273405	0.112583	0.07569085	1.35841e-26	1.74305e-13	8.11265e-06	3.99999	0.299104	0.179598	0.213084	0.308213	0.1108598	0.6827619
5740	-255450.7	-255327.3	-123.4259	52.55386	0.009214996	0.0005058	-0.05081082	0.117221	0.263698	0.123513	0.107318	0.268741	0.11951	0.05787342	2.593e-66	2.41122e-33	4.65088e-14	4	0.301232	0.180039	0.209571	0.309158	0.007062594	8.194357
5750	-255449.7	-255325.9	-123.78	52.55386	0.02883999	0.0004932183	-0.0612466	0.120607	0.274245	0.115092	0.110821	0.261112	0.118124	0.07557127	7.43464e-22	4.07591e-11	7.8005e-05	3.99992	0.300875	0.179189	0.209568	0.310368	0.01432467	5.275604
5760	-255449.9	-255325.8	-124.0877	52.35974	0.009280945	0.0004974009	-0.06126767	0.126952	0.267179	0.112126	0.101576	0.271779	0.120388	0.08619706	7.55188e-66	4.11491e-33	5.80593e-14	4	0.300875	0.179189	0.209568	0.310368	0.0249294	3.457648
5770	-255446.3	-255322.5	-123.8175	52.39275	0.01842298	0.0004910428	-0.0206615	0.125683	0.266265	0.119947	0.106152	0.274501	0.107453	0.04454508	1.16969e-33	5.11708e-17	2.77558e-07	4	0.300731	0.179103	0.209947	0.310219	0.02388359	1.865092
5780	-255448.8	-255324.5	-124.2275	52.39275	0.0190749	0.0004870429	-0.04599774	0.121796	0.263114	0.117837	0.113192	0.26902	0.115041	0.09871568	1.53079e-32	1.85106e-16	4.7324e-07	4	0.301087	0.1797	0.210647	0.308566	0.05271794	1.872525
5790	-255447.7	-255323.4	-124.332	52.24413	0.02504685	0.0004934979	0.01486549	0.121759	0.263785	0.117053	0.112599	0.269141	0.115664	0.02184658	5.12937e-25	1.07095e-12	1.7232e-05	3.99998	0.298899	0.180553	0.211189	0.309359	0.03671207	0.595079
5800	-255448.2	-255324	-124.1164	52.63023	0.03280082	0.0004940002	0.01181963	0.122871	0.266193	0.120746	0.110083	0.271257	0.108851	0.07076865	2.46493e-19	7.41907e-10	0.000259993	3.99974	0.2977	0.180189	0.212502	0.30961	0.08258827	0.8568849
5810	-255449.9	-255325.9	-124.0461	52.63023	0.04812146	0.0004833721	-0.02441343	0.122991	0.258846	0.114382	0.105709	0.2774	0.120672	0.08179938	1.71572e-13	6.18167e-07	0.00423405	3.99577	0.299084	0.178848	0.212484	0.309584	0.05738595	1.425425
5820	-255442.6	-255318.7	-123.8807	52.63023	0.03367347	0.0004888656	-0.01731916	0.127493	0.255132	0.116459	0.104192	0.277785	0.11894	0.04301752	7.36911e-19	1.28269e-09	0.000326296	3.99967	0.298948	0.179735	0.212179	0.309139	0.02569836	1.673941
5830	-255445.4	-255319.9	-125.5108	52.63023	0.002392047	0.0004920623	-0.0807082	0.121296	0.257139	0.117249	0.104899	0.27967	0.119747	0.1005482	1.13959e-252	1.59945e-126	9.89387e-53	4	0.299268	0.178857	0.212406	0.30947	0.01983998	5.067957
5840	-255444	-255319.8	-124.2028	52.71344	0.005549704	0.0004956479	-0.03378867	0.123838	0.262527	0.120168	0.105423	0.273795	0.114249	0.08906835	1.8358e-109	6.41784e-55	5.16806e-23	4	0.300775	0.178472	0.211949	0.308804	0.05527968	1.611231
5850	-255447.9	-255323.4	-124.4309	52.88561	0.03615321	0.0004914192	0.01185454	0.122319	0.260551	0.118487	0.11337	0.271734	0.113538	0.07730246	1.24042e-17	5.26148e-09	0.000586048	3.99941	0.3008	0.178403	0.211967	0.30883	0.089157	0.8670375
5860	-255452.9	-255325.3	-127.5378	52.42486	0.02752402	0.00049147	0.07393185	0.121538	0.26476	0.119682	0.102313	0.274368	0.117339	0.08910512	7.4687e-23	1.29201e-11	4.84274e-05	3.99995	0.300185	0.178038	0.213578	0.308199	0.163037	0.5465332
5870	-255446	-255322.3	-123.7404	52.42486	0.01048501	0.0004985145	0.05354334	0.124389	0.259743	0.122489	0.101593	0.27636	0.115427	0.01961332	2.12578e-58	2.18297e-29	2.04034e-12	4	0.300107	0.177992	0.21216	0.309742	0.07315666	0.2681002
5880	-255446.8	-255322.4	-124.3533	52.42486	0.02843435	0.0004866773	-0.05242214	0.125965	0.260638	0.116825	0.109867	0.270648	0.116057	0.09188089	3.7452e-22	2.893e-11	6.76628e-05	3.99993	0.30175	0.177574	0.211662	0.309014	0.03945874	2.328531
5890	-255444.3	-255318.6	-125.6743	52.42486	0.01349907	0.0004868568	0.05317814	0.125704	0.260097	0.117022	0.103985	0.279819	0.113373	0.08285278	1.40666e-45	5.61394e-23	9.33363e-10	4	0.300411	0.177914	0.212068	0.309607	0.1360309	0.6090732
5900	-255438.3	-255314.3	-123.9519	52.42486	0.007708678	0.0004843481	0.03825658	0.124026	0.262498	0.11546	0.105975	0.276084	0.115958	0.009290083	4.4375e-79	9.97614e-40	1.04305e-16	4	0.29971	0.179834	0.211573	0.308884	0.04754667	0.1953887
5910	-255447.4	-255323.4	-123.9496	52.42486	0.01060697	0.0004818907	-0.03913584	0.121652	0.266096	0.115806	0.107428	0.274858	0.114161	0.08137839	9.72054e-58	4.66797e-29	2.79701e-12	4	0.298814	0.179243	0.211117	0.310826	0.04224254	1.926456
5920	-255447.4	-255321.5	-125.9353	52.42486	0.02053561	0.0004814416	-0.03472771	0.123378	0.260802	0.117449	0.109193	0.271832	0.117345	0.1319516	2.69089e-30	2.45389e-15	1.38315e-06	4	0.298814	0.179243	0.211117	0.310826	0.09722385	1.357193
5930	-255454.9	-255330.7	-124.1837	52.42486	0.05269302	0.000492248	0.0004058378	0.130565	0.258315	0.119381	0.108477	0.26585	0.117412	0.06496912	2.08723e-12	2.15526e-06	0.00710921	3.99289	0.298638	0.179137	0.210821	0.311404	0.06537496	0.9937922
5940	-255449.1	-255325.3	-123.8162	52.74352	0.01140262	0.00049416	0.05815087	0.123229	0.26493	0.116643	0.106912	0.274459	0.113827	0.01489899	8.87801e-54	4.46077e-27	1.85588e-11	4	0.298655	0.17909	0.210833	0.311422	0.07304985	0.2039565
5950	-255450.9	-255325.2	-125.7643	52.74352	0.02633231	0.0004868888	-0.0536346	0.122811	0.264032	0.117911	0.10918	0.276521	0.109545	0.1298945	7.64532e-24	4.13415e-12	3.0182e-05	3.99997	0.29828	0.179315	0.211097	0.311308	0.07625992	1.703313
