Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_plstm	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_plstm[1]	rates_plstm[2]	rates_plstm[3]	rates_plstm[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
266	0	-256828.6	-256763.7	-64.87193	1.738912	0.03057419	0.0159573	-0.864471	0.122257	0.259101	0.113694	0.10401	0.283287	0.117651	0.9771694	1.13561e-20	1.59274e-10	0.000137316	3.99986	0.299925	0.177743	0.212619	0.309713	0.1126984	8.670658
267	1	-255450.2	-255325.7	-124.5646	52.78691	0.04290832	0.0004992845	0.03888253	0.122176	0.257574	0.117859	0.10858	0.277942	0.11587	0.07995052	5.18531e-15	1.07513e-07	0.00204916	3.99795	0.299213	0.1798	0.213139	0.307848	0.118833	0.672797
268	0	-256825.2	-256760.9	-64.23897	1.738912	0.0135814	0.01599994	-1.080561	0.119937	0.255864	0.112273	0.117333	0.279747	0.114846	1.160146	2.62139e-45	7.66364e-23	1.06205e-09	4	0.299925	0.177743	0.212619	0.309713	0.07958489	14.57746
269	1	-255449.2	-255324.5	-124.7246	52.78691	0.006758183	0.0004959167	0.09060541	0.125	0.26363	0.116879	0.102721	0.27473	0.117041	0.007820251	4.59967e-90	3.21213e-45	5.48138e-19	4	0.299134	0.180018	0.213082	0.307766	0.09842566	0.07945338
270	0	-256829.8	-256765.6	-64.15092	1.738912	0.02860147	0.01612288	-0.922829	0.12383	0.264169	0.115918	0.106409	0.281633	0.108042	0.9834564	4.97947e-22	3.33577e-11	7.17814e-05	3.99993	0.298927	0.180479	0.211911	0.308683	0.0606274	16.22132
271	1	-255459.1	-255331.2	-127.9333	52.78691	0.02416948	0.0004969749	-0.04300453	0.118395	0.264497	0.120007	0.103914	0.275634	0.117553	0.2013865	6.87938e-26	3.92233e-13	1.13586e-05	3.99999	0.300387	0.179461	0.211098	0.309055	0.158382	1.271524
272	0	-256827.3	-256759.1	-68.15666	1.738912	0.02022533	0.01598345	-0.8266771	0.122553	0.268106	0.109959	0.109282	0.275477	0.114623	1.173103	9.55335e-31	1.46216e-15	1.11573e-06	4	0.298927	0.180479	0.211911	0.308683	0.346426	3.386302
273	1	-255450	-255322.7	-127.2603	52.78691	0.003082337	0.000507378	-0.006730379	0.124025	0.264602	0.116317	0.10893	0.268525	0.1176	0.1904412	2.64999e-196	2.43889e-98	4.92526e-41	4	0.298957	0.181508	0.21195	0.307584	0.1837108	1.036636
274	0	-256822.6	-256758.2	-64.33705	1.738912	0.009019917	0.01573806	-1.232093	0.121588	0.269384	0.116507	0.107283	0.270438	0.1148	1.296819	1.0018e-67	4.73952e-34	2.36766e-14	4	0.298139	0.180003	0.213989	0.307869	0.06472588	20.03555
275	1	-255448.5	-255325	-123.511	52.78691	0.03852235	0.0005054662	0.02043943	0.123691	0.26337	0.120992	0.105513	0.269218	0.117216	0.03998507	1.31087e-16	1.71008e-08	0.000955686	3.99904	0.298961	0.181497	0.211953	0.307589	0.0604245	0.661736
276	0	-256825.1	-256760.3	-64.81796	1.738912	0.0166123	0.01607118	-1.246605	0.120867	0.263935	0.119435	0.108952	0.274821	0.111989	1.351828	3.20792e-37	8.47552e-19	5.06188e-08	4	0.298139	0.180003	0.213989	0.307869	0.1052231	12.84725
277	1	-255449.1	-255325.6	-123.4415	52.78691	0.03673052	0.000503566	0.01984171	0.122283	0.267857	0.119615	0.10819	0.266154	0.115902	0.03978677	2.26606e-17	7.1111e-09	0.000664068	3.99934	0.297324	0.179566	0.213409	0.309701	0.05962848	0.6672443
278	0	-256832	-256764.3	-67.6802	1.738912	0.0189279	0.01607549	-1.543011	0.125616	0.264549	0.113161	0.105294	0.273919	0.117461	1.724707	8.70566e-33	1.39594e-16	4.20944e-07	4	0.299337	0.178388	0.214631	0.307644	0.1816967	9.492233
279	1	-255449.5	-255326.2	-123.354	52.78691	0.01272173	0.0005070909	0.03305108	0.120256	0.260507	0.118259	0.109783	0.276307	0.114889	0.03274719	2.6487e-48	2.43623e-24	2.53849e-10	4	0.297332	0.179544	0.213415	0.30971	0.06579827	0.4976907
280	0	-256826.1	-256762.7	-63.37956	1.738912	0.008498665	0.01605115	-1.248504	0.124442	0.259118	0.115144	0.10714	0.27872	0.115435	1.250391	8.07146e-72	4.25441e-36	3.34814e-15	4	0.300065	0.178821	0.214098	0.307016	0.001886831	662.6939
281	1	-255450.4	-255327.2	-123.1658	52.39186	0.02961925	0.0004999202	-0.0310655	0.125705	0.262235	0.119043	0.102518	0.278139	0.11236	0.04868141	2.63283e-21	7.66968e-11	0.0001014	3.9999	0.297392	0.179378	0.213458	0.309772	0.01761591	2.763491
282	0	-256828.1	-256762.7	-65.39443	1.738912	0.01580347	0.01583134	-1.574164	0.123394	0.263983	0.114174	0.106116	0.276371	0.115963	1.596262	4.48149e-39	1.00184e-19	2.08667e-08	4	0.299079	0.178535	0.213755	0.308631	0.02209762	72.23682
283	1	-255456	-255332.5	-123.5721	52.39186	0.01548795	0.0004970212	0.02964269	0.11953	0.271567	0.123329	0.105371	0.25842	0.121782	0.01838124	7.50477e-40	4.09983e-20	1.4402e-08	4	0.296952	0.179113	0.213143	0.310792	0.04802392	0.3827517
284	0	-256825.2	-256760.9	-64.22645	1.738912	0.008303348	0.0156277	-1.055051	0.119569	0.264605	0.114653	0.10719	0.277532	0.116451	1.130058	1.74013e-73	6.24686e-37	1.51012e-15	4	0.299079	0.178535	0.213755	0.308631	0.07500711	15.06601
285	1	-255450.9	-255327.6	-123.3782	52.39186	0.04536786	0.0005014006	0.06902759	0.128157	0.262249	0.121821	0.101328	0.277368	0.109078	0.0006042982	2.98731e-14	2.58002e-07	0.00294648	3.99705	0.296654	0.179938	0.212928	0.31048	0.06963189	0.008678469
286	0	-256821.8	-256757.7	-64.05814	1.738912	0.01311261	0.01608034	-1.131192	0.127792	0.259935	0.114225	0.112195	0.273343	0.112509	1.186801	6.81908e-47	1.23609e-23	4.98079e-10	4	0.298269	0.17911	0.213851	0.308769	0.0556087	21.342
287	1	-255453.2	-255330	-123.2375	52.8171	0.01400262	0.0005087898	-0.03545875	0.126169	0.26158	0.117479	0.101904	0.278942	0.113927	0.06512066	5.64948e-44	3.55761e-22	2.00837e-09	4	0.296654	0.179938	0.212928	0.31048	0.02966192	2.19543
288	0	-256830.2	-256764.5	-65.69833	1.738912	0.01376827	0.01571035	-1.37471	0.12433	0.258618	0.117026	0.111627	0.271001	0.117398	1.477718	1.04755e-44	1.53197e-22	1.41575e-09	4	0.298903	0.177368	0.214305	0.309425	0.1030083	14.34563
289	1	-255453.2	-255329.4	-123.7882	52.93907	0.04441796	0.0005016583	0.06258621	0.118598	0.267285	0.118266	0.107476	0.269828	0.118547	0.02057917	1.55435e-14	1.8612e-07	0.00257311	3.99743	0.296673	0.180393	0.212942	0.309992	0.08316538	0.2474487
290	0	-256825.9	-256762.4	-63.48188	1.738912	0.005073943	0.01621001	-1.039694	0.120905	0.264288	0.114077	0.106077	0.276942	0.11771	1.078065	1.23511e-119	5.26438e-60	4.00361e-25	4	0.298903	0.177368	0.214305	0.309425	0.03837136	28.09558
291	1	-255452.2	-255327.9	-124.2727	52.93907	0.01750751	0.0004921599	-0.05470856	0.121319	0.262278	0.123569	0.104317	0.271577	0.116941	0.09581472	2.28728e-35	7.15617e-18	1.2269e-07	4	0.296618	0.180407	0.212959	0.310016	0.04110616	2.330909
292	0	-256824.7	-256760.7	-64.01464	1.738912	0.007824036	0.01574928	-1.137617	0.127693	0.26058	0.114043	0.107346	0.276859	0.113479	1.186122	6.29013e-78	3.75594e-39	1.80825e-16	4	0.298903	0.177368	0.214305	0.309425	0.04850449	24.45385
293	1	-255458	-255334.4	-123.6096	52.93907	0.03319382	0.0004907576	0.06801617	0.129249	0.262531	0.116195	0.104418	0.271673	0.115935	0.01231682	4.06532e-19	9.52753e-10	0.000288424	3.99971	0.301128	0.178918	0.212497	0.307457	0.08033299	0.1533221
294	0	-256828	-256763.7	-64.30959	1.738912	0.01610553	0.01614954	-1.389543	0.128412	0.258484	0.112608	0.106493	0.280528	0.113476	1.416419	2.32213e-38	2.28043e-19	2.93563e-08	4	0.297748	0.178869	0.213477	0.309905	0.02687598	52.70204
295	1	-255448.7	-255325.3	-123.4278	52.93907	0.006366693	0.0004953633	-0.03589711	0.122738	0.262151	0.116027	0.107892	0.271279	0.119914	0.0557522	1.53045e-95	5.85942e-48	4.00079e-20	4	0.29989	0.179235	0.212873	0.308002	0.01985509	2.807955
296	0	-256825.4	-256761.7	-63.70399	1.738912	0.0073378	0.01583857	-0.8639966	0.123796	0.263488	0.11425	0.11338	0.270117	0.114969	0.8815131	5.00771e-83	1.05981e-41	1.58178e-17	4	0.299099	0.178385	0.212764	0.309752	0.01751651	50.32471
297	1	-255448.7	-255325.3	-123.3638	52.45348	0.02699466	0.0004961691	-0.05300608	0.120189	0.263031	0.116417	0.107855	0.272191	0.120317	0.06307897	2.78188e-23	7.88558e-12	3.94563e-05	3.99996	0.299193	0.180484	0.212069	0.308254	0.01007289	6.262251
298	0	-256830.7	-256767	-63.67915	1.738912	0.03362347	0.01594448	-0.8622335	0.122875	0.261527	0.117649	0.115475	0.267585	0.114889	0.8693566	6.93153e-19	1.24403e-09	0.000322179	3.99968	0.297583	0.178742	0.213236	0.310439	0.007123128	122.047
299	1	-255454.3	-255330.5	-123.7993	52.45348	0.01665768	0.0005027308	0.05988904	0.121522	0.257869	0.12162	0.107526	0.268334	0.123129	0.01649735	4.02684e-37	9.49588e-19	5.3064e-08	4	0.298013	0.180225	0.212656	0.309107	0.07638639	0.2159723
300	0	-256831.5	-256767.3	-64.14187	1.738912	0.0113648	0.01563042	-1.30642	0.121736	0.266414	0.116965	0.111847	0.266031	0.117006	1.336627	5.92368e-54	3.64376e-27	1.70642e-11	4	0.297045	0.180229	0.21285	0.309877	0.03020713	44.24872
301	1	-255447.4	-255323.6	-123.758	52.45348	0.03760708	0.0004889398	0.01092088	0.127787	0.261963	0.113682	0.110035	0.272898	0.113634	0.06349216	5.46082e-17	1.10382e-08	0.000796964	3.9992	0.298013	0.180225	0.212656	0.309107	0.07441304	0.8532397
302	0	-256830.4	-256765.5	-64.9026	1.738912	0.0290882	0.01578745	-1.447647	0.126342	0.258553	0.118421	0.112786	0.265783	0.118114	1.478732	1.1204e-21	5.00347e-11	8.49317e-05	3.99992	0.296796	0.179774	0.212671	0.310759	0.0310854	47.56999
303	1	-255449.4	-255325.4	-123.9585	52.70304	0.02351004	0.000499795	0.005521607	0.12877	0.26931	0.112074	0.107665	0.267358	0.114823	0.07148732	1.37689e-26	1.75487e-13	8.13543e-06	3.99999	0.298391	0.180128	0.212541	0.30894	0.07700893	0.9282991
304	0	-256826.6	-256761.1	-65.46739	1.738912	0.01495825	0.01582494	-0.6901346	0.127449	0.260817	0.112559	0.109193	0.271528	0.118453	0.7589353	3.15358e-41	8.40465e-21	7.461e-09	4	0.296642	0.179681	0.212561	0.311117	0.0688006	11.03094
305	1	-255449.4	-255326.1	-123.2706	52.70304	0.01081047	0.0005023678	-0.04089769	0.127241	0.262361	0.118511	0.109688	0.271383	0.110816	0.06186379	1.13813e-56	1.59724e-28	4.66031e-12	4	0.29785	0.179801	0.213969	0.30838	0.0209661	2.950658
306	0	-256831.4	-256767.3	-64.10344	1.738912	0.004473901	0.01601416	-1.133387	0.126282	0.257649	0.111504	0.113631	0.27225	0.118683	1.193417	1.50442e-135	5.81035e-68	1.9951e-28	4	0.296878	0.179824	0.211934	0.311364	0.06003007	19.88032
307	1	-255453.7	-255330.1	-123.6029	52.70304	0.0242305	0.0005061804	-0.05852666	0.127486	0.266012	0.118565	0.104999	0.271907	0.11103	0.07695263	7.94834e-26	4.21605e-13	1.17041e-05	3.99999	0.299907	0.179313	0.214154	0.306626	0.01842598	4.176312
308	0	-256826.2	-256762	-64.23583	1.738912	0.02735921	0.01586435	-0.9761937	0.117554	0.262339	0.112645	0.11643	0.28118	0.109851	1.048838	5.51424e-23	1.11018e-11	4.54735e-05	3.99995	0.300395	0.178874	0.212592	0.308139	0.07264426	14.438
309	1	-255452.8	-255329.6	-123.1921	52.45082	0.04511786	0.0004974333	-0.04727562	0.125853	0.267431	0.118867	0.109266	0.269191	0.109392	0.05224819	2.5221e-14	2.37068e-07	0.00284483	3.99715	0.297152	0.17839	0.213051	0.311407	0.004972569	10.50728
310	0	-256834.7	-256771	-63.71489	1.738912	0.02400205	0.01533774	-0.9675191	0.128273	0.271414	0.116357	0.106179	0.266417	0.111361	0.9940194	4.61112e-26	3.21129e-13	1.04539e-05	3.99999	0.299384	0.179132	0.212899	0.308584	0.0265003	37.50975
311	1	-255452.3	-255328.8	-123.5015	52.62087	0.02119838	0.0004882319	0.03063249	0.120999	0.259463	0.119262	0.109752	0.273057	0.117468	0.02718976	2.22064e-29	7.04889e-15	2.14308e-06	4	0.301536	0.177277	0.211722	0.309464	0.05782225	0.47023
312	0	-256821.5	-256757.8	-63.75872	1.738912	0.0212844	0.0156017	-1.036468	0.122739	0.266601	0.112521	0.108363	0.272906	0.116869	1.07709	2.89232e-29	8.04455e-15	2.26386e-06	4	0.299384	0.179132	0.212899	0.308584	0.04062189	26.51501
313	1	-255454.1	-255330.4	-123.688	52.62087	0.007341097	0.0005030429	-0.01207475	0.123473	0.265045	0.114749	0.112119	0.271808	0.112805	0.07924018	5.45116e-83	1.10574e-41	1.60988e-17	4	0.3014	0.177331	0.211945	0.309324	0.06716543	1.179776
314	0	-256827.4	-256763.9	-63.49549	1.727602	0.0001759412	0.01571448	-1.033582	0.120325	0.27228	0.112604	0.109618	0.273108	0.112064	1.062237	0	0	0	4	0.299384	0.179132	0.212899	0.308584	0.02865493	37.06996
315	1	-255454.1	-255330.2	-123.879	52.82559	0.03935229	0.0005011661	0.07029033	0.12634	0.261465	0.118541	0.103775	0.274685	0.115193	0.01186958	2.79972e-16	2.49898e-08	0.00111858	3.99888	0.300064	0.179197	0.211005	0.309734	0.0821599	0.1444692
316	0	-256826.5	-256763.1	-63.39246	1.727602	0.008285869	0.0160151	-1.066377	0.122488	0.257728	0.11431	0.113381	0.278016	0.114078	1.081565	1.22356e-73	5.23822e-37	1.40369e-15	4	0.299498	0.179201	0.212981	0.308319	0.01518873	71.20842
317	1	-255449.8	-255325.2	-124.6613	52.82579	0.03734695	0.0004902036	0.04802623	0.124684	0.26342	0.117683	0.107443	0.276739	0.110031	0.06598571	4.22446e-17	9.70877e-09	0.000755642	3.99924	0.300231	0.179297	0.211122	0.30935	0.1140119	0.5787614
318	0	-256828.7	-256760.7	-67.95234	1.727602	0.01233857	0.01564618	-1.336007	0.123295	0.259427	0.112797	0.107189	0.283957	0.113335	1.564024	8.98273e-50	4.48664e-25	1.25784e-10	4	0.299576	0.179247	0.213036	0.308141	0.2280168	6.859249
319	1	-255449.2	-255325.8	-123.4134	52.82579	0.003131441	0.0004911511	-0.02748535	0.128619	0.263241	0.118336	0.109972	0.262989	0.116843	0.07462639	3.06315e-193	8.29188e-97	2.12834e-40	4	0.300231	0.179297	0.211122	0.30935	0.04714104	1.583045
320	0	-256835.2	-256770.3	-64.9341	1.727602	0.01181113	0.01544309	-0.9004052	0.122601	0.261234	0.113583	0.107936	0.282431	0.112216	1.014809	5.94927e-52	3.65148e-26	4.44104e-11	4	0.300389	0.179734	0.213614	0.306262	0.1144034	8.870443
321	1	-255456.1	-255331.4	-124.652	52.82579	0.01381305	0.0004927174	-0.00731432	0.119714	0.268973	0.122269	0.108033	0.268715	0.112295	0.1112493	1.45192e-44	1.80357e-22	1.51497e-09	4	0.298655	0.181461	0.210015	0.309869	0.103935	1.070374
322	0	-256834.6	-256769.4	-65.20738	1.727602	0.01790807	0.01547686	-0.7490797	0.123483	0.267083	0.116042	0.104969	0.277398	0.111026	0.8212016	1.34422e-34	1.73477e-17	1.77174e-07	4	0.297797	0.180513	0.211771	0.309918	0.0721219	11.3863
323	1	-255458.1	-255334.5	-123.6268	52.82579	0.0217424	0.0005051897	0.02557553	0.126559	0.269687	0.126247	0.10576	0.258907	0.112839	0.07015234	1.14042e-28	1.59733e-14	3.0093e-06	4	0.29989	0.177826	0.213482	0.308802	0.09572787	0.7328309
324	0	-256836.5	-256771.2	-65.39601	1.727602	0.01516445	0.01571861	-0.7730878	0.115397	0.259974	0.114724	0.111022	0.280763	0.118121	0.8773433	1.11197e-40	1.57818e-20	9.69074e-09	4	0.298219	0.180769	0.212071	0.308942	0.1042555	8.41532
325	1	-255451.2	-255327.3	-123.9416	52.82579	0.03369568	0.0005040334	0.01253445	0.126482	0.262024	0.123349	0.107695	0.2716	0.108851	0.0273904	7.57171e-19	1.3002e-09	0.000328137	3.99967	0.30048	0.179281	0.210829	0.309409	0.03992485	0.6860489
326	0	-256831.8	-256766.9	-64.84979	1.727602	0.0200805	0.01529281	-0.8541655	0.126712	0.259005	0.11414	0.103463	0.279717	0.116963	0.9544414	5.82722e-31	1.14197e-15	1.00696e-06	4	0.298489	0.180933	0.212264	0.308314	0.1002759	9.518156
327	1	-255444.7	-255321.6	-123.1394	52.82579	0.03240608	0.0005112684	-0.06251852	0.126985	0.260062	0.122425	0.106889	0.272011	0.111627	0.06869409	1.47317e-19	5.73572e-10	0.000233664	3.99977	0.30048	0.179281	0.210829	0.309409	0.006175566	11.12353
328	0	-256831.8	-256766.8	-65.01775	1.727602	0.004572419	0.01536307	-0.7415133	0.120634	0.263016	0.117812	0.106904	0.276649	0.114985	0.8012705	1.19363e-132	1.63662e-66	7.97369e-28	4	0.298014	0.180645	0.211925	0.309416	0.05975713	13.40878
329	1	-255448.6	-255325.1	-123.5616	52.84068	0.02505503	0.0004994547	0.003028931	0.121376	0.259053	0.122119	0.106077	0.277251	0.114124	0.05872865	5.22289e-25	1.08067e-12	1.72967e-05	3.99998	0.30048	0.179281	0.210829	0.309409	0.06175758	0.9509545
330	0	-256829.5	-256765.4	-64.09906	1.727602	0.02886284	0.0159423	-0.8561047	0.121255	0.265784	0.116371	0.10383	0.277445	0.115315	0.892535	7.72288e-22	4.15417e-11	7.86229e-05	3.99992	0.298014	0.180645	0.211925	0.309416	0.03643024	24.49984
331	1	-255450.2	-255326.4	-123.8301	52.84068	0.01751636	0.0005039558	-0.01477355	0.123137	0.263673	0.120275	0.107615	0.268844	0.116456	0.06626543	2.38061e-35	7.3007e-18	1.23713e-07	4	0.30048	0.179281	0.210829	0.309409	0.05149188	1.28691
332	0	-256821.8	-256758.5	-63.25888	1.727602	0.01240661	0.01557973	-1.091102	0.120933	0.266618	0.116334	0.109051	0.271307	0.115757	1.095109	1.66351e-49	6.10558e-25	1.42941e-10	4	0.299908	0.180157	0.211354	0.308581	0.004006675	273.321
333	1	-255450.5	-255327.2	-123.2672	52.97217	0.01050147	0.0004995664	-0.05657653	0.121029	0.265607	0.120011	0.111493	0.270816	0.111043	0.06881681	2.61528e-58	2.42129e-29	2.12999e-12	4	0.298826	0.178294	0.21398	0.3089	0.01224029	5.622157
334	0	-256834.1	-256765.5	-68.56719	1.727602	0.01825811	0.01600384	-0.6649378	0.12915	0.266422	0.115062	0.101186	0.269194	0.118985	1.012314	5.92921e-34	3.64327e-17	2.41063e-07	4	0.299878	0.179638	0.211933	0.308551	0.3473764	2.914171
335	1	-255444.6	-255321.2	-123.3247	52.97217	0.04500499	0.0005108836	0.01594739	0.129953	0.256869	0.116406	0.103999	0.278556	0.114217	0.04769802	2.3351e-14	2.28112e-07	0.00279974	3.9972	0.298167	0.178731	0.213445	0.309657	0.06364542	0.7494338
336	0	-256829.1	-256763.4	-65.71118	1.727602	0.004102511	0.01550507	-1.27468	0.118222	0.268843	0.116108	0.10432	0.274147	0.11836	1.399361	9.8852e-148	4.71004e-74	5.91444e-31	4	0.299878	0.179638	0.211933	0.308551	0.124681	11.22353
337	1	-255447.7	-255324	-123.737	52.97217	0.04705669	0.0005047498	-0.009484187	0.127145	0.26139	0.120686	0.102039	0.273304	0.115437	0.1076536	8.94188e-14	4.46309e-07	0.00369877	3.9963	0.298048	0.179992	0.212427	0.309533	0.09816942	1.09661
338	0	-256826.9	-256761.3	-65.58645	1.727602	0.02889003	0.01589584	-1.286338	0.123569	0.263936	0.114205	0.10468	0.27823	0.115379	1.409699	8.08006e-22	4.24913e-11	7.93638e-05	3.99992	0.30051	0.178547	0.211743	0.3092	0.1233604	11.42748
339	1	-255443.7	-255320.3	-123.4179	52.97217	0.01930492	0.0005088763	-0.02393923	0.119837	0.26486	0.118982	0.107384	0.27132	0.117618	0.04415785	3.63903e-32	2.85395e-16	5.66381e-07	4	0.297635	0.179742	0.213518	0.309105	0.02021862	2.184019
340	0	-256836.3	-256771.7	-64.59254	1.727602	0.02221772	0.01617871	-1.359394	0.123365	0.2635	0.115894	0.104273	0.276053	0.116914	1.405354	4.46101e-28	3.15907e-14	3.9936e-06	4	0.30051	0.178547	0.211743	0.3092	0.04596023	30.57761
341	1	-255448.1	-255324.9	-123.2532	52.97217	0.02750327	0.0005010846	-0.03331555	0.124751	0.261073	0.121335	0.101905	0.272103	0.118833	0.04437185	7.19027e-23	1.2677e-11	4.80473e-05	3.99995	0.297699	0.179566	0.213564	0.309171	0.0110563	4.013264
342	0	-256836.9	-256773.4	-63.46214	1.727602	0.02186777	0.01585251	-1.043164	0.121696	0.263222	0.115195	0.112975	0.274944	0.111968	1.069601	1.64365e-28	1.91762e-14	3.24639e-06	4	0.302176	0.180217	0.211463	0.306144	0.02643684	40.45871
343	1	-255445.6	-255321.8	-123.8376	52.97217	0.009595885	0.0005020656	-0.007870551	0.122992	0.270156	0.118336	0.10314	0.271747	0.113629	0.03578781	1.01649e-63	4.7739e-32	1.60572e-13	4	0.297694	0.179562	0.213578	0.309166	0.02791726	1.281924
344	0	-256833.6	-256766.8	-66.799	1.727602	0.02231044	0.01593196	-1.072324	0.119381	0.270135	0.113148	0.10967	0.274104	0.113562	1.320647	5.7816e-28	3.59637e-14	4.21433e-06	4	0.300848	0.179425	0.210533	0.309194	0.2483232	5.31826
345	1	-255448.7	-255324.2	-124.5494	52.97217	0.01190103	0.0005102403	-0.023397	0.127243	0.272433	0.120542	0.101961	0.26549	0.112331	0.02774642	1.44376e-51	5.68829e-26	5.33803e-11	4	0.297303	0.180641	0.213297	0.308759	0.004349426	6.379331
346	0	-256824.9	-256761.6	-63.34785	1.727602	0.02093813	0.01603908	-1.267323	0.119473	0.264425	0.115341	0.10947	0.276667	0.114624	1.26734	9.85113e-30	4.69499e-15	1.81051e-06	4	0.300848	0.179425	0.210533	0.309194	1.70137e-05	74489.39
347	1	-255453.3	-255329.3	-124.0633	52.97217	0.0002676937	0.0004936878	-0.07162062	0.126012	0.264025	0.122918	0.0997262	0.274767	0.112553	0.08479928	0	0	0	4	0.297303	0.180641	0.213297	0.308759	0.01317865	6.434593
348	0	-256832.6	-256768.8	-63.81296	1.727602	0.02592023	0.01582211	-0.9317304	0.122494	0.266343	0.110212	0.107806	0.279188	0.113956	0.9798248	3.31076e-24	2.72062e-12	2.53715e-05	3.99997	0.297782	0.180212	0.211456	0.31055	0.0480944	20.37295
349	1	-255446	-255321.9	-124.0843	52.97217	0.0422845	0.0004985573	-0.008643325	0.120808	0.269171	0.118418	0.105796	0.267997	0.117811	0.09817344	3.21974e-15	8.47241e-08	0.00185633	3.99814	0.297303	0.180641	0.213297	0.308759	0.08953012	1.096541
350	0	-256835.5	-256771.9	-63.65954	1.727602	0.02763416	0.0160104	-1.208933	0.121111	0.261748	0.122883	0.111692	0.269363	0.113204	1.241837	9.1288e-23	1.42839e-11	5.04864e-05	3.99995	0.298771	0.18081	0.212159	0.30826	0.03290419	37.74101
351	1	-255452.4	-255327.1	-125.3569	52.97217	0.01180063	0.0004930101	0.07223336	0.125603	0.270467	0.117514	0.106523	0.265951	0.113942	0.05373702	5.35902e-52	3.46561e-26	4.34579e-11	4	0.296765	0.180314	0.214706	0.308215	0.1259704	0.4265846
352	0	-256830.4	-256764.1	-66.3216	1.727602	0.02695516	0.01604421	-1.564069	0.116157	0.264416	0.11248	0.109736	0.280398	0.116812	1.646706	2.58022e-23	7.59441e-12	3.88451e-05	3.99996	0.299692	0.178286	0.212812	0.30921	0.08263743	19.92688
353	1	-255441.7	-255317.8	-123.8517	52.97217	0.01435792	0.0004941444	-0.01091401	0.125108	0.259033	0.119127	0.10851	0.270944	0.117278	0.0905884	6.54585e-43	1.21094e-21	3.33897e-09	4	0.298896	0.179281	0.211096	0.310727	0.07967438	1.136983
354	0	-256825	-256761.6	-63.3568	1.727602	0.02836592	0.01570544	-1.201888	0.125405	0.26543	0.114679	0.104233	0.269379	0.120873	1.215287	3.32964e-22	2.72779e-11	6.60319e-05	3.99993	0.299692	0.178286	0.212812	0.30921	0.01339911	90.69908
355	1	-255454.3	-255329.8	-124.418	52.97217	0.03997432	0.0005121402	-0.06391855	0.122911	0.265889	0.11464	0.103096	0.273456	0.120007	0.1170476	4.84321e-16	3.28661e-08	0.00125323	3.99875	0.299329	0.179541	0.209952	0.311178	0.0531291	2.20308
356	0	-256825.9	-256761.9	-64.01947	1.727602	0.002442394	0.0161743	-1.370677	0.121862	0.26293	0.11246	0.102157	0.285081	0.115509	1.383724	1.75833e-247	6.28268e-124	1.18044e-51	4	0.300271	0.178768	0.213342	0.307619	0.01304721	106.0552
357	1	-255446.7	-255322.6	-124.0896	52.97217	0.003814141	0.0005031111	0.0264539	0.121289	0.261354	0.11584	0.108643	0.273737	0.119138	0.01402449	7.93618e-159	1.33459e-79	2.94736e-33	4	0.299446	0.180032	0.211174	0.309348	0.04047839	0.3464685
358	0	-256838.2	-256773.4	-64.79353	1.727602	0.01885351	0.01589592	-1.2165	0.124073	0.261494	0.111846	0.0962723	0.282148	0.124166	1.324648	6.52081e-33	1.20815e-16	3.96447e-07	4	0.299076	0.178057	0.212493	0.310374	0.1081478	12.2485
359	1	-255448	-255324.4	-123.6153	52.97217	0.0004783109	0.0004990484	-0.008884253	0.118367	0.264412	0.11817	0.110829	0.27135	0.116872	0.07642417	0	0	1.04279e-261	4	0.299811	0.179033	0.211431	0.309724	0.06753992	1.131541
360	0	-256830.6	-256766.9	-63.71835	1.727602	0.003902507	0.01628821	-1.135934	0.12763	0.258939	0.1187	0.108708	0.269974	0.116049	1.184581	2.97724e-155	8.17421e-78	1.62608e-32	4	0.29902	0.177603	0.212453	0.310925	0.04864702	24.35053
361	1	-255448.5	-255325.1	-123.3738	52.97217	0.002261264	0.0004973255	0.04680036	0.121128	0.263937	0.120926	0.113413	0.261576	0.119019	0.0352965	3.16139e-267	8.42445e-134	9.43085e-56	4	0.300366	0.179365	0.211822	0.308447	0.08209687	0.4299373
362	0	-256829.4	-256765	-64.38958	1.727602	0.01626957	0.01621962	-0.9791841	0.125232	0.263669	0.115912	0.108648	0.270191	0.116348	1.084714	5.53097e-38	3.5194e-19	3.51486e-08	4	0.29902	0.177603	0.212453	0.310925	0.1055298	10.27875
363	1	-255448.8	-255325.8	-123.0349	52.97217	0.005580159	0.000517401	-0.05075149	0.127574	0.267497	0.122496	0.0970872	0.270547	0.114798	0.0539558	7.17631e-109	1.26889e-54	6.85792e-23	4	0.299167	0.180796	0.210977	0.30906	0.003204311	16.83851
364	0	-256825.7	-256762.3	-63.4926	1.727602	0.01965124	0.01596366	-1.146351	0.124837	0.260768	0.116779	0.107453	0.275095	0.115068	1.189186	1.28994e-31	5.37311e-16	7.3644e-07	4	0.299793	0.176841	0.213775	0.309591	0.04283492	27.76207
