Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_plstm	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_plstm[1]	rates_plstm[2]	rates_plstm[3]	rates_plstm[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1650	0	-256826.8	-256757.4	-69.41074	2.290245	0.01872969	0.01154738	1.034635	0.115773	0.264843	0.112756	0.105067	0.284875	0.116686	0.1140857	4.01058e-33	9.47497e-17	3.58415e-07	4	0.300273	0.180456	0.213946	0.305325	1.14872	0.09931549
1651	1	-255443.8	-255320.1	-123.7212	52.88189	0.02153153	0.000501186	-0.0007218917	0.116967	0.261996	0.122689	0.107946	0.277931	0.112471	0.08491058	6.108e-29	1.16901e-14	2.64366e-06	4	0.300708	0.180066	0.211429	0.307796	0.08418869	1.008575
1652	0	-256820.1	-256750.6	-69.5081	2.290245	0.01888954	0.01163453	1.265957	0.120189	0.263822	0.117775	0.10596	0.282413	0.109842	0.05365103	7.50247e-33	1.2959e-16	4.08151e-07	4	0.300273	0.180456	0.213946	0.305325	1.319608	0.04065678
1653	1	-255440.7	-255317.3	-123.4232	52.88189	0.02126523	0.0005087222	0.0735343	0.120717	0.267202	0.115655	0.10481	0.27916	0.112455	0.003088588	2.72741e-29	7.81186e-15	2.23645e-06	4	0.300708	0.180066	0.211429	0.307796	0.07662289	0.04030895
1654	0	-256814	-256744.7	-69.30889	2.290245	0.01524684	0.01175281	0.9814745	0.121579	0.263651	0.115794	0.103699	0.278314	0.116963	0.09659829	1.82231e-40	2.02031e-20	1.07367e-08	4	0.299851	0.180202	0.212986	0.306962	1.078073	0.08960275
1655	1	-255443.4	-255319.8	-123.5655	52.88189	0.008179264	0.0005042946	-0.05800265	0.123908	0.269101	0.119411	0.105148	0.267597	0.114835	0.08132219	1.38229e-74	1.76066e-37	8.92797e-16	4	0.30009	0.17911	0.212754	0.308045	0.02331954	3.487298
1656	0	-256816.4	-256747.4	-69.00875	2.290245	0.0271151	0.01129682	0.7335395	0.123024	0.270709	0.113433	0.105432	0.271744	0.115658	0.01335824	3.49456e-23	8.83804e-12	4.1368e-05	3.99996	0.298502	0.179266	0.212375	0.309857	0.7468977	0.01788497
1657	1	-255447.4	-255323.2	-124.2421	52.88189	0.03990786	0.0005074974	0.06789819	0.127788	0.264808	0.116372	0.102441	0.270448	0.118143	0.03112637	4.57147e-16	3.1931e-08	0.00123831	3.99876	0.30009	0.17911	0.212754	0.308045	0.09902456	0.3143298
1658	0	-256820.1	-256749.9	-70.17606	2.290245	0.0316721	0.01144284	0.6267905	0.120877	0.270249	0.116522	0.102726	0.274164	0.115462	0.04256672	5.46716e-20	3.49438e-10	0.000190238	3.99981	0.299824	0.181435	0.210955	0.307786	0.6693572	0.06359344
1659	1	-255451.9	-255327.9	-123.9384	52.39769	0.02883615	0.0005060001	-0.04807896	0.121935	0.272472	0.116093	0.104399	0.275619	0.109482	0.09574094	7.38709e-22	4.06286e-11	7.79012e-05	3.99992	0.29864	0.178245	0.211727	0.311388	0.04766198	2.008749
1660	0	-256816.3	-256747.2	-69.1598	2.511268	0.0009017153	0.01128607	0.887576	0.121114	0.271414	0.11172	0.109381	0.271947	0.114423	0.05670545	0	0	4.67334e-139	4	0.299824	0.181435	0.210955	0.307786	0.9442815	0.06005143
1661	1	-255449.1	-255319.3	-129.8465	52.92829	0.009274856	0.0005085015	0.07097794	0.122872	0.2587	0.117935	0.107565	0.281309	0.111619	0.1583129	6.84655e-66	3.91804e-33	5.689e-14	4	0.29975	0.178907	0.212514	0.308829	0.2292909	0.6904458
1662	0	-256811	-256741.1	-69.87341	2.511268	0.002064311	0.01093485	1.285236	0.115539	0.264749	0.115961	0.106395	0.278189	0.119167	0.006714453	1.2514e-292	1.67613e-146	5.04744e-61	4	0.299084	0.180988	0.212901	0.307027	1.291951	0.005197144
1663	1	-255445.8	-255322.4	-123.4621	52.92829	0.01200393	0.0005088864	0.01079903	0.124982	0.271146	0.114078	0.103751	0.274385	0.111658	0.06314497	3.91871e-51	9.37133e-26	6.56696e-11	4	0.299924	0.179011	0.212637	0.308429	0.073944	0.8539566
1664	0	-256807.9	-256738.4	-69.5452	2.511268	0.028613	0.01101692	1.166033	0.123078	0.262277	0.115922	0.10858	0.272871	0.117271	0.03037228	5.07766e-22	3.36849e-11	7.20728e-05	3.99993	0.299836	0.17893	0.213436	0.307798	1.196405	0.02538628
1665	1	-255444.4	-255321.1	-123.2357	52.94624	0.002972472	0.0005067525	-0.03131253	0.123517	0.264086	0.1167	0.103162	0.274886	0.117649	0.07357026	1.59906e-203	5.99111e-102	1.56415e-42	4	0.296328	0.17993	0.213729	0.310013	0.04225773	1.740989
1666	0	-256816.3	-256747.2	-69.0854	2.511268	0.0007082724	0.01076476	0.8483567	0.123425	0.263016	0.113708	0.113648	0.273624	0.112579	0.02659739	0	0	6.71595e-177	4	0.30035	0.179722	0.211738	0.30819	0.8749541	0.03039861
1667	1	-255446.8	-255322.3	-124.5095	52.94624	0.005764348	0.0005070131	-0.02733259	0.124903	0.270222	0.119411	0.106746	0.272796	0.105923	0.02789284	2.011e-105	6.71697e-53	3.56127e-22	4	0.296488	0.180028	0.213303	0.310181	0.0005602453	49.78683
1668	0	-256810.1	-256739.8	-70.25011	2.511268	0.0157356	0.01084845	0.8714565	0.122187	0.271658	0.112567	0.112508	0.270881	0.110198	0.1078919	3.0697e-39	8.29155e-20	1.92911e-08	4	0.299452	0.179953	0.212009	0.308586	0.9793484	0.1101671
1669	1	-255443.7	-255319.4	-124.2918	52.94624	0.04184174	0.0004994008	0.0383258	0.119526	0.265035	0.117119	0.109368	0.267561	0.121391	0.07346689	2.27607e-15	7.1237e-08	0.00172748	3.99827	0.297241	0.180484	0.211307	0.310968	0.1117927	0.6571708
1670	0	-256810.2	-256741.1	-69.05889	2.511268	0.03491124	0.01115983	0.9608799	0.122296	0.265862	0.114465	0.1012	0.276899	0.119278	0.02555718	3.17125e-18	2.66063e-09	0.000441647	3.99956	0.299452	0.179953	0.212009	0.308586	0.9864371	0.02590858
1671	1	-255440.1	-255316.9	-123.2234	52.94624	0.00619691	0.0005025329	-0.0269153	0.124017	0.266559	0.117792	0.105385	0.271305	0.114942	0.06626932	3.92621e-98	2.96782e-49	1.16013e-20	4	0.298108	0.181011	0.211923	0.308959	0.03935402	1.683928
1672	0	-256813.4	-256742.2	-71.21814	2.511268	0.0002480023	0.01100538	0.9854268	0.119297	0.26633	0.114892	0.109072	0.270921	0.119488	0.1819193	0	0	0	4	0.299452	0.179953	0.212009	0.308586	1.167346	0.1558401
1673	1	-255441.4	-255318.3	-123.1123	52.89504	0.01639419	0.0005012933	-0.04767567	0.125017	0.266731	0.117868	0.103448	0.271481	0.115454	0.06549207	1.05701e-37	4.86522e-19	4.02042e-08	4	0.298078	0.181093	0.211902	0.308928	0.01781641	3.675942
1674	0	-256815	-256745.4	-69.53404	2.511268	0.00792183	0.01085487	0.9046746	0.119411	0.263651	0.117603	0.111857	0.271308	0.11617	0.07561959	5.60531e-77	1.12121e-38	2.84698e-16	4	0.299455	0.179944	0.212012	0.308589	0.9802941	0.07713969
1675	1	-255452	-255328.8	-123.2027	52.7354	0.01630046	0.0005133805	-0.02608051	0.124094	0.263227	0.11632	0.114509	0.267913	0.113937	0.06755653	6.50007e-38	3.81527e-19	3.6346e-08	4	0.298078	0.181093	0.211902	0.308928	0.04147602	1.628809
1676	0	-256813.4	-256741.5	-71.95049	2.511268	0.01164162	0.01101991	0.7281218	0.119845	0.259285	0.112501	0.111667	0.280663	0.116039	0.2390642	1.07709e-52	1.55371e-26	3.1151e-11	4	0.300644	0.179428	0.212853	0.307075	0.967186	0.247175
1677	1	-255453.2	-255329.9	-123.38	52.7354	0.02417704	0.0004985456	0.02898233	0.126553	0.257099	0.113954	0.111679	0.273061	0.117653	0.03494144	7.00397e-26	3.95769e-13	1.1401e-05	3.99999	0.298725	0.182338	0.212533	0.306404	0.06392377	0.5466111
1678	0	-256814.3	-256743.8	-70.54861	2.511268	0.03351885	0.01075202	0.8663925	0.119455	0.25844	0.113128	0.111304	0.284589	0.113085	0.1188887	6.09465e-19	1.16653e-09	0.000313695	3.99969	0.300644	0.179428	0.212853	0.307075	0.9852811	0.1206647
1679	1	-255445	-255321.7	-123.2551	52.7354	0.01729284	0.0005094566	-0.01214403	0.123239	0.258002	0.118952	0.104875	0.272917	0.122015	0.06262776	8.55938e-36	4.37774e-18	1.00055e-07	4	0.298214	0.181387	0.213132	0.307267	0.05048373	1.240553
1680	0	-256813.3	-256741.5	-71.71096	2.511268	0.009995714	0.01067587	1.145472	0.116574	0.263518	0.11344	0.105785	0.285374	0.11531	0.1353616	3.28653e-61	8.58371e-31	5.32651e-13	4	0.300644	0.179428	0.212853	0.307075	1.280833	0.1056824
1681	1	-255448	-255323.6	-124.4139	52.61403	0.0004633842	0.0005097663	-0.0876496	0.119376	0.257086	0.120499	0.108166	0.278928	0.115945	0.09025296	0	0	4.01853e-270	4	0.302623	0.180247	0.211793	0.305336	0.002603368	34.66777
1682	0	-256809.7	-256738.5	-71.23441	2.511268	0.00891613	0.01061686	0.6958096	0.121622	0.261631	0.115719	0.102966	0.28493	0.113132	0.1463092	1.67425e-68	1.93757e-34	1.63339e-14	4	0.300169	0.178831	0.212517	0.308483	0.8421188	0.1737394
1683	1	-255447.3	-255323.9	-123.4126	52.61403	0.02077858	0.0005101069	-0.04703526	0.123144	0.270983	0.113872	0.10935	0.270947	0.111704	0.08848517	5.92522e-30	3.64124e-15	1.62927e-06	4	0.295497	0.181221	0.212937	0.310345	0.04144991	2.134749
1684	0	-256804.4	-256734.5	-69.89747	2.511268	0.02363334	0.01070855	0.7145894	0.122186	0.264554	0.115818	0.108717	0.275456	0.113268	0.01823913	1.87281e-26	2.04662e-13	8.67154e-06	3.99999	0.300169	0.178831	0.212517	0.308483	0.7328286	0.02488867
1685	1	-255446.3	-255321.2	-125.0773	52.51595	0.005971149	0.0005059838	0.01360949	0.12276	0.258594	0.114751	0.117446	0.273037	0.113412	0.1310226	8.33099e-102	4.32323e-51	2.00561e-21	4	0.301156	0.17987	0.210941	0.308032	0.1446321	0.9059027
1686	0	-256812.7	-256741.5	-71.18415	2.511268	0.006086708	0.01071194	0.6587923	0.118868	0.269034	0.116114	0.105405	0.27616	0.114419	0.1299755	6.83855e-100	3.91685e-50	5.00594e-21	4	0.301512	0.179631	0.213468	0.305389	0.7887678	0.164783
1687	1	-255448.8	-255325.4	-123.3463	52.51595	0.004731058	0.0005198404	-0.01240442	0.121294	0.260277	0.120345	0.103266	0.276767	0.11805	0.06991527	3.10463e-128	2.63944e-64	6.57467e-27	4	0.301399	0.179808	0.210868	0.307925	0.05751085	1.215688
1688	0	-256816	-256746.2	-69.79064	2.511268	0.02197527	0.0104655	0.8703418	0.122073	0.269157	0.116531	0.100873	0.28298	0.108386	0.04761372	2.24124e-28	2.23922e-14	3.46212e-06	4	0.301512	0.179631	0.213468	0.305389	0.9179555	0.05186931
1689	1	-255449	-255325.7	-123.3258	52.51595	0.0251001	0.0005184263	-0.02014715	0.126756	0.252358	0.121844	0.107207	0.275008	0.116827	0.04821952	5.76834e-25	1.13569e-12	1.76569e-05	3.99998	0.301399	0.179808	0.210868	0.307925	0.02807237	1.717686
1690	0	-256824.5	-256751.8	-72.71194	2.511268	0.01301862	0.01024409	0.7122756	0.122079	0.269172	0.113151	0.102067	0.27594	0.117591	0.2628032	3.17865e-47	8.43942e-24	4.25123e-10	4	0.301512	0.179631	0.213468	0.305389	0.9750788	0.26952
1691	1	-255446.7	-255323.4	-123.2776	52.51595	0.04781595	0.0005109853	0.07506928	0.129382	0.255619	0.113341	0.106119	0.275647	0.119893	0.006107056	1.42736e-13	5.63845e-07	0.00407551	3.99592	0.297931	0.1807	0.211915	0.309454	0.08117633	0.07523198
1692	0	-256814.6	-256744.9	-69.64531	2.511268	0.03925298	0.01083429	0.9725667	0.123878	0.261448	0.116574	0.11196	0.270437	0.115702	0.04246322	2.56103e-16	2.3901e-08	0.00109809	3.9989	0.301493	0.17962	0.211444	0.307444	1.01503	0.04183445
1693	1	-255441.5	-255317.8	-123.6933	52.51595	0.01928053	0.0005167715	0.04589063	0.118259	0.259111	0.118132	0.104362	0.279268	0.120868	0.05602856	3.32293e-32	2.72718e-16	5.55803e-07	4	0.300904	0.180004	0.210989	0.308103	0.1019192	0.5497352
1694	0	-256809.6	-256740	-69.5865	2.511268	0.0129641	0.0105316	1.04134	0.119149	0.270813	0.114337	0.111522	0.270648	0.113531	0.01835763	2.03125e-47	6.74643e-24	3.874e-10	4	0.298411	0.180412	0.212377	0.3088	1.059698	0.01732345
1695	1	-255443.3	-255318.4	-124.9149	52.43475	0.01348584	0.0005178843	0.04581245	0.122127	0.263678	0.114787	0.107776	0.280895	0.110737	0.09011735	1.27182e-45	5.3381e-23	9.1405e-10	4	0.297729	0.180821	0.211948	0.309502	0.1359298	0.6629698
1696	0	-256815.7	-256746.4	-69.3155	2.511268	0.03464861	0.01017906	0.8757987	0.117544	0.269624	0.113518	0.110723	0.278877	0.109714	0.007006224	2.34711e-18	2.289e-09	0.000414923	3.99959	0.298421	0.180418	0.212384	0.308777	0.8828049	0.007936322
1697	1	-255442.2	-255318.7	-123.5494	52.43475	0.02857781	0.0005125763	-0.02509601	0.126436	0.262522	0.117347	0.106051	0.271528	0.116115	0.03852589	4.78361e-22	3.26951e-11	7.11864e-05	3.99993	0.298575	0.178493	0.21255	0.310381	0.01342988	2.868671
1698	0	-256814.7	-256744.2	-70.46997	2.511268	0.0237265	0.01093921	0.6321263	0.116527	0.267257	0.112521	0.109381	0.276429	0.117884	0.01226174	2.35783e-26	2.29637e-13	9.09591e-06	3.99999	0.299483	0.179757	0.211606	0.309155	0.644388	0.01902851
1699	1	-255439.6	-255316.4	-123.1798	52.43475	0.01583064	0.0005141503	-0.02173772	0.122124	0.262245	0.116596	0.108328	0.274714	0.115993	0.07214715	5.20965e-39	1.08016e-19	2.15289e-08	4	0.298575	0.178493	0.21255	0.310381	0.05040943	1.431223
1700	0	-256815.5	-256742.4	-73.05199	2.511268	0.02092023	0.01051193	1.401414	0.121582	0.263885	0.116649	0.108869	0.278715	0.110299	0.08990474	9.30867e-30	4.5639e-15	1.78936e-06	4	0.299483	0.179757	0.211606	0.309155	1.491319	0.06028538
1701	1	-255444.4	-255320.9	-123.4477	52.43475	0.01392959	0.0005081936	-0.0007568291	0.121863	0.265862	0.116346	0.107453	0.272731	0.115745	0.05688811	3.36202e-44	2.74446e-22	1.80331e-09	4	0.301034	0.177868	0.211805	0.309293	0.05613128	1.013483
1702	0	-256811.9	-256742.2	-69.68161	2.511268	0.02721674	0.01072176	0.8255191	0.124249	0.263458	0.111218	0.114889	0.271589	0.114597	0.04773502	4.2297e-23	9.72322e-12	4.30393e-05	3.99996	0.299313	0.1798	0.211657	0.30923	0.8732541	0.05466338
1703	1	-255455.2	-255331.4	-123.8066	52.43475	0.001650821	0.0005176216	-0.001261336	0.122118	0.270014	0.118852	0.114309	0.263369	0.111339	0.03537445	0	4.99478e-183	3.49556e-76	4	0.301034	0.177868	0.211805	0.309293	0.03411311	1.036975
1704	0	-256812.6	-256743.4	-69.21983	2.511268	0.009386966	0.01065134	0.830086	0.119547	0.268692	0.109371	0.104691	0.282122	0.115578	0.0175298	4.08067e-65	9.56522e-33	8.23967e-14	4	0.299636	0.179994	0.212605	0.307765	0.8476158	0.0206813
1705	1	-255448	-255324.6	-123.4478	52.28603	0.02465135	0.0005064731	0.01927734	0.122456	0.267842	0.123477	0.109226	0.266318	0.110681	0.06730746	2.11078e-25	6.87027e-13	1.43329e-05	3.99999	0.297301	0.178818	0.212936	0.310945	0.08658481	0.7773588
1706	0	-256812.1	-256740.6	-71.55976	2.511268	0.0124854	0.01060364	1.024579	0.11905	0.265835	0.117277	0.101961	0.280666	0.11521	0.1586293	3.36703e-49	8.68629e-25	1.65462e-10	4	0.300253	0.180365	0.210982	0.308399	1.183208	0.1340671
1707	1	-255454.1	-255330	-124.1447	52.36564	0.04382124	0.000511741	-0.07967992	0.127993	0.264768	0.120936	0.10434	0.27356	0.108404	0.08872413	1.0163e-14	1.50505e-07	0.00235607	3.99764	0.297184	0.178747	0.212852	0.311217	0.009044202	9.810055
1708	0	-256809.7	-256740.7	-68.9858	2.511268	0.01265416	0.01059876	0.9196795	0.125026	0.266562	0.112303	0.10224	0.281434	0.112436	0.004018554	1.48019e-48	1.82122e-24	2.24976e-10	4	0.297661	0.180045	0.214442	0.307852	0.9236981	0.004350506
1709	1	-255443.8	-255320.6	-123.1922	52.78523	0.01443188	0.000511535	0.01750478	0.128515	0.265849	0.114852	0.104115	0.274676	0.111992	0.05578002	1.07365e-42	1.55084e-21	3.70001e-09	4	0.297184	0.178747	0.212852	0.311217	0.0732848	0.7611404
1710	0	-256813.5	-256743.8	-69.6921	2.511268	0.03272917	0.01075875	1.040966	0.123088	0.262431	0.118273	0.107934	0.277072	0.111201	0.03406357	2.24715e-19	7.08379e-10	0.000255052	3.99974	0.297915	0.180199	0.213771	0.308115	1.07503	0.03168617
1711	1	-255442.5	-255319.4	-123.0764	52.78523	0.02341084	0.0005050291	0.03547629	0.12448	0.258252	0.120252	0.110629	0.272848	0.113539	0.0401348	1.07248e-26	1.54879e-13	7.72445e-06	3.99999	0.299069	0.179881	0.213242	0.307809	0.07561109	0.5308057
1712	0	-256813.7	-256744.7	-69.05331	2.511268	0.02393894	0.01058664	0.962856	0.121592	0.265963	0.119865	0.109537	0.272676	0.110366	0.005521597	3.95985e-26	2.9759e-13	1.01289e-05	3.99999	0.297915	0.180199	0.213771	0.308115	0.9683776	0.005701905
1713	1	-255444.7	-255320.5	-124.286	52.78523	0.01266274	0.0004975395	-0.005662312	0.12614	0.261415	0.118206	0.110776	0.270387	0.113076	0.1011924	1.5943e-48	1.89012e-24	2.2847e-10	4	0.299429	0.178894	0.213498	0.308179	0.0955301	1.059273
1714	0	-256807.8	-256738.2	-69.60638	2.511268	6.922303e-05	0.01041494	0.8677995	0.12174	0.266287	0.112991	0.10877	0.273008	0.117206	0.03003188	0	0	0	4	0.297915	0.180199	0.213771	0.308115	0.8978313	0.03344935
1715	1	-255447.5	-255323.7	-123.7699	52.2097	0.02804928	0.0004979719	0.006409054	0.122928	0.270707	0.120206	0.107955	0.263503	0.114701	0.07969666	1.91788e-22	2.07031e-11	5.88919e-05	3.99994	0.299619	0.179007	0.213634	0.30774	0.08610572	0.9255676
1716	0	-256816	-256746.1	-69.96913	2.511268	0.02293091	0.0105792	0.7752761	0.124858	0.272279	0.115533	0.103161	0.271077	0.113092	0.0472158	3.1059e-27	8.33509e-14	5.97324e-06	3.99999	0.297142	0.180482	0.215059	0.307316	0.8224919	0.05740579
1717	1	-255444	-255320.1	-123.8962	52.2097	0.03678072	0.0005059802	0.03576382	0.122916	0.254749	0.122498	0.10784	0.276973	0.115024	0.01039316	2.38582e-17	7.29658e-09	0.0006712	3.99933	0.299776	0.179124	0.213159	0.30794	0.04615697	0.2251698
1718	0	-256810.5	-256741.2	-69.31057	2.511268	0.01560586	0.01065861	0.8752437	0.120975	0.258803	0.117246	0.106615	0.283251	0.11311	0.01914784	1.47583e-39	5.74924e-20	1.65715e-08	4	0.297602	0.179214	0.215392	0.307792	0.8943915	0.02140879
1719	1	-255446.3	-255321.2	-125.047	52.2097	0.03226331	0.0004973663	0.02191672	0.130152	0.263314	0.115801	0.101731	0.274348	0.114654	0.00828985	1.21912e-19	5.21785e-10	0.000224667	3.99978	0.299996	0.179255	0.213315	0.307434	0.03020657	0.2744387
1720	0	-256807.2	-256737.6	-69.61466	2.696256	0.01521414	0.01024242	0.8935655	0.123452	0.264102	0.113222	0.108797	0.275	0.115426	0.02433875	1.49886e-40	1.83226e-20	1.03101e-08	4	0.303001	0.177836	0.213737	0.305426	0.9179043	0.02651557
1721	1	-255443.6	-255319.6	-123.9291	52.2097	0.006949851	0.0004956164	-0.06875178	0.117836	0.265762	0.119529	0.108786	0.277962	0.110125	0.07973437	1.31703e-87	5.43525e-44	1.77306e-18	4	0.299331	0.179425	0.213518	0.307726	0.01098259	7.26007
1722	0	-256811.3	-256738.8	-72.45588	2.696256	0.04220823	0.01039881	1.261883	0.12004	0.267619	0.110285	0.109035	0.275602	0.117418	0.1142939	3.03457e-15	8.22523e-08	0.00183367	3.99817	0.300739	0.178724	0.213586	0.306951	1.376177	0.08305175
1723	1	-255443.2	-255319.7	-123.461	52.2097	0.02380825	0.0005012021	0.03498573	0.12831	0.261943	0.12186	0.104991	0.271131	0.111764	0.02954529	2.88163e-26	2.53865e-13	9.48248e-06	3.99999	0.297307	0.178212	0.212074	0.312408	0.06453102	0.4578463
1724	0	-256815.6	-256745.5	-70.0834	2.696256	0.006820586	0.01050874	1.099132	0.120517	0.261851	0.112165	0.1095	0.277794	0.118172	0.02209082	3.00459e-89	8.20956e-45	8.09145e-19	4	0.30059	0.177603	0.212552	0.309255	1.121223	0.01970243
1725	1	-255443.5	-255320	-123.5207	52.77769	0.04351474	0.0005041176	-0.01622159	0.121204	0.261583	0.115765	0.115133	0.274705	0.11161	0.08160538	8.1334e-15	1.34644e-07	0.00224969	3.99775	0.297152	0.17843	0.212334	0.312084	0.0653838	1.248098
1726	0	-256804.9	-256734.3	-70.60818	2.696256	0.01370019	0.01025016	0.9521068	0.124434	0.270361	0.113006	0.105972	0.274014	0.112214	0.07313123	6.35195e-45	1.19294e-22	1.27616e-09	4	0.300395	0.178137	0.212414	0.309054	1.025238	0.07133097
1727	1	-255452.3	-255324.4	-127.9135	52.96956	0.01492392	0.0004983812	-0.04640302	0.118628	0.271845	0.11595	0.112432	0.272154	0.108992	0.1878435	2.54813e-41	7.55492e-21	7.13816e-09	4	0.297152	0.17843	0.212334	0.312084	0.1414405	1.328075
1728	0	-256817	-256744.8	-72.20515	2.696256	0.01473715	0.01029252	1.415616	0.125125	0.251578	0.113633	0.109138	0.28359	0.116936	0.002928399	7.85183e-42	4.19383e-21	5.59118e-09	4	0.29987	0.178271	0.212573	0.309286	1.418544	0.00206437
1729	1	-255446.3	-255322	-124.3285	52.96956	0.003889197	0.0005134497	-0.05256281	0.118984	0.265952	0.12205	0.105098	0.272972	0.114944	0.1134986	8.82766e-156	4.45105e-78	1.26351e-32	4	0.298627	0.181298	0.210576	0.309499	0.06093577	1.862594
1730	0	-256807.9	-256737.3	-70.60281	2.696256	0.01028939	0.009967264	0.9596507	0.123193	0.259179	0.109736	0.107453	0.279212	0.121226	0.05030576	1.72121e-59	6.21173e-30	1.21107e-12	4	0.29987	0.178271	0.212573	0.309286	1.009956	0.04980983
1731	1	-255446	-255320.4	-125.6959	52.96956	0.003573978	0.0005080122	0.07093559	0.125347	0.262114	0.11807	0.112237	0.268947	0.113285	0.06738968	1.96119e-169	6.63455e-85	1.85472e-35	4	0.299244	0.181139	0.21039	0.309227	0.1383253	0.4871827
1732	0	-256806	-256735	-70.99617	2.696256	0.02103805	0.009890555	0.938181	0.115113	0.265868	0.117383	0.103686	0.27927	0.11868	0.08737967	1.34911e-29	5.49428e-15	1.93256e-06	4	0.29987	0.178271	0.212573	0.309286	1.025561	0.08520185
1733	1	-255441.9	-255318.5	-123.46	52.96956	0.00210579	0.0005132548	0.01763376	0.124278	0.264824	0.119291	0.106277	0.270083	0.115247	0.0538481	6.95372e-287	1.24944e-143	7.85646e-60	4	0.299294	0.180191	0.211237	0.309279	0.07148186	0.7533114
1734	0	-256808.4	-256738.4	-70.02348	2.696256	0.02367338	0.009894542	0.8197444	0.116467	0.265069	0.11703	0.106848	0.278431	0.116155	0.02187788	2.06811e-26	2.15068e-13	8.85184e-06	3.99999	0.300483	0.178114	0.212387	0.309015	0.8416223	0.02599489
1735	1	-255442.7	-255319.3	-123.3859	52.96956	0.002811881	0.0005022388	-0.02932673	0.118516	0.268071	0.114797	0.107033	0.273223	0.11836	0.0641929	4.32703e-215	9.85544e-108	6.21984e-45	4	0.299128	0.180091	0.21112	0.30966	0.03486618	1.841123
1736	0	-256805.9	-256734.3	-71.63187	2.696256	0.007197519	0.009983584	1.230198	0.122399	0.272285	0.114775	0.105005	0.26622	0.119316	0.02763647	1.26036e-84	1.68135e-42	7.36719e-18	4	0.300483	0.178114	0.212387	0.309015	1.257835	0.02197147
1737	1	-255442.4	-255318.9	-123.5788	52.96956	0.0460942	0.0005119513	0.0476465	0.128161	0.257149	0.118328	0.102567	0.273387	0.120408	0.04623622	4.83437e-14	3.28191e-07	0.00325584	3.99674	0.299128	0.180091	0.21112	0.30966	0.09388271	0.4924891
1738	0	-256803.3	-256732.3	-70.95707	2.696256	0.03076403	0.01007157	0.9983093	0.121952	0.265	0.111704	0.104838	0.279993	0.116514	0.07756706	1.5022e-20	1.83184e-10	0.00014552	3.99985	0.301512	0.17855	0.212907	0.307032	1.075876	0.07209663
1739	1	-255443.8	-255319	-124.7773	52.96956	0.001918957	0.0004996084	-0.07679229	0.126181	0.267058	0.11573	0.10064	0.279028	0.111363	0.09854876	1.01364e-314	1.50854e-157	1.31425e-65	4	0.299325	0.18021	0.211259	0.309207	0.02175647	4.52963
1740	0	-256799.8	-256729.2	-70.59907	2.696256	0.02015985	0.009818607	0.9306931	0.112603	0.267916	0.115928	0.109095	0.277738	0.116721	0.044781	7.64671e-31	1.30815e-15	1.06537e-06	4	0.299209	0.179139	0.213608	0.308044	0.9754741	0.04590691
1741	1	-255445.6	-255322.4	-123.2292	52.96956	0.01858049	0.0005089736	0.0493288	0.122737	0.26956	0.11263	0.102629	0.278242	0.114202	0.0244693	2.21362e-33	7.03933e-17	3.16835e-07	4	0.299361	0.180232	0.211162	0.309245	0.07379811	0.3315709
1742	0	-256798.1	-256727.3	-70.86235	2.696256	0.01780304	0.00973957	0.7162273	0.122752	0.263782	0.111382	0.105152	0.280536	0.116397	0.03706697	8.5142e-35	1.38064e-17	1.61157e-07	4	0.299209	0.179139	0.213608	0.308044	0.7532943	0.04920649
1743	1	-255448.4	-255325.1	-123.2337	52.96956	0.0001089332	0.0005197787	0.0729135	0.125572	0.264824	0.110636	0.115571	0.271729	0.111668	0.001740852	0	0	0	4	0.299361	0.180232	0.211162	0.309245	0.07465436	0.02331883
1744	0	-256797.7	-256725.3	-72.4283	2.689088	0.02809062	0.009861822	1.174448	0.125113	0.262452	0.113404	0.105798	0.276561	0.116672	0.08671882	2.06257e-22	2.14698e-11	5.97872e-05	3.99994	0.299209	0.179139	0.213608	0.308044	1.261167	0.06876077
1745	1	-255441.8	-255318.3	-123.4994	52.96956	0.03663533	0.0005043546	-0.03579208	0.127365	0.263323	0.120218	0.106049	0.271419	0.111625	0.09940201	2.0544e-17	6.77093e-09	0.000650699	3.99935	0.300057	0.178859	0.211653	0.309431	0.06360994	1.562681
1746	0	-256797.9	-256727	-70.92001	2.689088	0.0024904	0.009611248	0.775582	0.123819	0.266039	0.111459	0.107243	0.275941	0.115499	0.05754861	9.9274e-243	1.49283e-121	1.14318e-50	4	0.298478	0.178701	0.213087	0.309735	0.8331306	0.06907513
1747	1	-255443.5	-255319.7	-123.771	52.96956	0.0204683	0.0004979414	0.03823177	0.126054	0.26318	0.118135	0.10502	0.271272	0.11634	0.06140077	2.15525e-30	2.19613e-15	1.3209e-06	4	0.301851	0.178454	0.211516	0.308179	0.09963255	0.6162723
1748	0	-256801.9	-256730	-71.87621	2.689088	0.0283875	0.009917683	1.003837	0.123752	0.267103	0.10894	0.104966	0.279278	0.115961	0.08602171	3.45567e-22	2.77893e-11	6.65428e-05	3.99993	0.299134	0.179094	0.213555	0.308217	1.089859	0.0789292
