Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	simmap
100	{2,0.124433:3,0.213704:1,0.661863}	{1,0.956522}	{1,0.913043}	{1,0.344074:3,0.506337:1,0.0191545}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.0575423:3,0.232151:1,0.0581324}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.243263:1,0.452389}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0575423:3,0.232151:1,0.0581324},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.243263:1,0.452389}):{1,0.0434783},U_heudelotii:{1,0.344074:3,0.506337:1,0.0191545}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.124433:3,0.213704:1,0.661863});
110	{2,0.698018:3,0.0582012:2,0.24378}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.068186:3,0.224211:1,0.359777}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.0947231:3,0.282004:1,0.145012}	{2,0.0434783}	{2,0.0434783}	{2,0.0235884:3,0.324238}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.107821:1,0.0226141}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.0667937:1,0.628858}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.0947231:3,0.282004:1,0.145012},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.0235884:3,0.324238},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.107821:1,0.0226141}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.068186:3,0.224211:1,0.359777}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.0667937:1,0.628858}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.698018:3,0.0582012:2,0.24378});
120	{2,0.0387726:3,0.961227}	{1,0.956522}	{1,0.06645:3,0.592474:1,0.254119}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.0224701:3,0.107965}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.0184537:3,0.0611079:1,0.442178}	{2,0.0434783}	{2,0.0434783}	{3,0.239393:1,0.108433}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.635083:1,0.0605688}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.0184537:3,0.0611079:1,0.442178},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.0224701:3,0.107965}):{3,0.239393:1,0.108433},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.635083:1,0.0605688}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.06645:3,0.592474:1,0.254119}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.0387726:3,0.961227});
130	{2,1}	{1,0.00870425:3,0.244764:1,0.703053}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0287241:1,0.101711}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.323845:1,0.371807}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0287241:1,0.101711}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.323845:1,0.371807}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.00870425:3,0.244764:1,0.703053}):{1,0.0434783},U_amplifolia:{2,1});
140	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.247855:3,0.0999709}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0715281:1,0.0589067}	{1,0.0410859:3,0.00239239}	{3,0.146889:1,0.0270239}	{3,0.0434783}	{3,0.0434783}	{3,0.142363:1,0.282246:3,0.00486666:1,0.266177}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.247855:3,0.0999709},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0715281:1,0.0589067}):{1,0.0410859:3,0.00239239},U_teusczii_f_teusczii:{1,0.652174}):{3,0.146889:1,0.0270239},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.142363:1,0.282246:3,0.00486666:1,0.266177}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
150	{2,1}	{1,0.339858:3,0.458547:2,0.158116}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0300269:1,0.100408}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0109657:2,0.0325126}	{2,0.176675:3,0.243578:1,0.275399}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0300269:1,0.100408}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0109657:2,0.0325126},U_densifolia:{2,0.130435}):{2,0.176675:3,0.243578:1,0.275399}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.339858:3,0.458547:2,0.158116}):{3,0.0434783},U_amplifolia:{2,1});
160	{2,1}	{1,0.956522}	{1,0.138186:3,0.310463:2,0.464394}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0541621:1,0.0762727}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.110627:1,0.585025}	{1,0.0434783}	{1,0.0434783}	{3,0.0434783}	{3,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0541621:1,0.0762727}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.110627:1,0.585025}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.138186:3,0.310463:2,0.464394}):{3,0.0434783},Spondianthus_preussii:{1,0.956522}):{3,0.0434783},U_amplifolia:{2,1});
170	{2,0.301543:3,0.698457}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.19975:3,0.148076}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.0128353:1,0.1176}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.657745:1,0.0379072}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.19975:3,0.148076},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.0128353:1,0.1176}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.657745:1,0.0379072}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,0.301543:3,0.698457});
180	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.0975095:3,0.0329252}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{3,0.0789957:1,0.26883}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.38657:1,0.309082}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.0975095:3,0.0329252}):{3,0.0789957:1,0.26883},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.38657:1,0.309082}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
190	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0240637:3,0.065748:1,0.0406231}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.067912:3,0.265153:1,0.0147613}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{1,0.130435}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.122751:1,0.572901}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.067912:3,0.265153:1,0.0147613},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.0240637:3,0.065748:1,0.0406231}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{1,0.130435}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.122751:1,0.572901}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
200	{2,1}	{1,0.956522}	{1,0.913043}	{1,0.869565}	{2,0.130435}	{1,0.0869565}	{1,0.0434783}	{2,0.0434783}	{1,0.652174}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.130435}	{1,0.0869565}	{1,0.0434783}	{1,0.0434783}	{2,0.130435}	{2,0.0869565}	{2,0.0434783}	{2,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.0434783}	{1,0.521739}	{2,0.0434783}	{2,0.0434783}	{2,0.347826}	{1,0.0434783}	{1,0.0434783}	{1,0.0869565}	{1,0.173913}	{1,0.0869565}	{1,0.26087}	{1,0.173913}	{3,0.107421:1,0.0230134}	{1,0.0434783}	{1,0.173913}	{3,0.0434783}	{3,0.0434783}	{3,0.439451:1,0.256201}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{1,0.0434783}	{3,0}	((((((((U_acuminata:{1,0.0869565},(U_kirkiana:{1,0.0434783},U_sansibarica:{1,0.0434783}):{1,0.0434783}):{1,0.521739},((((U_bojeri_1:{2,0.0434783},U_bojeri_2:{2,0.0434783}):{2,0.0434783},U_louvelii:{2,0.0869565}):{2,0.0434783},U_littoralis:{2,0.130435}):{2,0.347826},(((((U_lissopyrena:{1,0.0434783},U_togoensis:{1,0.0434783}):{1,0.0434783},U_staudtii:{1,0.0869565}):{1,0.0434783},U_pilosa:{1,0.130435}):{1,0.0869565},(U_mole:{1,0.0434783},U_vanhouttei:{1,0.0434783}):{1,0.173913}):{1,0.0869565},(U_pynaertii:{1,0.0434783},U_rufopilosa:{1,0.0434783}):{1,0.26087}):{1,0.173913}):{3,0.107421:1,0.0230134}):{1,0.0434783},U_teusczii_f_teusczii:{1,0.652174}):{1,0.173913},(((U_ambanjensis:{2,0.0434783},U_teusczii_f_pilosa:{1,0.0434783}):{3,0.0434783},U_guineensis:{1,0.0869565}):{3,0.0434783},U_densifolia:{2,0.130435}):{3,0.439451:1,0.256201}):{1,0.0434783},U_heudelotii:{1,0.869565}):{1,0.0434783},U_nitida:{1,0.913043}):{1,0.0434783},Spondianthus_preussii:{1,0.956522}):{1,0.0434783},U_amplifolia:{2,1});
