Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	extirpation_rate	log10_rate_bg	rate_bg
217	-18.83746	-16.86998	-1.967481	0.5009883	0.5009883	0.5009883	-0.6231839	0.2381311
218	-18.71992	-16.75129	-1.968631	0.5005337	0.5005337	0.5005337	-0.5125394	0.3072278
219	-18.30111	-16.53356	-1.767553	0.6880434	0.6880434	0.6880434	-0.4601119	0.3466475
220	-18.23418	-16.44469	-1.789489	0.7631765	0.7631765	0.7631765	-0.3812182	0.4157017
221	-18.33662	-16.54913	-1.787496	0.7594681	0.7594681	0.7594681	-0.5448873	0.2851759
222	-20.94306	-19.06436	-1.878694	0.8699984	0.8699984	0.8699984	-1.36155	0.04349607
223	-20.7293	-18.96084	-1.76846	0.672793	0.672793	0.672793	-1.327416	0.04705263
224	-19.47354	-17.29056	-2.182976	0.4357201	0.4357201	0.4357201	-0.8099027	0.1549164
225	-20.85603	-18.2627	-2.593324	0.3614749	0.3614749	0.3614749	-1.121296	0.0756318
226	-22.28426	-17.33475	-4.949505	0.1946914	0.1946914	0.1946914	-0.7532931	0.1764846
227	-22.31868	-17.36918	-4.949505	0.1946914	0.1946914	0.1946914	-0.7720428	0.1690274
228	-22.06042	-17.68878	-4.371637	0.2195729	0.2195729	0.2195729	-0.9176664	0.1208742
229	-21.46247	-17.09083	-4.371637	0.2195729	0.2195729	0.2195729	-0.549405	0.2822247
230	-19.96111	-17.16521	-2.7959	0.3355247	0.3355247	0.3355247	-0.7203033	0.190413
231	-18.82344	-16.76865	-2.054787	0.4704951	0.4704951	0.4704951	-0.4227596	0.3777812
232	-19.33619	-17.28141	-2.054787	0.4704951	0.4704951	0.4704951	-0.1564052	0.6975813
233	-19.4498	-17.39501	-2.054787	0.4704951	0.4704951	0.4704951	-0.1285654	0.7437631
234	-18.53988	-16.48099	-2.058892	1.00669	1.00669	1.00669	-0.1583247	0.6945049
235	-19.03796	-15.9055	-3.132462	1.570052	1.570052	1.570052	-0.223018	0.5983868
236	-18.43594	-16.09478	-2.341153	1.174143	1.174143	1.174143	-0.3317697	0.465833
237	-18.5368	-16.05684	-2.479961	1.248358	1.248358	1.248358	-0.2915304	0.5110573
238	-18.76097	-15.966	-2.794973	1.407389	1.407389	1.407389	-0.4156266	0.3840373
239	-18.78367	-16.27191	-2.51176	1.264914	1.264914	1.264914	-0.5755071	0.265762
240	-18.77062	-16.90948	-1.861135	0.8532646	0.8532646	0.8532646	-0.7528776	0.1766536
241	-18.55996	-16.49334	-2.066623	1.011768	1.011768	1.011768	-0.6143361	0.2430323
242	-19.2237	-17.4026	-1.821097	0.8094709	0.8094709	0.8094709	-0.9130693	0.1221605
243	-20.21118	-17.58936	-2.621815	1.321217	1.321217	1.321217	-1.015285	0.09654173
244	-18.71574	-16.35421	-2.361526	1.185264	1.185264	1.185264	-0.5949116	0.254149
245	-18.47139	-16.10986	-2.361526	1.185264	1.185264	1.185264	-0.4227185	0.377817
246	-19.13811	-15.78302	-3.355097	1.675211	1.675211	1.675211	-0.3247825	0.4733883
247	-20.97552	-16.49991	-4.475606	2.200373	2.200373	2.200373	-0.7868749	0.1633522
248	-21.13946	-18.38978	-2.749686	1.385086	1.385086	1.385086	-1.220209	0.06022692
249	-18.7053	-15.95561	-2.749686	1.385086	1.385086	1.385086	-0.3747883	0.4219021
250	-20.0184	-15.93091	-4.087485	2.01782	2.01782	2.01782	-0.5702026	0.2690279
251	-18.70843	-15.94499	-2.763445	1.391878	1.391878	1.391878	-0.3317476	0.4658567
252	-18.89322	-15.89225	-3.000969	1.507282	1.507282	1.507282	-0.2777974	0.5274758
253	-18.48711	-16.29979	-2.187322	1.086686	1.086686	1.086686	-0.2035716	0.6257897
254	-18.34022	-16.53353	-1.806697	0.7904952	0.7904952	0.7904952	-0.2477365	0.5652798
255	-18.31284	-16.54279	-1.770051	0.7120247	0.7120247	0.7120247	-0.3094417	0.4904089
256	-18.24768	-16.29072	-1.956958	0.9349516	0.9349516	0.9349516	-0.3382656	0.4589173
257	-18.77179	-16.31124	-2.460548	1.238179	1.238179	1.238179	-0.587958	0.258251
258	-20.07857	-16.45944	-3.61913	1.798908	1.798908	1.798908	-0.7366729	0.1833695
259	-18.88687	-16.28884	-2.598028	1.309165	1.309165	1.309165	-0.5950515	0.2540671
260	-19.41857	-16.31015	-3.108423	1.558621	1.558621	1.558621	-0.6527036	0.2224828
261	-18.81588	-16.00607	-2.80981	1.414666	1.414666	1.414666	-0.2229773	0.5984429
262	-19.17646	-16.01976	-3.156702	1.58156	1.58156	1.58156	-0.1516716	0.7052261
263	-18.57557	-16.57777	-1.997801	0.9649308	0.9649308	0.9649308	-0.1399961	0.7244425
264	-18.6618	-16.87057	-1.79123	0.6164304	0.6164304	0.6164304	-0.2019014	0.6282009
265	-18.73091	-16.32205	-2.408861	1.210779	1.210779	1.210779	-0.1428549	0.7196895
266	-19.13281	-17.36507	-1.767742	0.6805975	0.6805975	0.6805975	-0.04451692	0.9025745
267	-19.15135	-16.76177	-2.389576	1.200436	1.200436	1.200436	-0.01818654	0.9589886
