Iteration	Posterior	Likelihood	Prior	er[1][1]	er[2][2]	extirpation_rate	log10_rate_bg	rate_bg
1770	-44.68302	-42.72975	-1.953265	0.9321373	0.9321373	0.9321373	-3.977827	0.0001052382
1771	-44.49938	-42.72977	-1.769607	0.6656015	0.6656015	0.6656015	-3.977827	0.0001052382
1772	-44.76341	-42.72975	-2.033666	0.9898225	0.9898225	0.9898225	-3.977827	0.0001052382
1773	-45.70542	-42.72971	-2.975715	1.495151	1.495151	1.495151	-3.977827	0.0001052382
1774	-45.90822	-42.74285	-3.165373	1.585673	1.585673	1.585673	-3.01744	0.0009606375
1775	-46.04966	-42.76631	-3.283354	1.641442	1.641442	1.641442	-2.602888	0.002495238
1776	-45.51854	-42.74781	-2.77073	1.395468	1.395468	1.395468	-2.895738	0.001271341
1777	-46.10779	-43.0267	-3.081095	1.545604	1.545604	1.545604	-1.707984	0.01958918
1778	-45.85074	-42.76964	-3.081095	1.545604	1.545604	1.545604	-2.568559	0.002700482
1779	-46.76451	-42.95177	-3.812737	1.889351	1.889351	1.889351	-1.826743	0.01490242
1780	-46.28863	-42.73765	-3.550975	1.767039	1.767039	1.767039	-3.201974	0.0006280956
1781	-47.40788	-42.79584	-4.612043	2.265011	2.265011	2.265011	-2.340148	0.004569324
1782	-45.66064	-42.73418	-2.92646	1.471407	1.471407	1.471407	-3.403925	0.0003945256
1783	-44.68221	-42.73689	-1.945319	0.9260141	0.9260141	0.9260141	-3.255647	0.0005550763
1784	-44.78424	-42.73195	-2.052294	1.002325	1.002325	1.002325	-3.611782	0.0002444656
1785	-44.81947	-42.77432	-2.045148	0.9975599	0.9975599	0.9975599	-2.533739	0.00292591
1786	-45.02059	-42.94837	-2.07222	1.015418	1.015418	1.015418	-1.853472	0.0140129
1787	-44.83321	-42.87069	-1.96252	0.9391547	0.9391547	0.9391547	-2.04483	0.009019233
1788	-45.2387	-42.74001	-2.498691	1.258127	1.258127	1.258127	-3.11713	0.000763608
1789	-44.83333	-42.73159	-2.101741	1.034349	1.034349	1.034349	-3.653161	0.0002222485
1790	-44.57523	-42.75647	-1.818755	0.8065471	0.8065471	0.8065471	-2.749685	0.001779569
1791	-44.84557	-42.92219	-1.923387	0.9085895	0.9085895	0.9085895	-1.911092	0.01227179
1792	-44.69047	-42.7439	-1.946569	0.5095736	0.5095736	0.5095736	-3.0098	0.0009776863
1793	-45.87203	-42.94484	-2.927189	0.3209536	0.3209536	0.3209536	-1.876035	0.01330347
1794	-44.74725	-42.736	-2.011255	0.4847737	0.4847737	0.4847737	-3.310987	0.0004886665
1795	-45.73735	-42.72992	-3.007436	0.3127459	0.3127459	0.3127459	-3.949317	0.0001123783
1796	-45.80274	-42.73544	-3.067293	0.3069269	0.3069269	0.3069269	-3.345923	0.0004508968
1797	-44.93944	-42.73075	-2.208681	0.4297104	0.4297104	0.4297104	-3.783316	0.0001646965
1798	-45.6452	-42.72989	-2.915309	0.3222112	0.3222112	0.3222112	-3.954207	0.0001111203
1799	-45.97446	-42.75365	-3.220809	0.2930461	0.2930461	0.2930461	-2.805564	0.001564718
1800	-44.54908	-42.73957	-1.809516	0.5946073	0.5946073	0.5946073	-3.147123	0.0007126514
1801	-44.51559	-42.74398	-1.771609	0.718955	0.718955	0.718955	-3.003242	0.0009925638
1802	-44.53697	-42.7392	-1.797763	0.6078013	0.6078013	0.6078013	-3.160762	0.0006906178
1803	-44.78571	-42.739	-2.046711	0.9986049	0.9986049	0.9986049	-3.160762	0.0006906178
1804	-44.7807	-42.75481	-2.025892	0.9845239	0.9845239	0.9845239	-2.772185	0.001689721
1805	-44.97237	-42.73024	-2.242136	1.118655	1.118655	1.118655	-3.862644	0.0001372008
1806	-44.9932	-42.75106	-2.242136	1.118655	1.118655	1.118655	-2.835086	0.001461889
1807	-44.73528	-42.74107	-1.994202	0.962365	0.962365	0.962365	-3.086075	0.00082021
1808	-45.45746	-42.86047	-2.596986	1.308636	1.308636	1.308636	-2.069169	0.008527691
1809	-45.22546	-42.73515	-2.490306	1.25376	1.25376	1.25376	-3.344491	0.0004523854
1810	-44.90818	-42.75986	-2.148315	1.063247	1.063247	1.063247	-2.695338	0.002016794
1811	-44.94827	-42.76853	-2.179743	1.082181	1.082181	1.082181	-2.590105	0.002569776
1812	-44.91909	-42.73935	-2.179743	1.082181	1.082181	1.082181	-3.145504	0.0007153123
1813	-47.26095	-42.7348	-4.526148	2.224285	2.224285	2.224285	-3.345984	0.0004508333
1814	-47.12283	-42.7427	-4.380121	2.155296	2.155296	2.155296	-3.009559	0.0009782304
1815	-45.0247	-42.72972	-2.294977	1.148584	1.148584	1.148584	-3.980985	0.0001044756
1816	-45.87671	-42.73219	-3.144523	1.57578	1.57578	1.57578	-3.573224	0.000267163
1817	-46.75538	-42.73286	-4.022524	1.987409	1.987409	1.987409	-3.499377	0.0003166814
1818	-46.61695	-42.73203	-3.884922	1.923073	1.923073	1.923073	-3.583226	0.0002610804
1819	-46.61962	-42.7347	-3.884922	1.923073	1.923073	1.923073	-3.35886	0.0004376631
1820	-45.15656	-42.75816	-2.398403	1.205179	1.205179	1.205179	-2.716293	0.001921795
1821	-44.62376	-42.72997	-1.893787	0.8835854	0.8835854	0.8835854	-3.925299	0.0001187683
1822	-44.60267	-42.83511	-1.767559	0.6858906	0.6858906	0.6858906	-2.175236	0.006679813
1823	-44.69155	-42.87814	-1.81341	0.799655	0.799655	0.799655	-2.025686	0.009425699
1824	-44.86221	-42.86444	-1.997773	0.4895445	0.4895445	0.4895445	-2.074032	0.008432719
1825	-44.5212	-42.75288	-1.76832	0.7009011	0.7009011	0.7009011	-2.810616	0.001546621
1826	-44.51582	-42.7444	-1.771426	0.6576925	0.6576925	0.6576925	-2.993398	0.001015319
1827	-44.54193	-42.73208	-1.809843	0.794865	0.794865	0.794865	-3.600793	0.0002507307
1828	-44.55245	-42.73235	-1.8201	0.5844436	0.5844436	0.5844436	-3.577237	0.0002647056
1829	-44.90081	-42.7596	-2.141205	1.058905	1.058905	1.058905	-2.698992	0.001999897
1830	-44.53233	-42.76354	-1.768785	0.7045771	0.7045771	0.7045771	-2.655154	0.002212308
1831	-46.09581	-42.75348	-3.342331	1.669209	1.669209	1.669209	-2.780115	0.001659147
1832	-44.80856	-42.74573	-2.062832	1.009283	1.009283	1.009283	-2.95204	0.001116761
1833	-44.49896	-42.73094	-1.768023	0.6979345	0.6979345	0.6979345	-3.749497	0.0001780342
1834	-44.60032	-42.73243	-1.867893	0.5493666	0.5493666	0.5493666	-3.570126	0.0002690756
1835	-44.5985	-42.73061	-1.867893	0.5493666	0.5493666	0.5493666	-3.805926	0.0001563416
1836	-45.20217	-42.73063	-2.471542	0.379731	0.379731	0.379731	-3.805926	0.0001563416
1837	-44.51009	-42.74086	-1.769234	0.7075167	0.7075167	0.7075167	-3.098464	0.0007971423
1838	-44.68631	-42.74073	-1.945584	0.9262201	0.9262201	0.9262201	-3.098464	0.0007971423
1839	-44.59119	-42.73298	-1.858202	0.5554934	0.5554934	0.5554934	-3.51749	0.0003037453
1840	-44.56905	-42.73976	-1.829292	0.5765457	0.5765457	0.5765457	-3.140117	0.0007242404
1841	-44.57486	-42.74556	-1.829292	0.5765457	0.5765457	0.5765457	-2.964973	0.001083994
1842	-44.75785	-42.93434	-1.82351	0.8124277	0.8124277	0.8124277	-1.886746	0.01297939
1843	-45.2253	-42.73036	-2.49494	1.256175	1.256175	1.256175	-3.835773	0.0001459576
1844	-46.85714	-42.73028	-4.12686	2.036269	2.036269	2.036269	-3.835773	0.0001459576
1845	-46.60598	-42.76964	-3.836336	1.900374	1.900374	1.900374	-2.560933	0.00274832
1846	-44.6558	-42.75479	-1.901016	0.889876	0.889876	0.889876	-2.774574	0.001680451
1847	-45.16424	-42.74456	-2.419685	1.216555	1.216555	1.216555	-2.977682	0.001052732
1848	-44.95607	-42.74153	-2.214536	1.102687	1.102687	1.102687	-3.06814	0.0008547905
1849	-44.68339	-42.73147	-1.951916	0.9311039	0.9311039	0.9311039	-3.669816	0.000213887
1850	-44.49866	-42.73021	-1.768448	0.6728832	0.6728832	0.6728832	-3.877443	0.0001326041
1851	-44.71082	-42.75116	-1.959661	0.9369998	0.9369998	0.9369998	-2.837005	0.001455442
1852	-44.79461	-42.73005	-2.064564	1.01042	1.01042	1.01042	-3.904484	0.0001245995
1853	-44.79943	-42.73487	-2.064564	1.01042	1.01042	1.01042	-3.36711	0.000429428
1854	-44.69123	-42.80795	-1.883283	0.8742002	0.8742002	0.8742002	-2.298613	0.005027906
1855	-44.91607	-42.88272	-2.033348	0.9896067	0.9896067	0.9896067	-2.008418	0.009808027
1856	-44.51928	-42.75094	-1.768349	0.701155	0.701155	0.701155	-2.846058	0.001425416
1857	-44.54151	-42.75103	-1.790483	0.6174981	0.6174981	0.6174981	-2.846058	0.001425416
1858	-44.76154	-42.77694	-1.984604	0.4943884	0.4943884	0.4943884	-2.52017	0.003018768
1859	-44.81978	-42.73123	-2.088553	0.4604155	0.4604155	0.4604155	-3.712263	0.0001939709
1860	-44.64942	-42.73193	-1.917492	0.5226685	0.5226685	0.5226685	-3.623463	0.000237978
1861	-44.64767	-42.73018	-1.917492	0.5226685	0.5226685	0.5226685	-3.887379	0.0001296048
1862	-44.59615	-42.73017	-1.865978	0.550548	0.550548	0.550548	-3.887379	0.0001296048
1863	-44.66503	-42.76687	-1.898159	0.5323009	0.5323009	0.5323009	-2.619656	0.002400736
1864	-44.69442	-42.73041	-1.964015	0.9402775	0.9402775	0.9402775	-3.833686	0.0001466607
1865	-45.44296	-42.75646	-2.686503	1.353707	1.353707	1.353707	-2.738539	0.001825831
1866	-46.28682	-42.73996	-3.546863	1.765115	1.765115	1.765115	-3.108266	0.0007793528
1867	-45.0495	-42.74031	-2.30919	1.156506	1.156506	1.156506	-3.108266	0.0007793528
1868	-45.26513	-42.78035	-2.484782	1.250877	1.250877	1.250877	-2.475104	0.003348852
1869	-46.64866	-42.76164	-3.887014	1.924051	1.924051	1.924051	-2.653399	0.002221269
1870	-46.62023	-42.73322	-3.887014	1.924051	1.924051	1.924051	-3.469217	0.000339456
1871	-46.6701	-42.78308	-3.887014	1.924051	1.924051	1.924051	-2.438472	0.003643578
1872	-48.18223	-42.98546	-5.19677	2.545765	2.545765	2.545765	-1.749613	0.01779865
1873	-46.10007	-42.73524	-3.364823	1.679782	1.679782	1.679782	-3.329807	0.0004679431
1874	-45.73845	-42.75005	-2.988405	1.50125	1.50125	1.50125	-2.846681	0.001423375
1875	-45.7174	-42.83677	-2.880627	1.449205	1.449205	1.449205	-2.152109	0.007045158
1876	-45.60459	-43.30369	-2.300909	1.151896	1.151896	1.151896	-1.428686	0.0372661
1877	-46.08675	-43.29504	-2.791707	1.405786	1.405786	1.405786	-1.428686	0.0372661
1878	-45.0939	-43.32116	-1.772738	0.6531625	0.6531625	0.6531625	-1.428686	0.0372661
1879	-44.70853	-42.77863	-1.929897	0.9138482	0.9138482	0.9138482	-2.496703	0.003186373
1880	-44.69652	-42.73058	-1.965941	0.9417198	0.9417198	0.9417198	-3.803238	0.0001573121
1881	-45.26346	-42.73259	-2.530872	1.274797	1.274797	1.274797	-3.539163	0.0002889593
1882	-44.77264	-42.79703	-1.9756	0.9488815	0.9488815	0.9488815	-2.360958	0.00435554
1883	-45.36056	-43.17092	-2.189637	1.088058	1.088058	1.088058	-1.545885	0.02845212
1884	-44.51933	-42.74433	-1.775008	0.730563	0.730563	0.730563	-2.993776	0.001014435
1885	-44.66256	-42.72972	-1.932835	0.5155735	0.5155735	0.5155735	-3.993423	0.000101526
1886	-45.66438	-42.72965	-2.93473	1.475402	1.475402	1.475402	-3.993423	0.000101526
1887	-45.77676	-43.17349	-2.603275	1.311829	1.311829	1.311829	-1.537747	0.0289903
1888	-45.3489	-42.74562	-2.603275	1.311829	1.311829	1.311829	-2.948461	0.001126001
1889	-44.77307	-42.75801	-2.015067	0.9770597	0.9770597	0.9770597	-2.723285	0.0018911
1890	-44.53848	-42.73103	-1.807446	0.596763	0.596763	0.596763	-3.7371	0.0001831893
1891	-45.21428	-42.7368	-2.477474	0.378785	0.378785	0.378785	-3.271016	0.0005357771
1892	-44.57889	-42.72976	-1.849127	0.5616027	0.5616027	0.5616027	-3.982846	0.000104029
1893	-44.61517	-42.72976	-1.885405	0.5391569	0.5391569	0.5391569	-3.982846	0.000104029
1894	-45.0095	-43.07888	-1.930623	0.5165695	0.5165695	0.5165695	-1.661814	0.02178644
1895	-45.96453	-44.18282	-1.78171	0.7476214	0.7476214	0.7476214	-1.0286	0.09362675
1896	-46.82644	-44.68325	-2.14319	1.060119	1.060119	1.060119	-0.8815459	0.1313573
1897	-45.60994	-43.83519	-1.774758	0.6472452	0.6472452	0.6472452	-1.153742	0.07018723
1898	-44.66044	-42.89284	-1.7676	0.6838996	0.6838996	0.6838996	-1.987483	0.01029241
1899	-44.60814	-42.732	-1.876141	0.5444315	0.5444315	0.5444315	-3.615306	0.0002424903
1900	-44.95373	-42.73595	-2.217784	0.4276438	0.4276438	0.4276438	-3.314857	0.0004843314
1901	-44.96668	-42.74889	-2.217784	0.4276438	0.4276438	0.4276438	-2.892287	0.001281485
1902	-45.21619	-42.73234	-2.483846	0.3777758	0.3777758	0.3777758	-3.58205	0.0002617882
1903	-44.53362	-42.74108	-1.792536	0.6146079	0.6146079	0.6146079	-3.092958	0.0008073138
1904	-44.52887	-42.73713	-1.791743	0.7671924	0.7671924	0.7671924	-3.247115	0.0005660892
1905	-44.74703	-42.73294	-2.014085	0.9763774	0.9763774	0.9763774	-3.512715	0.0003071033
1906	-44.64923	-42.73247	-1.916758	0.5230195	0.5230195	0.5230195	-3.566449	0.0002713635
1907	-44.78329	-43.00796	-1.775332	0.7315225	0.7315225	0.7315225	-1.75538	0.01756385
1908	-44.97308	-42.81771	-2.155371	1.067535	1.067535	1.067535	-2.244312	0.005697552
1909	-45.05013	-42.82811	-2.222021	1.107042	1.107042	1.107042	-2.195704	0.006372297
1910	-45.64176	-42.74456	-2.897203	1.457247	1.457247	1.457247	-2.972555	0.001065234
1911	-45.62968	-42.73248	-2.897203	1.457247	1.457247	1.457247	-3.546197	0.0002843171
1912	-44.76772	-42.76493	-2.00279	0.9684648	0.9684648	0.9684648	-2.633049	0.002327828
1913	-44.85908	-42.9587	-1.90038	0.8893277	0.8893277	0.8893277	-1.836295	0.01457823
1914	-45.54744	-43.73533	-1.812108	0.7979252	0.7979252	0.7979252	-1.190886	0.06443391
1915	-46.12131	-43.72095	-2.400363	1.20623	1.20623	1.20623	-1.18456	0.06537921
1916	-46.12099	-43.72063	-2.400363	1.20623	1.20623	1.20623	-1.184704	0.06535755
1917	-45.16555	-42.91209	-2.25346	1.125136	1.125136	1.125136	-1.929583	0.01176027
1918	-44.66163	-42.88977	-1.771864	0.6561008	0.6561008	0.6561008	-1.996293	0.01008573
1919	-44.54712	-42.73597	-1.811151	0.5929482	0.5929482	0.5929482	-3.310472	0.0004892468
1920	-44.60495	-42.75809	-1.846858	0.5631938	0.5631938	0.5631938	-2.730498	0.001859955
1921	-45.1439	-42.74888	-2.395028	1.203367	1.203367	1.203367	-2.876788	0.001328043
1922	-45.16122	-42.7662	-2.395028	1.203367	1.203367	1.203367	-2.613431	0.002435391
1923	-45.73821	-42.7308	-3.007417	1.510376	1.510376	1.510376	-3.754493	0.0001759976
1924	-46.23562	-43.2282	-3.007417	1.510376	1.510376	1.510376	-1.481529	0.03299676
1925	-44.76027	-42.74688	-2.013389	0.9758933	0.9758933	0.9758933	-2.925275	0.001187751
1926	-44.64843	-42.82635	-1.822079	0.8106807	0.8106807	0.8106807	-2.209729	0.006169796
1927	-44.51911	-42.73974	-1.779376	0.6364222	0.6364222	0.6364222	-3.139842	0.0007247003
1928	-44.7473	-42.74314	-2.004158	0.4872623	0.4872623	0.4872623	-3.031618	0.0009297838
1929	-44.8044	-42.73233	-2.072067	0.4652398	0.4652398	0.4652398	-3.581565	0.0002620808
1930	-45.91459	-42.89642	-3.018164	0.3116846	0.3116846	0.3116846	-1.986195	0.01032298
1931	-45.85693	-42.82974	-3.027189	0.3107982	0.3107982	0.3107982	-2.205515	0.006229951
1932	-45.72767	-43.29063	-2.437039	0.3853626	0.3853626	0.3853626	-1.458843	0.03476618
1933	-45.14426	-43.29756	-1.846699	0.5633062	0.5633062	0.5633062	-1.448849	0.03557548
1934	-45.80393	-44.03519	-1.768734	0.6707721	0.6707721	0.6707721	-1.079169	0.08333562
1935	-45.45677	-43.66446	-1.79231	0.6149202	0.6149202	0.6149202	-1.228821	0.05904441
1936	-45.45226	-43.66408	-1.78818	0.6209148	0.6209148	0.6209148	-1.228821	0.05904441
1937	-45.04532	-43.07525	-1.970067	0.9447928	0.9447928	0.9447928	-1.656181	0.02207083
1938	-44.71582	-42.74575	-1.970067	0.9447928	0.9447928	0.9447928	-2.952878	0.001114607
1939	-44.6853	-42.91743	-1.767868	0.6786844	0.6786844	0.6786844	-1.926992	0.01183063
1940	-44.61985	-42.78731	-1.832546	0.5739172	0.5739172	0.5739172	-2.434874	0.003673887
1941	-44.66052	-42.75047	-1.910057	0.5262743	0.5262743	0.5262743	-2.858618	0.001384784
1942	-44.50622	-42.73115	-1.775078	0.7307736	0.7307736	0.7307736	-3.717911	0.0001914648
1943	-44.50061	-42.73128	-1.769335	0.7081279	0.7081279	0.7081279	-3.70011	0.0001994758
1944	-45.39871	-42.73124	-2.667473	1.34419	1.34419	1.34419	-3.692235	0.0002031257
1945	-45.54368	-42.72997	-2.813703	1.416572	1.416572	1.416572	-3.913345	0.000122083
1946	-44.7674	-42.73001	-2.037388	0.9923424	0.9923424	0.9923424	-3.913345	0.000122083
1947	-44.92721	-42.74426	-2.182949	1.084089	1.084089	1.084089	-2.988254	0.001027415
1948	-45.04949	-42.779	-2.270483	1.134808	1.134808	1.134808	-2.488893	0.003244192
1949	-44.51014	-42.74155	-1.76859	0.7031354	0.7031354	0.7031354	-3.075865	0.0008397214
1950	-44.49804	-42.72991	-1.768125	0.6990386	0.6990386	0.6990386	-3.942737	0.0001140941
1951	-44.54759	-42.73111	-1.816478	0.8036499	0.8036499	0.8036499	-3.721399	0.0001899334
1952	-45.03218	-42.74252	-2.289656	1.145605	1.145605	1.145605	-3.03646	0.0009194761
1953	-45.18013	-43.41156	-1.768571	0.6719426	0.6719426	0.6719426	-1.365859	0.04306661
1954	-45.18295	-43.38702	-1.795933	0.7742392	0.7742392	0.7742392	-1.379155	0.04176809
1955	-44.76859	-42.73973	-2.028866	0.478803	0.478803	0.478803	-3.143461	0.0007186855
1956	-45.48475	-42.72979	-2.754959	1.38769	1.38769	1.38769	-3.959039	0.0001098907
1957	-44.65482	-42.82819	-1.826638	0.8161827	0.8161827	0.8161827	-2.201566	0.00628686
1958	-46.12415	-43.89888	-2.225269	1.108926	1.108926	1.108926	-1.113573	0.07698871
1959	-46.26994	-43.42726	-2.84268	1.430734	1.430734	1.430734	-1.334827	0.04625648
1960	-45.01	-42.75503	-2.254973	1.125999	1.125999	1.125999	-2.765748	0.00171495
1961	-44.93049	-42.83046	-2.100023	0.4571606	0.4571606	0.4571606	-2.199359	0.00631889
1962	-44.55316	-42.7821	-1.77106	0.6590942	0.6590942	0.6590942	-2.473116	0.003364219
1963	-44.50157	-42.73051	-1.77106	0.6590942	0.6590942	0.6590942	-3.820307	0.0001512493
1964	-45.19637	-42.74487	-2.451496	1.233412	1.233412	1.233412	-2.969106	0.001073726
1965	-44.62226	-42.74272	-1.879535	0.8707738	0.8707738	0.8707738	-3.036062	0.0009203186
1966	-45.48023	-42.73043	-2.749798	1.385141	1.385141	1.385141	-3.820507	0.0001511794
1967	-45.14646	-42.74176	-2.404698	1.208553	1.208553	1.208553	-3.05856	0.0008738572
1968	-44.50638	-42.73197	-1.774411	0.6481921	0.6481921	0.6481921	-3.61649	0.0002418301
1969	-44.50431	-42.73026	-1.774046	0.7275937	0.7275937	0.7275937	-3.865946	0.0001361613
1970	-45.01996	-42.7514	-2.268568	1.133725	1.133725	1.133725	-2.82852	0.001484158
1971	-46.54336	-42.74483	-3.798532	1.882716	1.882716	1.882716	-2.95645	0.001105478
1972	-47.11331	-44.35992	-2.753385	1.386913	1.386913	1.386913	-0.9517879	0.1117409
1973	-46.85908	-42.73908	-4.120008	2.033057	2.033057	2.033057	-3.136124	0.00073093
1974	-45.76308	-42.78161	-2.98147	1.497918	1.497918	1.497918	-2.459481	0.003471511
1975	-45.94678	-42.96531	-2.98147	1.497918	1.497918	1.497918	-1.810039	0.01548678
1976	-44.85165	-42.83008	-2.021571	0.9815568	0.9815568	0.9815568	-2.189902	0.006457995
1977	-44.51155	-42.73205	-1.779503	0.6361608	0.6361608	0.6361608	-3.607792	0.0002467219
1978	-44.56147	-42.78196	-1.779503	0.6361608	0.6361608	0.6361608	-2.474713	0.003351865
1979	-44.76677	-42.98727	-1.779503	0.6361608	0.6361608	0.6361608	-1.791088	0.01617754
1980	-44.88566	-42.79592	-2.08974	0.460075	0.460075	0.460075	-2.378252	0.004185505
1981	-45.27293	-42.74633	-2.526596	0.3711852	0.3711852	0.3711852	-2.950445	0.001120869
1982	-44.84184	-42.95345	-1.888387	0.537514	0.537514	0.537514	-1.854246	0.01398794
1983	-45.91316	-44.14431	-1.768852	0.7050445	0.7050445	0.7050445	-1.04217	0.09074651
1984	-45.28842	-43.51957	-1.768852	0.7050445	0.7050445	0.7050445	-1.300325	0.05008119
1985	-46.57708	-44.78913	-1.787952	0.7603313	0.7603313	0.7603313	-0.8706592	0.1346917
1986	-46.65869	-43.70317	-2.955522	1.485431	1.485431	1.485431	-1.184007	0.06546259
1987	-47.18865	-43.32344	-3.865212	1.913864	1.913864	1.913864	-1.393411	0.04041929
1988	-45.18623	-42.81865	-2.367582	1.188553	1.188553	1.188553	-2.237193	0.005791714
1989	-45.14711	-42.77953	-2.367582	1.188553	1.188553	1.188553	-2.483334	0.003285987
1990	-45.13742	-42.76984	-2.367582	1.188553	1.188553	1.188553	-2.574066	0.002666455
1991	-44.61372	-42.73119	-1.882538	0.8735222	0.8735222	0.8735222	-3.709523	0.0001951989
1992	-44.68708	-42.73124	-1.95584	0.5056907	0.5056907	0.5056907	-3.709523	0.0001951989
1993	-44.799	-42.85324	-1.945755	0.5099209	0.5099209	0.5099209	-2.110868	0.007746969
1994	-44.74584	-42.73027	-2.015566	0.9774061	0.9774061	0.9774061	-3.858894	0.0001383905
1995	-45.02973	-42.72974	-2.299988	1.151383	1.151383	1.151383	-3.975466	0.0001058118
1996	-44.50601	-42.73254	-1.773466	0.7257009	0.7257009	0.7257009	-3.555033	0.0002785908
1997	-44.78739	-42.7977	-1.98969	0.492495	0.492495	0.492495	-2.366309	0.004302205
1998	-45.22056	-43.22893	-1.991627	0.9605213	0.9605213	0.9605213	-1.494974	0.0319909
1999	-45.81108	-44.0169	-1.794181	0.7713535	0.7713535	0.7713535	-1.081957	0.08280249
2000	-47.02524	-44.08153	-2.943701	1.479731	1.479731	1.479731	-1.034782	0.09230348
2001	-45.05315	-43.28559	-1.767553	0.6864956	0.6864956	0.6864956	-1.454947	0.03507945
2002	-45.53414	-43.41144	-2.122696	1.047487	1.047487	1.047487	-1.355609	0.04409521
2003	-44.74243	-42.83059	-1.911845	0.8990667	0.8990667	0.8990667	-2.189497	0.006464025
2004	-44.67366	-42.89366	-1.779996	0.7437009	0.7437009	0.7437009	-1.984018	0.01037485
2005	-44.8742	-42.85701	-2.017189	0.9785314	0.9785314	0.9785314	-2.087905	0.008167607
2006	-45.02616	-43.00897	-2.017189	0.9785314	0.9785314	0.9785314	-1.748094	0.01786102
2007	-46.49124	-43.83394	-2.657301	1.339089	1.339089	1.339089	-1.13175	0.07383294
2008	-47.55394	-45.61923	-1.934713	0.9176894	0.9176894	0.9176894	-0.7053269	0.1970939
2009	-46.53126	-44.59655	-1.934713	0.9176894	0.9176894	0.9176894	-0.9085889	0.1234273
2010	-44.74216	-42.80744	-1.934713	0.9176894	0.9176894	0.9176894	-2.300459	0.005006579
2011	-45.25766	-42.94637	-2.311291	1.157672	1.157672	1.157672	-1.854221	0.01398876
2012	-46.11008	-43.08333	-3.026752	1.51964	1.51964	1.51964	-1.632249	0.02332119
2013	-45.97073	-42.94398	-3.026752	1.51964	1.51964	1.51964	-1.850796	0.01409952
2014	-47.39772	-42.77078	-4.626947	2.272089	2.272089	2.272089	-2.541119	0.002876608
2015	-46.35848	-42.73029	-3.628194	1.803144	1.803144	1.803144	-3.838107	0.0001451754
2016	-46.46165	-42.83879	-3.622852	1.800647	1.800647	1.800647	-2.136335	0.007305748
2017	-47.98327	-43.21365	-4.769623	2.340039	2.340039	2.340039	-1.473278	0.03362962
2018	-46.51528	-42.74675	-3.768529	1.868703	1.868703	1.868703	-2.909539	0.001231575
2019	-45.504	-42.72984	-2.774155	1.397155	1.397155	1.397155	-3.945142	0.0001134641
2020	-44.92399	-42.75655	-2.167439	1.074818	1.074818	1.074818	-2.742931	0.001807461
2021	-44.9668	-42.79936	-2.167439	1.074818	1.074818	1.074818	-2.343889	0.00453013
2022	-45.31567	-42.7763	-2.539363	1.279172	1.279172	1.279172	-2.509556	0.003093457
2023	-44.62017	-42.73065	-1.889521	0.879811	0.879811	0.879811	-3.791496	0.0001616232
2024	-45.21586	-42.74975	-2.466109	1.241101	1.241101	1.241101	-2.858173	0.001386204
2025	-44.5388	-42.75023	-1.788568	0.6203254	0.6203254	0.6203254	-2.861309	0.00137623
2026	-44.74177	-42.77836	-1.963416	0.9398285	0.9398285	0.9398285	-2.498526	0.003173032
2027	-44.55263	-42.77155	-1.781085	0.6330152	0.6330152	0.6330152	-2.568128	0.002703161
2028	-44.58116	-42.80724	-1.773914	0.7271716	0.7271716	0.7271716	-2.305573	0.004947973
2029	-44.50977	-42.73297	-1.776793	0.7356361	0.7356361	0.7356361	-3.514816	0.0003056216
2030	-44.51296	-42.73616	-1.776793	0.7356361	0.7356361	0.7356361	-3.296958	0.0005047098
2031	-44.60296	-42.82616	-1.776793	0.7356361	0.7356361	0.7356361	-2.212158	0.006135386
2032	-44.52357	-42.74677	-1.776793	0.7356361	0.7356361	0.7356361	-2.932736	0.00116752
2033	-44.57413	-42.76589	-1.808243	0.5959253	0.5959253	0.5959253	-2.629519	0.002346828
2034	-44.66334	-42.73485	-1.92849	0.5175382	0.5175382	0.5175382	-3.378237	0.000418565
2035	-44.68045	-42.75196	-1.92849	0.5175382	0.5175382	0.5175382	-2.830716	0.001476672
2036	-44.92462	-42.73139	-2.193227	1.090181	1.090181	1.090181	-3.677067	0.0002103453
2037	-45.16315	-42.73298	-2.43017	1.22213	1.22213	1.22213	-3.504539	0.00031294
2038	-44.86146	-42.86864	-1.992821	0.9613769	0.9613769	0.9613769	-2.050646	0.008899265
2039	-45.51707	-42.78689	-2.73017	1.375428	1.375428	1.375428	-2.421133	0.003791985
2040	-44.50324	-42.73358	-1.769666	0.6652956	0.6652956	0.6652956	-3.465852	0.0003420956
2041	-44.94435	-42.72996	-2.214386	1.102599	1.102599	1.102599	-3.922906	0.0001194245
2042	-44.5504	-42.73252	-1.817879	0.8054387	0.8054387	0.8054387	-3.555568	0.0002782482
2043	-44.501	-42.732	-1.769003	0.6690178	0.6690178	0.6690178	-3.612916	0.000243828
2044	-44.55869	-42.75532	-1.803377	0.6011927	0.6011927	0.6011927	-2.771899	0.001690835
2045	-44.50864	-42.74109	-1.767554	0.6864024	0.6864024	0.6864024	-3.091172	0.0008106399
2046	-44.61651	-42.73832	-1.878195	0.8695376	0.8695376	0.8695376	-3.191555	0.0006433471
2047	-44.51827	-42.73542	-1.782852	0.629727	0.629727	0.629727	-3.340904	0.0004561382
2048	-44.63122	-42.73008	-1.901139	0.8899818	0.8899818	0.8899818	-3.900039	0.0001258813
