Iteration	Posterior	Likelihood	Prior	age_mada	age_uapaca	alpha_mol[1]	alpha_mol[2]	alpha_mol[3]	alpha_mol[4]	alpha_mol[5]	alpha_mol[6]	alpha_mol[7]	alpha_mol[8]	alpha_mol[9]	birth	death	diversification	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	ln_mean	mu_mol[1][1]	mu_mol[1][2]	mu_mol[1][3]	mu_mol[1][4]	mu_mol[1][5]	mu_mol[1][6]	mu_mol[1][7]	mu_mol[1][8]	mu_mol[1][9]	mu_mol[1][10]	mu_mol[1][11]	mu_mol[1][12]	mu_mol[1][13]	mu_mol[1][14]	mu_mol[1][15]	mu_mol[1][16]	mu_mol[1][17]	mu_mol[1][18]	mu_mol[1][19]	mu_mol[1][20]	mu_mol[1][21]	mu_mol[1][22]	mu_mol[1][23]	mu_mol[1][24]	mu_mol[1][25]	mu_mol[1][26]	mu_mol[1][27]	mu_mol[1][28]	mu_mol[1][29]	mu_mol[1][30]	mu_mol[1][31]	mu_mol[1][32]	mu_mol[1][33]	mu_mol[1][34]	mu_mol[1][35]	mu_mol[1][36]	mu_mol[1][37]	mu_mol[1][38]	mu_mol[1][39]	mu_mol[1][40]	mu_mol[2][1]	mu_mol[2][2]	mu_mol[2][3]	mu_mol[2][4]	mu_mol[2][5]	mu_mol[2][6]	mu_mol[2][7]	mu_mol[2][8]	mu_mol[2][9]	mu_mol[2][10]	mu_mol[2][11]	mu_mol[2][12]	mu_mol[2][13]	mu_mol[2][14]	mu_mol[2][15]	mu_mol[2][16]	mu_mol[2][17]	mu_mol[2][18]	mu_mol[2][19]	mu_mol[2][20]	mu_mol[2][21]	mu_mol[2][22]	mu_mol[2][23]	mu_mol[2][24]	mu_mol[2][25]	mu_mol[2][26]	mu_mol[2][27]	mu_mol[2][28]	mu_mol[2][29]	mu_mol[2][30]	mu_mol[2][31]	mu_mol[2][32]	mu_mol[2][33]	mu_mol[2][34]	mu_mol[2][35]	mu_mol[2][36]	mu_mol[2][37]	mu_mol[2][38]	mu_mol[2][39]	mu_mol[2][40]	mu_mol[3][1]	mu_mol[3][2]	mu_mol[3][3]	mu_mol[3][4]	mu_mol[3][5]	mu_mol[3][6]	mu_mol[3][7]	mu_mol[3][8]	mu_mol[3][9]	mu_mol[3][10]	mu_mol[3][11]	mu_mol[3][12]	mu_mol[3][13]	mu_mol[3][14]	mu_mol[3][15]	mu_mol[3][16]	mu_mol[3][17]	mu_mol[3][18]	mu_mol[3][19]	mu_mol[3][20]	mu_mol[3][21]	mu_mol[3][22]	mu_mol[3][23]	mu_mol[3][24]	mu_mol[3][25]	mu_mol[3][26]	mu_mol[3][27]	mu_mol[3][28]	mu_mol[3][29]	mu_mol[3][30]	mu_mol[3][31]	mu_mol[3][32]	mu_mol[3][33]	mu_mol[3][34]	mu_mol[3][35]	mu_mol[3][36]	mu_mol[3][37]	mu_mol[3][38]	mu_mol[3][39]	mu_mol[3][40]	mu_mol[4][1]	mu_mol[4][2]	mu_mol[4][3]	mu_mol[4][4]	mu_mol[4][5]	mu_mol[4][6]	mu_mol[4][7]	mu_mol[4][8]	mu_mol[4][9]	mu_mol[4][10]	mu_mol[4][11]	mu_mol[4][12]	mu_mol[4][13]	mu_mol[4][14]	mu_mol[4][15]	mu_mol[4][16]	mu_mol[4][17]	mu_mol[4][18]	mu_mol[4][19]	mu_mol[4][20]	mu_mol[4][21]	mu_mol[4][22]	mu_mol[4][23]	mu_mol[4][24]	mu_mol[4][25]	mu_mol[4][26]	mu_mol[4][27]	mu_mol[4][28]	mu_mol[4][29]	mu_mol[4][30]	mu_mol[4][31]	mu_mol[4][32]	mu_mol[4][33]	mu_mol[4][34]	mu_mol[4][35]	mu_mol[4][36]	mu_mol[4][37]	mu_mol[4][38]	mu_mol[4][39]	mu_mol[4][40]	mu_mol[5][1]	mu_mol[5][2]	mu_mol[5][3]	mu_mol[5][4]	mu_mol[5][5]	mu_mol[5][6]	mu_mol[5][7]	mu_mol[5][8]	mu_mol[5][9]	mu_mol[5][10]	mu_mol[5][11]	mu_mol[5][12]	mu_mol[5][13]	mu_mol[5][14]	mu_mol[5][15]	mu_mol[5][16]	mu_mol[5][17]	mu_mol[5][18]	mu_mol[5][19]	mu_mol[5][20]	mu_mol[5][21]	mu_mol[5][22]	mu_mol[5][23]	mu_mol[5][24]	mu_mol[5][25]	mu_mol[5][26]	mu_mol[5][27]	mu_mol[5][28]	mu_mol[5][29]	mu_mol[5][30]	mu_mol[5][31]	mu_mol[5][32]	mu_mol[5][33]	mu_mol[5][34]	mu_mol[5][35]	mu_mol[5][36]	mu_mol[5][37]	mu_mol[5][38]	mu_mol[5][39]	mu_mol[5][40]	mu_mol[6][1]	mu_mol[6][2]	mu_mol[6][3]	mu_mol[6][4]	mu_mol[6][5]	mu_mol[6][6]	mu_mol[6][7]	mu_mol[6][8]	mu_mol[6][9]	mu_mol[6][10]	mu_mol[6][11]	mu_mol[6][12]	mu_mol[6][13]	mu_mol[6][14]	mu_mol[6][15]	mu_mol[6][16]	mu_mol[6][17]	mu_mol[6][18]	mu_mol[6][19]	mu_mol[6][20]	mu_mol[6][21]	mu_mol[6][22]	mu_mol[6][23]	mu_mol[6][24]	mu_mol[6][25]	mu_mol[6][26]	mu_mol[6][27]	mu_mol[6][28]	mu_mol[6][29]	mu_mol[6][30]	mu_mol[6][31]	mu_mol[6][32]	mu_mol[6][33]	mu_mol[6][34]	mu_mol[6][35]	mu_mol[6][36]	mu_mol[6][37]	mu_mol[6][38]	mu_mol[6][39]	mu_mol[6][40]	mu_mol[7][1]	mu_mol[7][2]	mu_mol[7][3]	mu_mol[7][4]	mu_mol[7][5]	mu_mol[7][6]	mu_mol[7][7]	mu_mol[7][8]	mu_mol[7][9]	mu_mol[7][10]	mu_mol[7][11]	mu_mol[7][12]	mu_mol[7][13]	mu_mol[7][14]	mu_mol[7][15]	mu_mol[7][16]	mu_mol[7][17]	mu_mol[7][18]	mu_mol[7][19]	mu_mol[7][20]	mu_mol[7][21]	mu_mol[7][22]	mu_mol[7][23]	mu_mol[7][24]	mu_mol[7][25]	mu_mol[7][26]	mu_mol[7][27]	mu_mol[7][28]	mu_mol[7][29]	mu_mol[7][30]	mu_mol[7][31]	mu_mol[7][32]	mu_mol[7][33]	mu_mol[7][34]	mu_mol[7][35]	mu_mol[7][36]	mu_mol[7][37]	mu_mol[7][38]	mu_mol[7][39]	mu_mol[7][40]	mu_mol[8][1]	mu_mol[8][2]	mu_mol[8][3]	mu_mol[8][4]	mu_mol[8][5]	mu_mol[8][6]	mu_mol[8][7]	mu_mol[8][8]	mu_mol[8][9]	mu_mol[8][10]	mu_mol[8][11]	mu_mol[8][12]	mu_mol[8][13]	mu_mol[8][14]	mu_mol[8][15]	mu_mol[8][16]	mu_mol[8][17]	mu_mol[8][18]	mu_mol[8][19]	mu_mol[8][20]	mu_mol[8][21]	mu_mol[8][22]	mu_mol[8][23]	mu_mol[8][24]	mu_mol[8][25]	mu_mol[8][26]	mu_mol[8][27]	mu_mol[8][28]	mu_mol[8][29]	mu_mol[8][30]	mu_mol[8][31]	mu_mol[8][32]	mu_mol[8][33]	mu_mol[8][34]	mu_mol[8][35]	mu_mol[8][36]	mu_mol[8][37]	mu_mol[8][38]	mu_mol[8][39]	mu_mol[8][40]	mu_mol[9][1]	mu_mol[9][2]	mu_mol[9][3]	mu_mol[9][4]	mu_mol[9][5]	mu_mol[9][6]	mu_mol[9][7]	mu_mol[9][8]	mu_mol[9][9]	mu_mol[9][10]	mu_mol[9][11]	mu_mol[9][12]	mu_mol[9][13]	mu_mol[9][14]	mu_mol[9][15]	mu_mol[9][16]	mu_mol[9][17]	mu_mol[9][18]	mu_mol[9][19]	mu_mol[9][20]	mu_mol[9][21]	mu_mol[9][22]	mu_mol[9][23]	mu_mol[9][24]	mu_mol[9][25]	mu_mol[9][26]	mu_mol[9][27]	mu_mol[9][28]	mu_mol[9][29]	mu_mol[9][30]	mu_mol[9][31]	mu_mol[9][32]	mu_mol[9][33]	mu_mol[9][34]	mu_mol[9][35]	mu_mol[9][36]	mu_mol[9][37]	mu_mol[9][38]	mu_mol[9][39]	mu_mol[9][40]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_sd	pi_mol[1][1]	pi_mol[1][2]	pi_mol[1][3]	pi_mol[1][4]	pi_mol[2][1]	pi_mol[2][2]	pi_mol[2][3]	pi_mol[2][4]	pi_mol[3][1]	pi_mol[3][2]	pi_mol[3][3]	pi_mol[3][4]	pi_mol[4][1]	pi_mol[4][2]	pi_mol[4][3]	pi_mol[4][4]	pi_mol[5][1]	pi_mol[5][2]	pi_mol[5][3]	pi_mol[5][4]	pi_mol[6][1]	pi_mol[6][2]	pi_mol[6][3]	pi_mol[6][4]	pi_mol[7][1]	pi_mol[7][2]	pi_mol[7][3]	pi_mol[7][4]	pi_mol[8][1]	pi_mol[8][2]	pi_mol[8][3]	pi_mol[8][4]	pi_mol[9][1]	pi_mol[9][2]	pi_mol[9][3]	pi_mol[9][4]	root_age	site_rates_mol[1][1]	site_rates_mol[1][2]	site_rates_mol[1][3]	site_rates_mol[1][4]	site_rates_mol[2][1]	site_rates_mol[2][2]	site_rates_mol[2][3]	site_rates_mol[2][4]	site_rates_mol[3][1]	site_rates_mol[3][2]	site_rates_mol[3][3]	site_rates_mol[3][4]	site_rates_mol[4][1]	site_rates_mol[4][2]	site_rates_mol[4][3]	site_rates_mol[4][4]	site_rates_mol[5][1]	site_rates_mol[5][2]	site_rates_mol[5][3]	site_rates_mol[5][4]	site_rates_mol[6][1]	site_rates_mol[6][2]	site_rates_mol[6][3]	site_rates_mol[6][4]	site_rates_mol[7][1]	site_rates_mol[7][2]	site_rates_mol[7][3]	site_rates_mol[7][4]	site_rates_mol[8][1]	site_rates_mol[8][2]	site_rates_mol[8][3]	site_rates_mol[8][4]	site_rates_mol[9][1]	site_rates_mol[9][2]	site_rates_mol[9][3]	site_rates_mol[9][4]	turnover
0	-22311.23	-22299.53	-11.70127	0.25	0.95	11.41941	3.836929	16.04906	4.660926	4.277855	23.94895	1.241473	15.69157	5.011186	1.219684	0.8312318	0.3884518	1.913699	0.1285891	0.4699871	0.5122481	0.3949911	0.2262617	7.114544	1.626111	1.890257	-2.806699	0.125445	0.0952436	0.106381	0.124159	0.155839	0.0879289	0.0849461	0.0718735	0.131399	0.0919767	0.121872	0.0469511	0.152226	0.0249462	0.0994107	0.0160912	0.118267	0.0618039	0.07845	0.0554065	0.0642776	0.0452044	0.0775495	0.0559283	0.0235815	0.0463632	0.279486	0.0811904	0.110138	0.0562263	0.0746902	0.0997262	0.0459622	0.100461	0.235212	0.0843268	0.0477615	0.0397572	0.0772122	0.0639545	0.0325636	0.0247239	0.027615	0.03223	0.0404537	0.0228251	0.0220508	0.0186573	0.0341094	0.0238759	0.0316362	0.0121878	0.0395156	0.00647568	0.0258056	0.00417705	0.0307005	0.0160434	0.0203645	0.0143827	0.0166855	0.0117344	0.0201307	0.0145182	0.00612142	0.0120352	0.0725506	0.0210759	0.0285902	0.0145955	0.0193885	0.0258875	0.0119311	0.0260782	0.0610577	0.0218901	0.0123982	0.0103204	0.0200432	0.0166017	0.604545	0.459	0.512673	0.598352	0.751025	0.423749	0.409374	0.346374	0.633243	0.443256	0.587328	0.226268	0.733609	0.120221	0.479082	0.0775471	0.569955	0.297847	0.378068	0.267016	0.309768	0.21785	0.373728	0.269531	0.113644	0.223435	1.3469	0.391275	0.530778	0.270967	0.359948	0.480603	0.221502	0.484142	1.13354	0.40639	0.230173	0.191599	0.372102	0.308211	0.0521932	0.0396276	0.0442614	0.0516584	0.0648394	0.0365842	0.0353432	0.0299041	0.0546708	0.0382683	0.0507067	0.0195347	0.0633358	0.0103793	0.0413614	0.006695	0.0492068	0.0257145	0.0326403	0.0230527	0.0267437	0.018808	0.0322657	0.0232698	0.00981145	0.0192901	0.116284	0.0337805	0.0458245	0.0233938	0.031076	0.0414926	0.0191233	0.0417982	0.0978636	0.0350855	0.0198719	0.0165416	0.0321253	0.0266093	0.0166658	0.0126535	0.0141331	0.0164951	0.0207039	0.0116817	0.0112854	0.00954869	0.017457	0.0122195	0.0161912	0.00623765	0.0202238	0.00331421	0.0132071	0.00213778	0.0157123	0.0082109	0.0104224	0.00736098	0.00853954	0.00600559	0.0103028	0.00743031	0.0031329	0.00615955	0.0371309	0.0107865	0.0146322	0.00746989	0.0099229	0.013249	0.00610627	0.0133466	0.0312489	0.0112032	0.00634532	0.00528191	0.010258	0.00849662	0.11387	0.0864559	0.0965656	0.112704	0.141461	0.0798161	0.0771085	0.0652421	0.119276	0.0834904	0.110627	0.0426191	0.13818	0.0226445	0.0902385	0.0146066	0.107355	0.0561015	0.0712117	0.0502944	0.058347	0.0410336	0.0703943	0.0507681	0.0214057	0.0420855	0.253699	0.0736994	0.0999758	0.0510385	0.0677988	0.0905249	0.0417215	0.0911916	0.21351	0.0765464	0.0433548	0.036089	0.0700881	0.0580537	0.0437147	0.0331903	0.0370714	0.0432668	0.0543066	0.0306413	0.0296018	0.0250463	0.0457898	0.0320518	0.0424697	0.0163614	0.0530473	0.0086932	0.0346424	0.00560743	0.0412134	0.0215373	0.0273381	0.0193079	0.0223993	0.0157527	0.0270243	0.0194898	0.00821763	0.0161566	0.0973947	0.0282931	0.0383806	0.0195936	0.0260279	0.0347524	0.0160168	0.0350083	0.0819662	0.029386	0.0166438	0.0138545	0.0269067	0.0222867	0.0423329	0.0321412	0.0358996	0.0418992	0.05259	0.0296727	0.0286662	0.0242546	0.0443424	0.0310387	0.0411272	0.0158443	0.0513705	0.00841842	0.0335474	0.00543019	0.0399107	0.0208565	0.0264739	0.0186976	0.0216913	0.0152548	0.0261701	0.0188737	0.00795788	0.0156459	0.0943161	0.0273988	0.0371674	0.0189743	0.0252052	0.0336539	0.0155105	0.0339017	0.0793753	0.0284572	0.0161177	0.0134166	0.0260562	0.0215823	0.0684297	0.0519551	0.0580305	0.0677286	0.08501	0.047965	0.0463379	0.0392068	0.071678	0.050173	0.0664808	0.0256117	0.0830386	0.0136081	0.0542282	0.00877771	0.0645143	0.0337139	0.0427942	0.0302241	0.0350632	0.0246589	0.042303	0.0305087	0.0128636	0.025291	0.152459	0.0442891	0.0600798	0.0306713	0.0407433	0.0544003	0.0250722	0.054801	0.128307	0.046	0.0260538	0.0216874	0.042119	0.034887	0.07500374	0.1254446	0.09524361	0.1063809	0.1241594	0.1558395	0.0879289	0.08494614	0.07187351	0.1313995	0.09197669	0.1218719	0.04695111	0.1522257	0.02494621	0.0994107	0.01609122	0.118267	0.06180392	0.07844998	0.05540649	0.06427756	0.04520442	0.07754947	0.05592833	0.0235815	0.04636325	0.2794861	0.08119044	0.1101377	0.05622627	0.07469018	0.0997262	0.0459622	0.1004607	0.235212	0.08432683	0.04776153	0.03975722	0.07721216	0.06395449	0.2595859	4.81922	0.4160655	0.1328541	0.9077345	0.3484779	0.3374628	0.545497	0.6579999	0.568941	0.034914	0.277701	0.118444	0.760256	0.179658	0.033901	0.0261846	0.109584	0.43817	0.07258	0.379666	0.0973074	0.353392	0.00213526	0.547165	0.218736	0.557462	0.0199066	0.203895	0.509752	0.157342	0.312421	0.0204847	0.0457522	0.219703	0.26293	0.471615	0.494366	0.321789	0.00798243	0.175862	0.367477	0.116343	0.434476	0.0817036	1	0.652868	0.880636	1.0696	1.39689	0.445173	0.769374	1.08439	1.70106	0.70293	0.902179	1.06235	1.33254	0.487355	0.795354	1.08384	1.63345	0.469004	0.784301	1.08426	1.66243	0.753526	0.92228	1.05392	1.27027	0.182488	0.538987	1.03079	2.24773	0.699823	0.900891	1.06284	1.33645	0.502542	0.804228	1.08328	1.60995	0.6815143
20	-14054.36	-14151.41	97.05486	3.288684	18.08743	11.67816	0.07968797	1.736128	0.09570309	1.082914	4.762065	31.61902	9.31237	0.7751615	0.388519	0.2584302	0.1300888	2.372937	2.662143	3.407732	3.099751	3.15508	3.938858	4.024051	5.676896	1.462821	-6.634411	0.00456352	0.000823389	0.000750811	0.00119843	0.00137516	0.00216609	0.000648202	0.00110883	0.00417865	0.0011804	0.00153243	0.00062582	0.000549804	0.00108041	0.00196329	0.000918982	0.00270862	0.000797726	0.00134846	0.00331476	0.00257049	0.000471534	0.00118677	0.0010351	0.0019006	0.00237734	0.00204218	0.00156218	0.000770614	0.000561913	0.00146729	0.0014162	0.00380278	0.000744994	0.00245452	0.00044786	0.000633762	0.00131626	0.00241301	0.00278504	0.0151155	0.00272727	0.00248688	0.0039695	0.00455488	0.00717465	0.00214701	0.00367272	0.0138408	0.0039098	0.00507579	0.00207288	0.00182109	0.00357861	0.00650292	0.0030439	0.00897163	0.00264227	0.00446644	0.0109793	0.0085141	0.00156184	0.00393088	0.00342852	0.00629528	0.00787435	0.00676421	0.00517435	0.00255247	0.0018612	0.00486005	0.00469081	0.0125958	0.00246761	0.00813	0.00148343	0.00209918	0.00435977	0.00799251	0.00922476	0.00506188	0.000913307	0.000832804	0.0013293	0.00152533	0.00240264	0.000718989	0.00122992	0.00463498	0.00130931	0.00169977	0.000694163	0.000609845	0.0011984	0.00217769	0.00101934	0.00300441	0.000884841	0.00149572	0.00367675	0.0028512	0.000523028	0.00131637	0.00114814	0.00210816	0.00263696	0.00226519	0.00173278	0.000854769	0.000623277	0.00162753	0.00157085	0.00421807	0.000826351	0.00272257	0.000496768	0.000702973	0.00146	0.00267652	0.00308918	0.0109676	0.00197887	0.00180445	0.00288022	0.00330496	0.00520583	0.00155784	0.00266487	0.0100427	0.0028369	0.00368292	0.00150405	0.00132136	0.00259659	0.00471843	0.00220861	0.00650969	0.0019172	0.00324079	0.00796645	0.00617772	0.00113325	0.00285219	0.00248769	0.00456777	0.00571352	0.00490802	0.00375444	0.00185204	0.00135046	0.00352639	0.00340359	0.00913933	0.00179046	0.00589902	0.00107635	0.00152314	0.00316339	0.00579926	0.00669336	0.00565021	0.00101946	0.000929599	0.00148381	0.00170262	0.00268189	0.000802555	0.00137287	0.0051737	0.00146149	0.00189734	0.000774844	0.000680727	0.00133769	0.0024308	0.00113781	0.00335361	0.000987685	0.00166956	0.00410409	0.00318258	0.000583819	0.00146937	0.00128159	0.00235319	0.00294344	0.00252847	0.00193418	0.000954118	0.00069572	0.00181669	0.00175343	0.00470832	0.000922396	0.00303901	0.000554506	0.000784678	0.00162969	0.00298761	0.00344823	0.00549929	0.00099223	0.00090477	0.00144417	0.00165715	0.00261026	0.00078112	0.0013362	0.00503551	0.00142245	0.00184666	0.000754149	0.000662545	0.00130196	0.00236588	0.00110742	0.00326403	0.000961304	0.00162497	0.00399447	0.00309758	0.000568226	0.00143012	0.00124736	0.00229033	0.00286483	0.00246094	0.00188252	0.000928634	0.000677137	0.00176817	0.0017066	0.00458257	0.000897759	0.00295784	0.000539696	0.00076372	0.00158616	0.00290781	0.00335613	0.0043633	0.000787264	0.000717871	0.00114585	0.00131483	0.00207106	0.000619763	0.00106018	0.00399532	0.00112862	0.00146519	0.000598364	0.000525682	0.00103301	0.00187716	0.000878663	0.00258978	0.000762727	0.0012893	0.00316933	0.00245771	0.000450847	0.0011347	0.000989688	0.00181722	0.00227304	0.00195258	0.00149365	0.000736805	0.00053726	0.00140292	0.00135407	0.00363594	0.000712308	0.00234683	0.00042821	0.000605957	0.00125851	0.00230714	0.00266285	0.00337889	0.000609649	0.000555911	0.000887334	0.00101819	0.0016038	0.000479938	0.000820991	0.00309393	0.000873988	0.00113463	0.000463366	0.000407083	0.000799954	0.00145365	0.000680427	0.0020055	0.000590647	0.000998419	0.00245429	0.00190322	0.000349131	0.0008787	0.000766404	0.00140723	0.00176022	0.00151206	0.00115666	0.000570574	0.000416049	0.00108641	0.00104857	0.00281563	0.000551604	0.00181736	0.000331602	0.000469247	0.000974574	0.00178663	0.00206208	0.00670943	0.00121057	0.00110387	0.00176197	0.00202181	0.00318466	0.000953008	0.00163023	0.00614359	0.00173547	0.00225302	0.000920102	0.00080834	0.00158846	0.0028865	0.00135112	0.0039823	0.00117284	0.00198255	0.00487347	0.00377921	0.000693266	0.00174483	0.00152184	0.00279433	0.00349524	0.00300247	0.00229678	0.00113298	0.000826144	0.00215726	0.00208214	0.00559098	0.00109531	0.00360872	0.000658458	0.000931779	0.0019352	0.00354769	0.00409466	0.001578807	0.004563517	0.0008233886	0.0007508115	0.001198429	0.00137516	0.002166091	0.0006482017	0.001108827	0.004178651	0.001180404	0.001532426	0.0006258204	0.000549804	0.001080413	0.001963292	0.0009189816	0.002708615	0.0007977257	0.00134846	0.003314758	0.002570485	0.0004715345	0.001186768	0.001035102	0.001900603	0.002377339	0.002042176	0.001562184	0.0007706144	0.0005619135	0.001467294	0.001416199	0.003802782	0.0007449937	0.00245452	0.0004478595	0.0006337625	0.001316256	0.002413011	0.00278504	3.312256	1.109205	2.403328	1.238126	1.205056	0.9561267	0.7404142	1.470233	0.6055159	0.24449	0.2079	0.279707	0.267903	0.294958	0.115924	0.276957	0.312161	0.271308	0.12035	0.369058	0.239284	0.261533	0.1637	0.290794	0.283973	0.27497	0.187345	0.232882	0.304804	0.196093	0.190336	0.30672	0.30685	0.284354	0.192357	0.207208	0.316081	0.239217	0.223463	0.268067	0.269253	0.257857	0.176275	0.244037	0.321831	18.08743	0.656374	0.882202	1.06913	1.39229	1.54247e-08	0.000184859	0.0451169	3.9547	0.259605	0.62366	1.06173	2.05501	2.82747e-07	0.00079035	0.082436	3.91677	0.153194	0.500329	1.01249	2.33399	0.491885	0.798027	1.08369	1.6264	0.783869	0.933587	1.04837	1.23417	0.619543	0.865305	1.07376	1.44139	0.0902635	0.396938	0.949827	2.56297	0.6651674
